kind	source_path	analysis_set	effect	family	name	mean	stat	p	q	is_down_minus_passive	is_sensory_roi	is_pain_signature	negative
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_amygdala_L	0.0038775655154425	0.6065359549510748	0.549627690000305	0.6870346125003812	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_amygdala_R	0.0027112857407281	0.2963219391189287	0.7694319379654891	0.7694319379654891	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_hippocampus_L	0.0049881717213093	0.9194655338447628	0.366639230832231	0.6870346125003812	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_hippocampus_R	0.0039317404085662	0.6086805639412554	0.5482275188233616	0.6870346125003812	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	high_motion_subject_exclude	down_minus_passive_FE	exploratory_context	expl_hypothalamus	-0.01495030345037	-1.1196880490757413	0.2734891435950626	0.6870346125003812	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	high_motion_subject_exclude	down_minus_passive_FE	secondary_subcortical	reg_caudate_L	0.0026737314899666	0.3639972979138245	0.7189204750841154	0.9558075309127524	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	high_motion_subject_exclude	down_minus_passive_FE	secondary_subcortical	reg_caudate_R	-0.0004777572153565	-0.0559739280588692	0.9558075309127524	0.9558075309127524	True	False	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	high_motion_subject_exclude	down_minus_passive_FE	secondary_subcortical	reg_putamen_L	0.0131988111713256	1.4758650728529497	0.1524653229866456	0.3811938608614321	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	high_motion_subject_exclude	down_minus_passive_FE	secondary_subcortical	reg_putamen_R	0.0112184292475621	1.345325463809683	0.190596930430716	0.3811938608614321	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_NAc_L	-0.0011592532105031	-0.1072427017890004	0.9152659976605872	0.9961378668406772	True	False	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_NAc_R	0.0014498519118536	0.1172073987231796	0.907428269557274	0.9961378668406772	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_PAG_sphere	0.0130686723357278	0.6885333935863569	0.4960787602665381	0.9961378668406772	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_SMA_preSMA	0.0004777783725523	0.0667580266148184	0.9471897004438552	0.9961378668406772	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_anterior_insula_L	-0.0283581160686232	-4.034944726366517	0.0003174470027065	0.0038093640324782	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_anterior_insula_R	-0.0330335597602904	-1.522508000267868	0.1377037494662124	0.5508149978648499	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_dlPFC_IFJ_L	0.017964108063924	2.746652312602317	0.0098013852837031	0.0588083117022186	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_dlPFC_IFJ_R	-0.0051201761163996	-0.4164598929624095	0.6798537531435531	0.9961378668406772	True	False	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_mOFC	-0.0038531585032063	-0.4676611529105096	0.6431962675630392	0.9961378668406772	True	False	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_pgACC_rACC	0.003460746180887	0.4992984190825841	0.6209847571625258	0.9961378668406772	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_vmPFC	-6.648342153339675e-05	-0.0048784440939906	0.9961378668406772	0.9961378668406772	True	False	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_regulatory_value	reg_vmPFC_mOFC	-0.0021247341805561	-0.2314021423284598	0.8184757057401487	0.9961378668406772	True	False	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_S1_L	0.0055870174176313	0.7018347241314846	0.4878558090263819	0.6708017374112751	True	True	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_S1_R	0.002805754270715	0.3526563703322231	0.7266583874910724	0.888138029155755	True	True	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_S2_operculum_L	-0.0275846843777055	-3.431564598665094	0.0016748649553178	0.0061411715028321	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_S2_operculum_R	-0.038828252828821	-4.995563506991329	2.012956664646158e-05	0.000221425233111	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_dACC_MCC	-0.0004144629488247	-0.0705372618183901	0.9442050317044268	0.9797126362873632	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_insula_all_L	-0.0225467284961434	-3.7089487742381326	0.0007873013373587	0.0043301573554731	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_insula_all_R	-0.0354839015935519	-2.5622468188853538	0.0153097429318489	0.0280678620417231	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_posterior_insula_L	-0.0256227225763723	-3.2153976439036493	0.0029740013691603	0.0081785037651908	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_posterior_insula_R	-0.0382061228067896	-2.762473646822841	0.0094272251506231	0.0207398953313708	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_thalamus_L	0.0001535339556126	0.0256287222305588	0.9797126362873632	0.9797126362873632	True	True	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	targeted_sensory	sensory_thalamus_R	-0.0095729833595793	-1.6835335962040157	0.1020043679263311	0.160292578169949	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	exploratory_context	expl_amygdala_L	0.0072383957943229	1.291854150436818	0.2056603377817306	0.497165210815269	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	exploratory_context	expl_amygdala_R	-0.0005962782818118	-0.0785136346885567	0.9379083994562588	0.9379083994562588	True	False	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	exploratory_context	expl_hippocampus_L	0.0049971900785528	1.057282888119535	0.2982991264891614	0.497165210815269	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	exploratory_context	expl_hippocampus_R	0.0041351644904352	0.7194499723753118	0.4770855060718362	0.5963568825897952	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	exploratory_context	expl_hypothalamus	-0.0195509453416999	-1.756968927637299	0.08848892141191	0.4424446070595501	True	True	False	True
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	secondary_subcortical	reg_caudate_L	0.0070343371639451	1.0610407378426387	0.2966142161472637	0.3954856215296849	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	secondary_subcortical	reg_caudate_R	0.0029416788778634	0.4040853071443228	0.6888379984336352	0.6888379984336352	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	secondary_subcortical	reg_putamen_L	0.0201585687675767	2.1753939167718053	0.0370988041620717	0.148395216648287	True	False	False	False
signature	<PROJECT_ROOT>/derivatives/roi_signature_analysis/tables/roi_stats.tsv	main	down_minus_passive_FE	secondary_subcortical	reg_putamen_R	0.0135848193365911	1.824827293480004	0.0773753554934585	0.1547507109869171	True	False	False	False
