subject	run	condition	feature	value
sub-07	5	passive	sensory_S1_R	-1093.3640802310017
sub-07	5	passive	sensory_S1_R	-904.2728777866504
sub-07	5	passive	sensory_S1_R	-1433.2784137344752
sub-07	5	passive	sensory_S1_R	-27.451911413412034
sub-07	5	passive	sensory_S1_R	-1447.902334568811
sub-07	5	passive	sensory_S1_R	3489.578571909212
sub-07	5	passive	sensory_S1_R	3871.634582991053
sub-07	5	passive	sensory_S1_R	-39.86586239419012
sub-07	5	passive	sensory_S1_R	3676.672851212377
sub-07	6	passive	sensory_S1_R	1501.5303820988229
sub-07	6	passive	sensory_S1_R	-830.5521270733225
sub-07	6	passive	sensory_S1_R	-1705.2914425205308
sub-07	6	passive	sensory_S1_R	34.911665926119895
sub-07	6	passive	sensory_S1_R	-561.2429823609054
sub-07	6	passive	sensory_S1_R	101.71566044360657
sub-07	6	passive	sensory_S1_R	707.5011581505023
sub-07	6	passive	sensory_S1_R	985.4764715176952
sub-07	6	passive	sensory_S1_R	359.1642685642146
sub-07	6	passive	sensory_S1_R	1666.9301308090712
sub-07	6	passive	sensory_S1_R	340.233483371223
sub-07	7	down	sensory_S1_R	1321.5590324630684
sub-07	7	down	sensory_S1_R	-1859.71890160384
sub-07	7	down	sensory_S1_R	98.81950856134064
sub-07	7	down	sensory_S1_R	-5167.429920315246
sub-07	7	down	sensory_S1_R	-651.5093264033585
sub-07	7	down	sensory_S1_R	-3357.1979901630475
sub-07	7	down	sensory_S1_R	1989.1349617978303
sub-07	7	down	sensory_S1_R	-1239.6178985473098
sub-07	7	down	sensory_S1_R	620.8799816440878
sub-07	7	down	sensory_S1_R	-1439.5347199175085
sub-07	8	passive	sensory_S1_R	502.963626169796
sub-07	8	passive	sensory_S1_R	-2162.457054686809
sub-07	8	passive	sensory_S1_R	-1174.5973344716404
sub-07	8	passive	sensory_S1_R	-3243.6978396078457
sub-07	8	passive	sensory_S1_R	-1764.3761268301696
sub-07	8	passive	sensory_S1_R	-2112.257163380013
sub-07	8	passive	sensory_S1_R	170.93138552336222
sub-07	8	passive	sensory_S1_R	-2226.7841516033204
sub-07	8	passive	sensory_S1_R	968.5557853251483
sub-07	8	passive	sensory_S1_R	-1462.8291902866258
sub-07	8	passive	sensory_S1_R	-1200.9289914283545
sub-07	9	passive	sensory_S1_R	-5676.940724329328
sub-07	9	passive	sensory_S1_R	1585.9939876302303
sub-07	9	passive	sensory_S1_R	-1662.7501110914673
sub-07	9	passive	sensory_S1_R	928.7255596501064
sub-07	9	passive	sensory_S1_R	-1784.923631680531
sub-07	9	passive	sensory_S1_R	-1509.0383273550506
sub-07	9	passive	sensory_S1_R	-1719.094091337287
sub-07	9	passive	sensory_S1_R	-1377.264518385411
sub-07	9	passive	sensory_S1_R	-799.0426153915141
sub-07	9	passive	sensory_S1_R	-2464.397858213905
sub-07	9	passive	sensory_S1_R	-763.30811404005
sub-08	1	passive	sensory_S1_R	2603.962232426948
sub-08	1	passive	sensory_S1_R	-1600.7745897923623
sub-08	1	passive	sensory_S1_R	579.3277312289283
sub-08	1	passive	sensory_S1_R	667.3513916779812
sub-08	1	passive	sensory_S1_R	-860.617323256145
sub-08	1	passive	sensory_S1_R	349.90303536400984
sub-08	1	passive	sensory_S1_R	-776.7507135505748
sub-08	1	passive	sensory_S1_R	-2361.9424360076264
sub-08	1	passive	sensory_S1_R	1088.360855495852
sub-08	1	passive	sensory_S1_R	-600.5839868852072
sub-08	1	passive	sensory_S1_R	1324.4924667780615
sub-08	2	passive	sensory_S1_R	210.9414212299216
sub-08	2	passive	sensory_S1_R	-1544.5374071507013
sub-08	2	passive	sensory_S1_R	-751.4297095971997
sub-08	2	passive	sensory_S1_R	430.782117433304
sub-08	2	passive	sensory_S1_R	-272.6896814792426
sub-08	2	passive	sensory_S1_R	-3451.6421294756474
sub-08	2	passive	sensory_S1_R	1296.559799833638
sub-08	2	passive	sensory_S1_R	-630.3704592963162
sub-08	2	passive	sensory_S1_R	-464.67332546246325
sub-08	2	passive	sensory_S1_R	240.63961281791128
sub-08	2	passive	sensory_S1_R	-904.9626728615126
sub-08	3	down	sensory_S1_R	1804.7350369500248
sub-08	3	down	sensory_S1_R	-684.0141104997007
sub-08	3	down	sensory_S1_R	-42.232876291060165
sub-08	3	down	sensory_S1_R	-661.8408695383459
sub-08	3	down	sensory_S1_R	-118.08115151684616
sub-08	3	down	sensory_S1_R	2038.4031398253685
sub-08	3	down	sensory_S1_R	-604.8570720338239
sub-08	3	down	sensory_S1_R	2088.0756207595514
sub-08	3	down	sensory_S1_R	615.0599911652971
sub-08	3	down	sensory_S1_R	299.93074365252687
sub-08	4	passive	sensory_S1_R	-5085.338764995729
sub-08	4	passive	sensory_S1_R	1017.4644039235392
sub-08	4	passive	sensory_S1_R	-2861.804149537027
sub-08	4	passive	sensory_S1_R	410.97255501235577
sub-08	4	passive	sensory_S1_R	1404.8030571276404
sub-08	4	passive	sensory_S1_R	-923.6007367444344
sub-08	4	passive	sensory_S1_R	-145.462835525399
sub-08	4	passive	sensory_S1_R	-954.9960303349236
sub-08	4	passive	sensory_S1_R	607.8894315828511
sub-08	4	passive	sensory_S1_R	-488.849103694216
sub-08	4	passive	sensory_S1_R	-1206.671706085297
sub-08	5	passive	sensory_S1_R	243.68477155149048
sub-08	5	passive	sensory_S1_R	-2018.794461485173
sub-08	5	passive	sensory_S1_R	668.1757330686105
sub-08	5	passive	sensory_S1_R	213.04768821674497
sub-08	5	passive	sensory_S1_R	188.445262489624
sub-08	5	passive	sensory_S1_R	-2337.2688924742342
sub-08	5	passive	sensory_S1_R	3590.64309789594
sub-08	5	passive	sensory_S1_R	-3081.8093965225416
sub-08	5	passive	sensory_S1_R	-162.0341789250915
sub-08	5	passive	sensory_S1_R	1177.1183351869404
sub-08	5	passive	sensory_S1_R	1992.1576048353447
sub-08	6	passive	sensory_S1_R	-5375.221153320745
sub-08	6	passive	sensory_S1_R	-4864.970315088193
sub-08	6	passive	sensory_S1_R	-2905.634040031575
sub-08	6	passive	sensory_S1_R	-1633.289477819981
sub-08	6	passive	sensory_S1_R	-2591.807991675825
sub-08	6	passive	sensory_S1_R	2176.305247433957
sub-08	6	passive	sensory_S1_R	-1411.4149320195038
sub-08	6	passive	sensory_S1_R	-1018.073206046558
sub-08	6	passive	sensory_S1_R	-614.3909440861717
sub-08	6	passive	sensory_S1_R	1623.5611536989743
sub-08	6	passive	sensory_S1_R	1541.0730725113754
sub-08	7	up	sensory_S1_R	-185.399270666414
sub-08	7	up	sensory_S1_R	-1795.5601113900193
sub-08	7	up	sensory_S1_R	2314.925775361946
sub-08	7	up	sensory_S1_R	622.5081255234654
sub-08	7	up	sensory_S1_R	-213.4249599498544
sub-08	7	up	sensory_S1_R	-561.3557617199676
sub-08	7	up	sensory_S1_R	1549.567640875122
sub-08	7	up	sensory_S1_R	584.2102759564568
sub-08	7	up	sensory_S1_R	434.62600913876304
sub-08	7	up	sensory_S1_R	3784.5692052745217
sub-08	8	passive	sensory_S1_R	-803.2470675472355
sub-08	8	passive	sensory_S1_R	1337.6030819282678
sub-08	8	passive	sensory_S1_R	657.4739530390581
sub-08	8	passive	sensory_S1_R	-1234.4802369965355
sub-08	8	passive	sensory_S1_R	-384.92614797770057
sub-08	8	passive	sensory_S1_R	-1445.8077095444487
sub-08	8	passive	sensory_S1_R	-329.5550379077649
sub-08	8	passive	sensory_S1_R	2056.9280647432606
sub-08	8	passive	sensory_S1_R	507.8524023077716
sub-08	8	passive	sensory_S1_R	2837.4953992181545
sub-08	8	passive	sensory_S1_R	6801.7299423394325
sub-08	9	passive	sensory_S1_R	-15.2360902922901
sub-08	9	passive	sensory_S1_R	-2107.458567492158
sub-08	9	passive	sensory_S1_R	-2018.4452497967031
sub-08	9	passive	sensory_S1_R	2063.054928633677
sub-08	9	passive	sensory_S1_R	-3219.8233317029844
sub-08	9	passive	sensory_S1_R	499.69731315522586
sub-08	9	passive	sensory_S1_R	2249.292662990976
sub-08	9	passive	sensory_S1_R	-1220.5450553130213
sub-08	9	passive	sensory_S1_R	250.2580300087048
sub-08	9	passive	sensory_S1_R	1618.6044725202555
sub-08	9	passive	sensory_S1_R	2479.9043099187693
sub-09	1	passive	sensory_S1_R	-437.0949529967156
sub-09	1	passive	sensory_S1_R	-984.6399775119208
sub-09	1	passive	sensory_S1_R	-1460.4650758536627
sub-09	1	passive	sensory_S1_R	-1183.0980354752974
sub-09	1	passive	sensory_S1_R	-245.49434808421933
sub-09	1	passive	sensory_S1_R	-1013.0785234015766
sub-09	1	passive	sensory_S1_R	221.48228670217213
sub-09	1	passive	sensory_S1_R	-315.35297488033393
sub-09	1	passive	sensory_S1_R	-594.2975968895084
sub-09	1	passive	sensory_S1_R	-630.9086620606322
sub-09	1	passive	sensory_S1_R	-992.2155678433774
sub-09	2	passive	sensory_S1_R	-1433.9384279572078
sub-09	2	passive	sensory_S1_R	-397.28907682542194
sub-09	2	passive	sensory_S1_R	-957.3330942807352
sub-09	2	passive	sensory_S1_R	-515.6293566440145
sub-09	2	passive	sensory_S1_R	-297.4443549340549
sub-09	2	passive	sensory_S1_R	-472.7464706373698
sub-09	2	passive	sensory_S1_R	-258.6193346350119
sub-09	2	passive	sensory_S1_R	-215.5778037402388
sub-09	2	passive	sensory_S1_R	1144.4003779260156
sub-09	2	passive	sensory_S1_R	-1268.3594658880356
sub-09	2	passive	sensory_S1_R	-704.3356610522387
sub-09	3	up	sensory_S1_R	200.5226969059804
sub-09	3	up	sensory_S1_R	-1450.630541696104
sub-09	3	up	sensory_S1_R	-1099.7534706600982
sub-09	3	up	sensory_S1_R	-2884.557690474112
sub-09	3	up	sensory_S1_R	2135.276407928777
sub-09	3	up	sensory_S1_R	-1593.8893721124389
sub-09	3	up	sensory_S1_R	2125.314132664508
sub-09	3	up	sensory_S1_R	2121.5709760958143
sub-09	3	up	sensory_S1_R	-1642.160166164209
sub-09	3	up	sensory_S1_R	493.0483880439715
sub-09	4	passive	sensory_S1_R	530.9999493003743
sub-09	4	passive	sensory_S1_R	-204.95359146404007
sub-09	4	passive	sensory_S1_R	-916.1025272663146
sub-09	4	passive	sensory_S1_R	-1241.1975491682242
sub-09	4	passive	sensory_S1_R	-311.60764863608983
sub-09	4	passive	sensory_S1_R	-505.8775251703446
sub-09	4	passive	sensory_S1_R	455.0390932561368
sub-09	4	passive	sensory_S1_R	267.18353029442005
sub-09	4	passive	sensory_S1_R	1390.4598256364116
sub-09	4	passive	sensory_S1_R	-935.7123549899552
sub-09	4	passive	sensory_S1_R	-579.6178116480878
sub-09	5	passive	sensory_S1_R	-732.5508563857547
sub-09	5	passive	sensory_S1_R	160.02412424766408
sub-09	5	passive	sensory_S1_R	-632.4512297799815
sub-09	5	passive	sensory_S1_R	-35.14959885513417
sub-09	5	passive	sensory_S1_R	270.57048699229745
sub-09	5	passive	sensory_S1_R	-1419.7685138849065
sub-09	5	passive	sensory_S1_R	150.0975521317523
sub-09	5	passive	sensory_S1_R	-444.0671942614063
sub-09	5	passive	sensory_S1_R	-779.3254909519937
sub-09	5	passive	sensory_S1_R	1006.1415866702664
sub-09	5	passive	sensory_S1_R	-1580.1082770222529
sub-09	6	passive	sensory_S1_R	123.4295657463556
sub-09	6	passive	sensory_S1_R	-605.0120229627173
sub-09	6	passive	sensory_S1_R	-475.335201122914
sub-09	6	passive	sensory_S1_R	799.5677101210968
sub-09	6	passive	sensory_S1_R	-247.6073183000335
sub-09	6	passive	sensory_S1_R	-78.93905093791363
sub-09	6	passive	sensory_S1_R	412.0640999575144
sub-09	6	passive	sensory_S1_R	2250.0513188080345
sub-09	6	passive	sensory_S1_R	715.8157545340473
sub-09	6	passive	sensory_S1_R	1233.5562241118605
sub-09	6	passive	sensory_S1_R	-372.7059285199503
sub-09	7	down	sensory_S1_R	-511.7968095367978
sub-09	7	down	sensory_S1_R	-2432.4151887190965
sub-09	7	down	sensory_S1_R	-1520.4987582365902
sub-09	7	down	sensory_S1_R	-378.54397998781496
sub-09	7	down	sensory_S1_R	303.0850107382776
sub-09	7	down	sensory_S1_R	-1758.9323605158245
sub-09	7	down	sensory_S1_R	-1081.9426113300217
sub-09	7	down	sensory_S1_R	1234.8935961525276
sub-09	7	down	sensory_S1_R	-83.13942082664289
sub-09	7	down	sensory_S1_R	-2153.215480181807
sub-09	8	passive	sensory_S1_R	24.930554066724653
sub-09	8	passive	sensory_S1_R	-1664.9646024983977
sub-09	8	passive	sensory_S1_R	-344.1172924723778
sub-09	8	passive	sensory_S1_R	2503.969740310449
sub-09	8	passive	sensory_S1_R	-802.16377816979
sub-09	8	passive	sensory_S1_R	-997.3134463166816
sub-09	8	passive	sensory_S1_R	223.0392552479716
sub-09	8	passive	sensory_S1_R	419.8453889666089
sub-09	8	passive	sensory_S1_R	-6.934803442616612
sub-09	8	passive	sensory_S1_R	90.18360524021512
sub-09	8	passive	sensory_S1_R	174.38870802174642
sub-09	9	passive	sensory_S1_R	-514.9220517044123
sub-09	9	passive	sensory_S1_R	-1084.1816585128654
sub-09	9	passive	sensory_S1_R	-1151.6407927270004
sub-09	9	passive	sensory_S1_R	-204.6243701160301
sub-09	9	passive	sensory_S1_R	-1859.74912897001
sub-09	9	passive	sensory_S1_R	-335.6484976952779
sub-09	9	passive	sensory_S1_R	-407.2044251732477
sub-09	9	passive	sensory_S1_R	-446.7861714517312
sub-09	9	passive	sensory_S1_R	-710.2890817100924
sub-09	9	passive	sensory_S1_R	-698.6028981863819
sub-09	9	passive	sensory_S1_R	-264.85898951620766
sub-10	1	passive	sensory_S1_R	2856.846321076395
sub-10	1	passive	sensory_S1_R	-1720.1677169879767
sub-10	1	passive	sensory_S1_R	-277.8414436466573
sub-10	1	passive	sensory_S1_R	-1131.5223351807235
sub-10	1	passive	sensory_S1_R	769.5817319548896
sub-10	1	passive	sensory_S1_R	-1128.3298165489869
sub-10	1	passive	sensory_S1_R	494.7903605377578
sub-10	1	passive	sensory_S1_R	950.4449278556104
sub-10	1	passive	sensory_S1_R	-858.4545838133618
sub-10	1	passive	sensory_S1_R	-73.07916115470653
sub-10	1	passive	sensory_S1_R	-914.3160690806252
sub-10	3	down	sensory_S1_R	-5223.749990569466
sub-10	3	down	sensory_S1_R	-1943.0635081433084
sub-10	3	down	sensory_S1_R	1409.2210404546277
sub-10	3	down	sensory_S1_R	540.8339337949219
sub-10	3	down	sensory_S1_R	-743.8762869135116
sub-10	3	down	sensory_S1_R	-125.4329426664808
sub-10	3	down	sensory_S1_R	-454.9736791256855
sub-10	3	down	sensory_S1_R	2593.3550538212457
sub-10	3	down	sensory_S1_R	-1408.7432658148682
sub-10	3	down	sensory_S1_R	614.9654654535407
sub-10	4	passive	sensory_S1_R	-1063.2899419719631
sub-10	4	passive	sensory_S1_R	-608.0591331384003
sub-10	4	passive	sensory_S1_R	496.8179300015154
sub-10	4	passive	sensory_S1_R	-1394.8088824494623
sub-10	4	passive	sensory_S1_R	22.00254335422505
sub-10	4	passive	sensory_S1_R	-2307.719462762245
sub-10	4	passive	sensory_S1_R	24.88581441281661
sub-10	4	passive	sensory_S1_R	-1229.7248193536088
sub-10	4	passive	sensory_S1_R	-264.9312029041066
sub-10	4	passive	sensory_S1_R	-2261.2020855981464
sub-10	4	passive	sensory_S1_R	-131.21728644850373
sub-10	7	up	sensory_S1_R	162.8175910825812
sub-10	7	up	sensory_S1_R	545.9689908576547
sub-10	7	up	sensory_S1_R	-1348.7010016366876
sub-10	7	up	sensory_S1_R	61.28832080024768
sub-10	7	up	sensory_S1_R	223.87022258483896
sub-10	7	up	sensory_S1_R	871.4868014682306
sub-10	7	up	sensory_S1_R	-1588.7249918873076
sub-10	7	up	sensory_S1_R	260.47645842555903
sub-10	7	up	sensory_S1_R	-2245.459511324969
sub-10	7	up	sensory_S1_R	1743.4357780569917
sub-10	8	passive	sensory_S1_R	-1149.8826301060112
sub-10	8	passive	sensory_S1_R	1177.6386982426366
sub-10	8	passive	sensory_S1_R	-687.915942772287
sub-10	8	passive	sensory_S1_R	617.4318334452355
sub-10	8	passive	sensory_S1_R	-1107.3258784440404
sub-10	8	passive	sensory_S1_R	332.8378377115987
sub-10	8	passive	sensory_S1_R	713.663386794065
sub-10	8	passive	sensory_S1_R	-578.4544093728582
sub-10	8	passive	sensory_S1_R	716.6462308836726
sub-10	8	passive	sensory_S1_R	400.0302480338796
sub-10	8	passive	sensory_S1_R	1401.489900250419
sub-10	9	passive	sensory_S1_R	-398.2586798567439
sub-10	9	passive	sensory_S1_R	157.63619048628803
sub-10	9	passive	sensory_S1_R	552.3030507963164
sub-10	9	passive	sensory_S1_R	1504.0776563566817
sub-10	9	passive	sensory_S1_R	893.940149472299
sub-10	9	passive	sensory_S1_R	-414.962663414757
sub-10	9	passive	sensory_S1_R	715.5641419321233
sub-10	9	passive	sensory_S1_R	1908.8883551153472
sub-10	9	passive	sensory_S1_R	-754.2145926099571
sub-10	9	passive	sensory_S1_R	-614.2353455032187
sub-10	9	passive	sensory_S1_R	3032.293895781323
sub-11	1	passive	sensory_S1_R	-351.13152041892863
sub-11	1	passive	sensory_S1_R	940.0581441543
sub-11	1	passive	sensory_S1_R	927.2783597809556
sub-11	1	passive	sensory_S1_R	-404.440652775068
sub-11	1	passive	sensory_S1_R	1261.9326443022164
sub-11	1	passive	sensory_S1_R	-4.050949480162672
sub-11	1	passive	sensory_S1_R	1065.0818020753122
sub-11	1	passive	sensory_S1_R	287.2551497764589
sub-11	1	passive	sensory_S1_R	-473.796611087615
sub-11	1	passive	sensory_S1_R	-1350.599941532797
sub-11	1	passive	sensory_S1_R	616.2364862099785
sub-11	2	passive	sensory_S1_R	-341.8365035841507
sub-11	2	passive	sensory_S1_R	-1665.7791051643007
sub-11	2	passive	sensory_S1_R	-2158.824721007588
sub-11	2	passive	sensory_S1_R	-1071.1836328436375
sub-11	2	passive	sensory_S1_R	-476.1240797839978
sub-11	2	passive	sensory_S1_R	38.42459017690271
sub-11	2	passive	sensory_S1_R	120.89128622524186
sub-11	2	passive	sensory_S1_R	-287.3992745258638
sub-11	2	passive	sensory_S1_R	750.7252637393176
sub-11	2	passive	sensory_S1_R	1041.2921369893083
sub-11	2	passive	sensory_S1_R	-522.8829549248621
sub-11	3	up	sensory_S1_R	-155.29274549886088
sub-11	3	up	sensory_S1_R	524.8798177106582
sub-11	3	up	sensory_S1_R	582.1455006430344
sub-11	3	up	sensory_S1_R	992.1105632129496
sub-11	3	up	sensory_S1_R	934.8236231819978
sub-11	3	up	sensory_S1_R	530.5102093806554
sub-11	3	up	sensory_S1_R	812.6066195262265
sub-11	3	up	sensory_S1_R	-108.8039188677758
sub-11	3	up	sensory_S1_R	1845.893149190684
sub-11	3	up	sensory_S1_R	1235.6139378671614
sub-11	4	passive	sensory_S1_R	2736.4431940518766
sub-11	4	passive	sensory_S1_R	-634.8611639981502
sub-11	4	passive	sensory_S1_R	-860.1468320561307
sub-11	4	passive	sensory_S1_R	885.2230443221306
sub-11	4	passive	sensory_S1_R	728.9578525344039
sub-11	4	passive	sensory_S1_R	-706.2659387181626
sub-11	4	passive	sensory_S1_R	818.0156037734564
sub-11	4	passive	sensory_S1_R	34.33106878823315
sub-11	4	passive	sensory_S1_R	-454.5166704917384
sub-11	4	passive	sensory_S1_R	-2220.971031104473
sub-11	4	passive	sensory_S1_R	-661.0832865824406
sub-11	5	passive	sensory_S1_R	902.6048207838548
sub-11	5	passive	sensory_S1_R	3167.3956738041616
sub-11	5	passive	sensory_S1_R	-1621.8899221627305
sub-11	5	passive	sensory_S1_R	468.328593767852
sub-11	5	passive	sensory_S1_R	2378.469373373169
sub-11	5	passive	sensory_S1_R	-2561.9520802301868
sub-11	5	passive	sensory_S1_R	1563.4120608348785
sub-11	5	passive	sensory_S1_R	2061.33320879699
sub-11	5	passive	sensory_S1_R	776.0939301992057
sub-11	5	passive	sensory_S1_R	110.67412823145968
sub-11	5	passive	sensory_S1_R	-771.1370941163259
sub-11	6	passive	sensory_S1_R	1880.8336067491184
sub-11	6	passive	sensory_S1_R	1620.0000030799938
sub-11	6	passive	sensory_S1_R	3548.7291549582296
sub-11	6	passive	sensory_S1_R	-444.80455256138913
sub-11	6	passive	sensory_S1_R	1080.8778741521855
sub-11	6	passive	sensory_S1_R	-551.5388166597841
sub-11	6	passive	sensory_S1_R	-1719.9718666649242
sub-11	6	passive	sensory_S1_R	2280.987521560376
sub-11	6	passive	sensory_S1_R	-803.0398715276642
sub-11	6	passive	sensory_S1_R	-550.3045012732964
sub-11	6	passive	sensory_S1_R	-2650.8944510075607
sub-11	7	down	sensory_S1_R	1206.599193944452
sub-11	7	down	sensory_S1_R	3629.6353090916928
sub-11	7	down	sensory_S1_R	-1034.518180305191
sub-11	7	down	sensory_S1_R	1268.6175004664265
sub-11	7	down	sensory_S1_R	811.4668614518068
sub-11	7	down	sensory_S1_R	848.5576395170538
sub-11	7	down	sensory_S1_R	861.367078829602
sub-11	7	down	sensory_S1_R	-1825.4248061420287
sub-11	7	down	sensory_S1_R	169.28559312556808
sub-11	7	down	sensory_S1_R	-2544.932385789758
sub-11	8	passive	sensory_S1_R	2133.3053582038774
sub-11	8	passive	sensory_S1_R	1189.5160954944445
sub-11	8	passive	sensory_S1_R	1722.2952430844416
sub-11	8	passive	sensory_S1_R	619.300196630873
sub-11	8	passive	sensory_S1_R	-477.0522207723279
sub-11	8	passive	sensory_S1_R	1539.363359408724
sub-11	8	passive	sensory_S1_R	161.51423111988515
sub-11	8	passive	sensory_S1_R	-713.8374870943007
sub-11	8	passive	sensory_S1_R	2977.244018543864
sub-11	8	passive	sensory_S1_R	-1426.1288102040237
sub-11	8	passive	sensory_S1_R	643.7645517981655
sub-11	9	passive	sensory_S1_R	1260.069595245633
sub-11	9	passive	sensory_S1_R	2547.069165229464
sub-11	9	passive	sensory_S1_R	832.3351157378472
sub-11	9	passive	sensory_S1_R	-582.7208536670205
sub-11	9	passive	sensory_S1_R	252.17019072260743
sub-11	9	passive	sensory_S1_R	1760.9133096575606
sub-11	9	passive	sensory_S1_R	-2240.910362901629
sub-11	9	passive	sensory_S1_R	1684.2645716052857
sub-11	9	passive	sensory_S1_R	2209.0015109636915
sub-11	9	passive	sensory_S1_R	-702.0073369514357
sub-11	9	passive	sensory_S1_R	-227.97098111221567
sub-12	1	passive	sensory_S1_R	-127.15621646877116
sub-12	1	passive	sensory_S1_R	184.29107119265973
sub-12	1	passive	sensory_S1_R	-143.3668734746043
sub-12	1	passive	sensory_S1_R	-623.2200736447929
sub-12	1	passive	sensory_S1_R	-587.795082035137
sub-12	1	passive	sensory_S1_R	-636.9131674481123
sub-12	1	passive	sensory_S1_R	501.176751713956
sub-12	1	passive	sensory_S1_R	-305.0408983150037
sub-12	1	passive	sensory_S1_R	-726.7439359589061
sub-12	1	passive	sensory_S1_R	-125.90694788011388
sub-12	1	passive	sensory_S1_R	-1208.1843362746658
sub-12	2	passive	sensory_S1_R	-1046.1151164505145
sub-12	2	passive	sensory_S1_R	-157.08670591116606
sub-12	2	passive	sensory_S1_R	-742.6440114810575
sub-12	2	passive	sensory_S1_R	-442.6590333910736
sub-12	2	passive	sensory_S1_R	-148.1065426919581
sub-12	2	passive	sensory_S1_R	-254.5757845333424
sub-12	2	passive	sensory_S1_R	-9.157004199962104
sub-12	2	passive	sensory_S1_R	-96.9644052683434
sub-12	2	passive	sensory_S1_R	-734.4691188715202
sub-12	2	passive	sensory_S1_R	-300.069288522247
sub-12	2	passive	sensory_S1_R	-455.5778153452011
sub-12	3	down	sensory_S1_R	-935.8299690414927
sub-12	3	down	sensory_S1_R	99.53564272671429
sub-12	3	down	sensory_S1_R	-771.96200775333
sub-12	3	down	sensory_S1_R	452.8161773506672
sub-12	3	down	sensory_S1_R	100.2003393355908
sub-12	3	down	sensory_S1_R	232.94008728147764
sub-12	3	down	sensory_S1_R	-313.6684600393023
sub-12	3	down	sensory_S1_R	-187.48916240176183
sub-12	3	down	sensory_S1_R	141.12987945475652
sub-12	3	down	sensory_S1_R	-830.2583602516024
sub-12	4	passive	sensory_S1_R	-689.4748876575841
sub-12	4	passive	sensory_S1_R	-77.59311257075387
sub-12	4	passive	sensory_S1_R	287.50844963725854
sub-12	4	passive	sensory_S1_R	-198.39375931592824
sub-12	4	passive	sensory_S1_R	572.4290310196311
sub-12	4	passive	sensory_S1_R	-10.760347986151828
sub-12	4	passive	sensory_S1_R	-663.7742391578531
sub-12	4	passive	sensory_S1_R	482.93327318930096
sub-12	4	passive	sensory_S1_R	743.6514631946447
sub-12	4	passive	sensory_S1_R	-614.2277734963172
sub-12	4	passive	sensory_S1_R	175.4516717799561
sub-12	5	passive	sensory_S1_R	-56.10243487414209
sub-12	5	passive	sensory_S1_R	151.2956737529439
sub-12	5	passive	sensory_S1_R	-1280.5963139446285
sub-12	5	passive	sensory_S1_R	-206.2849075158813
sub-12	5	passive	sensory_S1_R	-578.2938528610102
sub-12	5	passive	sensory_S1_R	-51.2541681343746
sub-12	5	passive	sensory_S1_R	-64.99340889719042
sub-12	5	passive	sensory_S1_R	-624.8779109027587
sub-12	5	passive	sensory_S1_R	-2448.043953361488
sub-12	5	passive	sensory_S1_R	-97.74809724044826
sub-12	5	passive	sensory_S1_R	-145.71614346308343
sub-12	6	passive	sensory_S1_R	-631.3148742562244
sub-12	6	passive	sensory_S1_R	772.2505286955711
sub-12	6	passive	sensory_S1_R	-92.20393630551553
sub-12	6	passive	sensory_S1_R	-95.09203210604392
sub-12	6	passive	sensory_S1_R	1855.608074086078
sub-12	6	passive	sensory_S1_R	-777.3166012417914
sub-12	6	passive	sensory_S1_R	1302.046982692129
sub-12	6	passive	sensory_S1_R	360.0568388041356
sub-12	6	passive	sensory_S1_R	1184.7199474375593
sub-12	6	passive	sensory_S1_R	1486.1167049881533
sub-12	6	passive	sensory_S1_R	-306.1071476323914
sub-12	7	up	sensory_S1_R	0.7634762619518369
sub-12	7	up	sensory_S1_R	-1402.219564949507
sub-12	7	up	sensory_S1_R	-25.25351562924812
sub-12	7	up	sensory_S1_R	1262.2963731896807
sub-12	7	up	sensory_S1_R	2496.515039480102
sub-12	7	up	sensory_S1_R	-859.6351093872472
sub-12	7	up	sensory_S1_R	85.3142037756802
sub-12	7	up	sensory_S1_R	-1766.044924196673
sub-12	7	up	sensory_S1_R	277.52373605744106
sub-12	7	up	sensory_S1_R	-377.8431420491579
sub-12	8	passive	sensory_S1_R	613.4452161421949
sub-12	8	passive	sensory_S1_R	-1616.690606089307
sub-12	8	passive	sensory_S1_R	-451.85816948771486
sub-12	8	passive	sensory_S1_R	-1180.1349474597864
sub-12	8	passive	sensory_S1_R	-2263.138929210319
sub-12	8	passive	sensory_S1_R	-2194.8682644094683
sub-12	8	passive	sensory_S1_R	-270.832774317105
sub-12	8	passive	sensory_S1_R	-476.5580667594111
sub-12	8	passive	sensory_S1_R	-61.9686111900952
sub-12	8	passive	sensory_S1_R	-1141.745750755814
sub-12	8	passive	sensory_S1_R	-1522.338797418043
sub-12	9	passive	sensory_S1_R	108.00286772628716
sub-12	9	passive	sensory_S1_R	-134.258675584309
sub-12	9	passive	sensory_S1_R	-924.5701043333684
sub-12	9	passive	sensory_S1_R	53.56056070613431
sub-12	9	passive	sensory_S1_R	-494.24898217772216
sub-12	9	passive	sensory_S1_R	-456.088255452009
sub-12	9	passive	sensory_S1_R	-313.2167148567014
sub-12	9	passive	sensory_S1_R	78.85084216475889
sub-12	9	passive	sensory_S1_R	-233.85772932853115
sub-12	9	passive	sensory_S1_R	177.47857197209214
sub-12	9	passive	sensory_S1_R	-232.92689656410585
sub-13	1	passive	sensory_S1_R	-3010.0090403624017
sub-13	1	passive	sensory_S1_R	-120.50087596522462
sub-13	1	passive	sensory_S1_R	436.77708085562426
