reg_condition	comparator	feature	n_subjects	mean_diff	sd	se	t	p	q_all_features_within_condition_comparator
up	nearest_passive	reg_vmPFC	32	-96.05137469614927	790.3435834110719	139.71432682431117	-0.6874840746785584	0.4968895083658956	0.9035582039381508
up	nearest_passive	expl_hypothalamus	32	-130.24194936884672	1199.8053945894153	212.09763265459424	-0.6140660210995784	0.5436522267269644	0.9035582039381508
up	nearest_passive	reg_mOFC	32	59.22703388818867	614.4402978461783	108.61872531032866	0.5452746174195502	0.5894667471212156	0.9035582039381508
up	nearest_passive	sensory_S2_operculum_L	32	58.90537607539429	621.3063073536697	109.83247578093828	0.5363202063557367	0.5955652847640542	0.9035582039381508
up	nearest_passive	sensory_insula_all_L	32	47.25854899479363	546.8240817621663	96.66575408253372	0.4888861566676864	0.628363357049423	0.9035582039381508
up	nearest_passive	reg_anterior_insula_L	32	-52.86862359490397	642.5521526521943	113.58824610159505	-0.4654409713098085	0.6448690874084961	0.9035582039381508
up	nearest_passive	reg_pgACC_rACC	32	37.288929468822374	459.792809152299	81.28065332310067	0.4587675903710352	0.6496014954401174	0.9035582039381508
up	nearest_passive	reg_PAG_sphere	32	206.90833227975313	2981.2746484797967	527.0198801299013	0.39260062111651994	0.6973010861825774	0.9035582039381508
up	nearest_passive	sensory_posterior_insula_R	32	-47.1779546338507	700.7270456859216	123.8722114413327	-0.38085987232249197	0.7059048468266803	0.9035582039381508
up	nearest_passive	sensory_posterior_insula_L	32	30.644983699438846	628.76451901152	111.1509137906359	0.27570608872511654	0.7846033990445502	0.9612722818482796
up	nearest_passive	reg_putamen_L	32	-29.832373724391267	699.9790910306085	123.73999048913473	-0.24108918714528887	0.811073487809486	0.9612722818482796
up	nearest_passive	reg_caudate_R	32	-21.526981587088898	630.3305240642842	111.4277469886814	-0.1931922897918376	0.8480685991808973	0.9664794870989324
up	nearest_passive	reg_anterior_insula_R	32	-23.865875007235488	857.1782667509348	151.5291412763293	-0.15750023266952695	0.8758720351834075	0.9664794870989324
up	nearest_passive	reg_vmPFC_mOFC	32	-11.649626646537818	604.6701231175529	106.89158610933154	-0.1089854409553084	0.9139164583554177	0.9748442222457788
up	nearest_passive	sensory_insula_all_R	32	-0.4316274849101518	603.0961146633791	106.61333809643374	-0.004048531756127331	0.9967956893088746	0.9998081787993968
up	nearest_passive	sensory_thalamus_L	32	-0.017580761761081476	410.3499283802471	72.5403042542717	-0.00024235853353270418	0.9998081787993968	0.9998081787993968
up	passive_after	reg_SMA_preSMA	32	221.12489574571384	461.83033330720446	81.64084010979192	2.7085083329414728	0.010903188848203075	0.20401588052243588
up	passive_after	sensory_dACC_MCC	32	181.7045754537611	407.71418135386136	72.0743656053093	2.5210707569568394	0.01705709409444177	0.20401588052243588
up	passive_after	reg_dlPFC_IFJ_L	32	246.88085376366894	564.9406450832902	99.86834027657426	2.4720632492735923	0.019126488798978363	0.20401588052243588
up	passive_after	reg_putamen_R	32	259.94777557247454	787.9152655529762	139.2850568182272	1.8663005315187342	0.07148475868596528	0.48805161575677036
up	passive_after	sensory_insula_all_R	32	205.27570804177648	633.1330160740758	111.9231622647676	1.8340770926054812	0.07625806496199537	0.48805161575677036
up	passive_after	sensory_S1_R	32	176.75311216489962	655.7948812449625	115.92925189893491	1.5246636139685423	0.13748121175336128	0.6170206329059857
up	passive_after	reg_dlPFC_IFJ_R	32	-152.4098481914348	586.0003892054431	103.59121224628122	-1.471262328981058	0.151299408870476	0.6170206329059857
up	passive_after	expl_amygdala_R	32	181.71426188049892	770.0228625424959	136.1220969431189	1.3349358110199518	0.1916189050661986	0.6170206329059857
up	passive_after	reg_PAG_sphere	32	480.1399606797259	2072.1194401732264	366.30242689374023	1.3107747189974488	0.19956183919255865	0.6170206329059857
up	passive_after	reg_anterior_insula_R	32	181.74157853066214	843.6197096008178	149.13230435034106	1.218660030248815	0.232166354647851	0.6170206329059857
up	passive_after	sensory_insula_all_L	32	96.14853174081945	447.833757834146	79.1665717521947	1.2145092254566898	0.23372405824585493	0.6170206329059857
up	passive_after	sensory_S2_operculum_R	32	153.34639234951032	719.621337183505	127.21228185224685	1.2054370074708465	0.23715568227443462	0.6170206329059857
up	passive_after	reg_vmPFC	32	106.65918831277767	527.2977001668743	93.21394487301693	1.1442406869280866	0.2612824093918786	0.6170206329059857
up	passive_after	reg_NAc_R	32	-146.23709953408257	736.4581467776035	130.18863741163028	-1.1232708356237748	0.2699465268963688	0.6170206329059857
up	passive_after	expl_hippocampus_L	32	100.68199190051803	612.1224379370453	108.20898169543158	0.9304402492567646	0.3593327439764372	0.766576520483066
up	passive_after	reg_NAc_L	32	-121.65871020578393	828.8074301555235	146.51383854019164	-0.8303564456296089	0.412686736565991	0.7956764034066239
up	passive_after	reg_vmPFC_mOFC	32	58.70114401512049	447.09573457104307	79.03610643869132	0.7427130037162856	0.4632467785612211	0.7956764034066239
up	passive_after	sensory_S1_L	32	91.72940744035681	747.8445772451099	132.20149296090102	0.693860601615793	0.492936664657034	0.7956764034066239
up	passive_after	sensory_S2_operculum_L	32	70.50078249686382	574.8725612286311	101.62407159071094	0.6937409748824511	0.4930106589066004	0.7956764034066239
up	passive_after	expl_amygdala_L	32	68.75311551337612	583.0199253568807	103.06433569668127	0.6670892995974553	0.5096504961453284	0.7956764034066239
up	passive_after	sensory_posterior_insula_R	32	78.77969168453257	688.4010753096402	121.69326713188943	0.647362779726772	0.522162639735597	0.7956764034066239
up	passive_after	sensory_posterior_insula_L	32	63.80705376469196	611.6182136621012	108.1198465944186	0.5901511681203756	0.5593670032714719	0.8136247320312319
up	passive_after	reg_anterior_insula_L	32	48.1427562395254	546.0619734650288	96.5310310963076	0.4987282917499769	0.6214913803941479	0.8646836596788144
up	passive_after	expl_hypothalamus	32	-97.13186568076776	1302.4639088228669	230.24526554484657	-0.42186259704805384	0.6760365867722902	0.8915272335567008
up	passive_after	reg_caudate_L	32	43.23951439375749	739.6425324999349	130.7515625961738	0.33069979077269407	0.7430961129380689	0.8915272335567008
up	passive_after	reg_caudate_R	32	32.01693882637934	594.661040164104	105.12221350187095	0.3045687277676046	0.7627299754294681	0.8915272335567008
up	passive_after	expl_hippocampus_R	32	29.81528045153467	694.674758279703	122.80230807467593	0.24279088006557686	0.8097666819460888	0.8915272335567008
up	passive_after	sensory_thalamus_R	32	16.563251221673163	447.38359712024936	79.08699382883967	0.2094307852631168	0.8354822071396417	0.8915272335567008
up	passive_after	reg_mOFC	32	18.428210051758	524.7291975891006	92.7598934754572	0.19866570951414267	0.8438214545688694	0.8915272335567008
up	passive_after	reg_pgACC_rACC	32	12.504793766821297	479.45126024621965	84.75580934213451	0.1475390756560779	0.8836619722859054	0.8915272335567008
up	passive_after	sensory_thalamus_L	32	-11.076603862192055	432.3628366114124	76.43167342524524	-0.14492164525254886	0.8857108774175204	0.8915272335567008
up	passive_after	reg_putamen_L	32	-20.81584150535245	856.3988429334299	151.3913573096353	-0.13749689463962303	0.8915272335567008	0.8915272335567008
up	passive_before	reg_SMA_preSMA	32	314.41040541122084	509.58503062099794	90.08275768581552	3.490239569572236	0.0014710104997032274	0.047072335990503276
up	passive_before	reg_dlPFC_IFJ_L	32	404.7396908714055	844.3366223993615	149.25903782568346	2.711659520035849	0.010820119424350473	0.17312191078960756
up	passive_before	sensory_dACC_MCC	32	162.77024773050925	482.23627062631783	85.2481342734951	1.9093702063708027	0.06550743862171848	0.6987460119649972
up	passive_before	reg_NAc_L	32	-150.61582893293937	520.0673069851559	91.93577986065742	-1.6382721630383776	0.11147683303500307	0.7475922877859634
up	passive_before	expl_hippocampus_L	32	165.7585183598702	597.5480604635816	105.63257140966691	1.5691989331304008	0.12675384523851305	0.7475922877859634
up	passive_before	sensory_S1_R	32	192.26190364261782	772.710797553126	136.5972612114702	1.4075092131237648	0.16922507381753718	0.7475922877859634
up	passive_before	sensory_S1_L	32	161.9269176309466	666.8631577882562	117.88586524888764	1.3735906106222053	0.17942154889026474	0.7475922877859634
up	passive_before	sensory_thalamus_R	32	-108.49814315758216	459.0385143995823	81.14731158943582	-1.3370516044515146	0.19093511730307908	0.7475922877859634
up	passive_before	expl_amygdala_R	32	150.8920091276729	737.3274609905131	130.34231190536286	1.1576594501195474	0.2558450241845937	0.7475922877859634
up	passive_before	reg_dlPFC_IFJ_R	32	-94.04897795542715	499.24343942245497	88.25460536962831	-1.0656551866220558	0.2948094306418374	0.7475922877859634
up	passive_before	reg_caudate_L	32	-101.25516670050573	540.8065930605713	95.60200231588091	-1.0591322801581713	0.29772269885423924	0.7475922877859634
up	passive_before	expl_amygdala_L	32	141.28286078638442	757.893649908746	133.97793481717437	1.0545233510217804	0.29979327316708865	0.7475922877859634
up	passive_before	sensory_S2_operculum_R	32	142.4628877228463	790.9968525515552	139.82980958410508	1.0188305923220002	0.3161692512424843	0.7475922877859634
up	passive_before	reg_putamen_R	32	125.46052525931901	712.7269454336409	125.99351406262548	0.9957697123754994	0.327071625906359	0.7475922877859634
up	passive_before	reg_NAc_R	32	-131.63031405125284	814.2170102030898	143.9345923180103	-0.9145147940560927	0.36750525204091955	0.7840112043539617
up	passive_before	expl_hippocampus_R	32	87.99614515424244	617.0252916465222	109.07569197171576	0.8067438634912404	0.4259604261485064	0.8519208522970128
up	passive_before	reg_vmPFC	32	-96.05137469614927	790.3435834110719	139.71432682431117	-0.6874840746785584	0.4968895083658956	0.9035582039381508
up	passive_before	expl_hypothalamus	32	-130.24194936884672	1199.8053945894153	212.09763265459424	-0.6140660210995784	0.5436522267269644	0.9035582039381508
up	passive_before	reg_mOFC	32	59.22703388818867	614.4402978461783	108.61872531032866	0.5452746174195502	0.5894667471212156	0.9035582039381508
up	passive_before	sensory_S2_operculum_L	32	58.90537607539429	621.3063073536697	109.83247578093828	0.5363202063557367	0.5955652847640542	0.9035582039381508
up	passive_before	sensory_insula_all_L	32	47.25854899479363	546.8240817621663	96.66575408253372	0.4888861566676864	0.628363357049423	0.9035582039381508
up	passive_before	reg_anterior_insula_L	32	-52.86862359490397	642.5521526521943	113.58824610159505	-0.4654409713098085	0.6448690874084961	0.9035582039381508
up	passive_before	reg_pgACC_rACC	32	37.288929468822374	459.792809152299	81.28065332310067	0.4587675903710352	0.6496014954401174	0.9035582039381508
up	passive_before	reg_PAG_sphere	32	206.90833227975313	2981.2746484797967	527.0198801299013	0.39260062111651994	0.6973010861825774	0.9035582039381508
up	passive_before	sensory_posterior_insula_R	32	-47.1779546338507	700.7270456859216	123.8722114413327	-0.38085987232249197	0.7059048468266803	0.9035582039381508
up	passive_before	sensory_posterior_insula_L	32	30.644983699438846	628.76451901152	111.1509137906359	0.27570608872511654	0.7846033990445502	0.9612722818482796
up	passive_before	reg_putamen_L	32	-29.832373724391267	699.9790910306085	123.73999048913473	-0.24108918714528887	0.811073487809486	0.9612722818482796
up	passive_before	reg_caudate_R	32	-21.526981587088898	630.3305240642842	111.4277469886814	-0.1931922897918376	0.8480685991808973	0.9664794870989324
up	passive_before	reg_anterior_insula_R	32	-23.865875007235488	857.1782667509348	151.5291412763293	-0.15750023266952695	0.8758720351834075	0.9664794870989324
up	passive_before	reg_vmPFC_mOFC	32	-11.649626646537818	604.6701231175529	106.89158610933154	-0.1089854409553084	0.9139164583554177	0.9748442222457788
up	passive_before	sensory_insula_all_R	32	-0.4316274849101518	603.0961146633791	106.61333809643374	-0.004048531756127331	0.9967956893088746	0.9998081787993968
up	passive_before	sensory_thalamus_L	32	-0.017580761761081476	410.3499283802471	72.5403042542717	-0.00024235853353270418	0.9998081787993968	0.9998081787993968
