metric	n_runs	run_slope	run_se	run_t	run_p	r2
mean_rating_raw	231	-1.192996397541847	0.4641105162177412	-2.570500680019375	0.010893227024875213	0.695040437442612
mean_rating_z_subject	231	-0.024753233595433254	0.009746728121519747	-2.5396454365830445	0.011868415517604099	0.04906956009599095
