effect	signature	family	behavior	n	pearson_r	pearson_p	spearman_rho	spearman_p	pearson_q_fdr	spearman_q_fdr
regulation_mean_minus_passive_FE	Ceko_MPA2_General	signature	passive_acrossrun_slope_z	33	0.4119235299206034	0.01722273989297876	0.23495989304812837	0.18810253135298047	0.2733930072912752	0.9394202130032977
regulation_mean_minus_passive_FE	Ceko_MPA2_Mechanical	signature	mean_reg_success_z	33	0.011225414041691598	0.9505624366776645	0.02038770053475936	0.9103365440548119	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Ceko_MPA2_Mechanical	signature	reg_success_z_up	33	0.15909613453348126	0.37650760364644836	0.08121657754010696	0.6532096995488069	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Ceko_MPA2_Mechanical	signature	reg_success_z_down	33	-0.15500850826880894	0.38904810547998264	-0.032754010695187165	0.8564062242139914	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Ceko_MPA2_Mechanical	signature	success_asymmetry_z_up_minus_down	33	0.25052191446500227	0.15966825532488554	0.19953208556149735	0.2655930649718847	0.81974300033862	0.9394202130032977
regulation_mean_minus_passive_FE	Ceko_MPA2_Mechanical	signature	task_separation_rating_z_up_minus_down	33	-0.0243538231803842	0.8929855296986339	0.001336898395721925	0.9941086640252161	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Ceko_MPA2_Mechanical	signature	passive_sensory_slope_z	33	0.14650203981489676	0.4159067164094305	-0.07386363636363637	0.6828976306872525	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Ceko_MPA2_Mechanical	signature	passive_withinrun_slope_z	33	0.005691368119516006	0.9749234476317756	0.26303475935828874	0.1391555932761931	0.9968746836054171	0.9394202130032977
regulation_mean_minus_passive_FE	Ceko_MPA2_Mechanical	signature	passive_acrossrun_slope_z	33	0.4331602623593624	0.011801514002221156	0.5063502673796791	0.002641118911159612	0.2733930072912752	0.21128951289276895
regulation_mean_minus_passive_FE	Ceko_MPA2_Thermal	signature	mean_reg_success_z	33	0.025218082151034178	0.8892107398788277	0.1410427807486631	0.43367780657980803	0.9968746836054171	0.96372845906624
regulation_mean_minus_passive_FE	Ceko_MPA2_Thermal	signature	reg_success_z_up	33	0.17578414401474693	0.3278201889188814	0.24231283422459893	0.1742550572140458	0.81974300033862	0.9394202130032977
regulation_mean_minus_passive_FE	Ceko_MPA2_Thermal	signature	reg_success_z_down	33	-0.1503837713692172	0.4035236673895653	-0.08723262032085562	0.6292994586228586	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Ceko_MPA2_Thermal	signature	success_asymmetry_z_up_minus_down	33	0.26086398402224037	0.14256826011567528	0.22025401069518719	0.21807231766523508	0.81974300033862	0.9394202130032977
regulation_mean_minus_passive_FE	Ceko_MPA2_Thermal	signature	task_separation_rating_z_up_minus_down	33	-0.0026919815145219524	0.9881375061002872	0.15173796791443853	0.3992535905264015	0.9968746836054171	0.9394202130032977
regulation_mean_minus_passive_FE	Ceko_MPA2_Thermal	signature	passive_sensory_slope_z	33	0.1836260297299677	0.3063509489870059	0.17179144385026737	0.3390989605625021	0.81974300033862	0.9394202130032977
regulation_mean_minus_passive_FE	Ceko_MPA2_Thermal	signature	passive_withinrun_slope_z	33	-0.009234237616036756	0.9593237208619083	-0.06885026737967914	0.7034135481112493	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Ceko_MPA2_Thermal	signature	passive_acrossrun_slope_z	33	0.4061710486411292	0.01900512667680161	0.21056149732620322	0.23951993116893414	0.2733930072912752	0.9394202130032977
regulation_mean_minus_passive_FE	Coll_painvalue	signature	mean_reg_success_z	33	-0.08542361294351959	0.6364518565494616	-0.09024064171122995	0.6174795492563178	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Coll_painvalue	signature	reg_success_z_up	33	-0.08260387938464184	0.6476647612394394	-0.08155080213903744	0.6518721495502794	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Coll_painvalue	signature	reg_success_z_down	33	-0.04922896707179797	0.7855762603776069	-0.15641711229946526	0.3846996046531259	0.9968746836054171	0.9394202130032977
regulation_mean_minus_passive_FE	Coll_painvalue	signature	success_asymmetry_z_up_minus_down	33	-0.031095309896807408	0.8636084119746417	0.01771390374331551	0.9220573619772838	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Coll_painvalue	signature	task_separation_rating_z_up_minus_down	33	-0.062291358260266216	0.7305652490103222	-0.08088235294117647	0.6545483098680834	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Coll_painvalue	signature	passive_sensory_slope_z	33	0.16929687294894577	0.3462643515658492	0.16009358288770054	0.3734839180157823	0.81974300033862	0.9394202130032977
regulation_mean_minus_passive_FE	Coll_painvalue	signature	passive_withinrun_slope_z	33	-0.16110331523142163	0.37043759695854345	-0.13435828877005349	0.45599421308400123	0.81974300033862	0.9767314390443709
regulation_mean_minus_passive_FE	Coll_painvalue	signature	passive_acrossrun_slope_z	33	-0.35938367254858666	0.03996656675130857	-0.39872994652406424	0.02153555109075742	0.3552583711227429	0.8614220436302967
regulation_mean_minus_passive_FE	Coll_shockintensity	signature	mean_reg_success_z	33	-0.08397995232160156	0.6421830020619858	-0.20721925133689842	0.24723253462821249	0.9968746836054171	0.9394202130032977
regulation_mean_minus_passive_FE	Coll_shockintensity	signature	reg_success_z_up	33	-0.19481286643261805	0.2772957513927965	-0.14171122994652408	0.43147971323820344	0.81974300033862	0.96372845906624
regulation_mean_minus_passive_FE	Coll_shockintensity	signature	reg_success_z_down	33	0.07535171636112645	0.6768498786080581	-0.1985294117647059	0.2680520068083983	0.9968746836054171	0.9394202130032977
regulation_mean_minus_passive_FE	Coll_shockintensity	signature	success_asymmetry_z_up_minus_down	33	-0.21942631893682246	0.21985077071727951	-0.05046791443850268	0.7803099810395576	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Coll_shockintensity	signature	task_separation_rating_z_up_minus_down	33	-0.04968299424904282	0.7836452724150035	-0.15808823529411764	0.37957750603297036	0.9968746836054171	0.9394202130032977
regulation_mean_minus_passive_FE	Coll_shockintensity	signature	passive_sensory_slope_z	33	-0.12447329163662169	0.49009032191578994	0.11864973262032086	0.5107701271230385	0.8910733125741634	0.9941086640252161
regulation_mean_minus_passive_FE	Coll_shockintensity	signature	passive_withinrun_slope_z	33	0.0007092117230491114	0.9968746836054171	-0.017379679144385027	0.9235236467638146	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Coll_shockintensity	signature	passive_acrossrun_slope_z	33	-0.41703716408435954	0.015757422402203444	-0.20287433155080214	0.2575035229850527	0.2733930072912752	0.9394202130032977
regulation_mean_minus_passive_FE	Geuter_cPDM	signature	mean_reg_success_z	33	-0.01926299650361011	0.9152646625458193	-0.15474598930481284	0.38986165929610095	0.9968746836054171	0.9394202130032977
regulation_mean_minus_passive_FE	Geuter_cPDM	signature	reg_success_z_up	33	0.1535306744298689	0.39364074919726216	-0.008689839572192513	0.9617199576740234	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Geuter_cPDM	signature	reg_success_z_down	33	-0.19863080200220226	0.26780268547217595	-0.33890374331550804	0.053691612158174196	0.81974300033862	0.9394202130032977
regulation_mean_minus_passive_FE	Geuter_cPDM	signature	success_asymmetry_z_up_minus_down	33	0.2791825417730906	0.11562353616508807	0.20120320855614976	0.2615277423575991	0.81974300033862	0.9394202130032977
regulation_mean_minus_passive_FE	Geuter_cPDM	signature	task_separation_rating_z_up_minus_down	33	-0.04428490859727578	0.8066823807464227	-0.12232620320855615	0.4976645500887904	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Geuter_cPDM	signature	passive_sensory_slope_z	33	0.22046485392369783	0.21762085631060038	0.18549465240641713	0.30136897535144624	0.81974300033862	0.9394202130032977
regulation_mean_minus_passive_FE	Geuter_cPDM	signature	passive_withinrun_slope_z	33	-0.06414606603972635	0.7228531093378242	-0.304812834224599	0.08456068367432246	0.9968746836054171	0.9394202130032977
regulation_mean_minus_passive_FE	Geuter_cPDM	signature	passive_acrossrun_slope_z	33	0.3803088592694368	0.029017527699085707	0.035093582887700536	0.8462670734185679	0.29017527699085705	0.9941086640252161
regulation_mean_minus_passive_FE	Krishnan_VPS	signature	mean_reg_success_z	33	0.004441196086516451	0.980430592036356	-0.13201871657754014	0.46394743354607615	0.9968746836054171	0.9767314390443709
regulation_mean_minus_passive_FE	Krishnan_VPS	signature	reg_success_z_up	33	0.1472822042603433	0.4134009549114834	-0.05681818181818182	0.7534723249161992	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Krishnan_VPS	signature	reg_success_z_down	33	-0.15319545390786352	0.394686833897547	-0.21925133689839574	0.22022801604325348	0.81974300033862	0.9394202130032977
regulation_mean_minus_passive_FE	Krishnan_VPS	signature	success_asymmetry_z_up_minus_down	33	0.23931871998657825	0.17980362363780045	-0.047459893048128345	0.7931120453812652	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Krishnan_VPS	signature	task_separation_rating_z_up_minus_down	33	-0.029757380288958406	0.8694256791655168	-0.2005347593582888	0.26314893638942444	0.9968746836054171	0.9394202130032977
regulation_mean_minus_passive_FE	Krishnan_VPS	signature	passive_sensory_slope_z	33	0.1830827861257235	0.3078089786224223	-0.0016711229946524066	0.9926358658152478	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Krishnan_VPS	signature	passive_withinrun_slope_z	33	-0.02182803771247002	0.9040302254154643	0.026737967914438505	0.88257823313894	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Krishnan_VPS	signature	passive_acrossrun_slope_z	33	0.39608127793697606	0.022500944280125765	0.03810160427807487	0.8332667138980836	0.2733930072912752	0.9941086640252161
regulation_mean_minus_passive_FE	Krishnan_VPS_no_occipital	signature	mean_reg_success_z	33	0.014537609658092919	0.9360016656587863	-0.06818181818181819	0.7061649594759432	0.9968746836054171	0.9941086640252161
regulation_mean_minus_passive_FE	Krishnan_VPS_no_occipital	signature	reg_success_z_up	33	0.12580849767588412	0.4854100642251094	0.005681818181818182	0.9749655121615297	0.8910733125741634	0.9941086640252161
regulation_mean_minus_passive_FE	Krishnan_VPS_no_occipital	signature	reg_success_z_down	33	-0.11335100080708296	0.5299554788609029	-0.19585561497326204	0.2746816672977247	0.942143073530494	0.9394202130032977
regulation_mean_minus_passive_FE	Krishnan_VPS_no_occipital	signature	success_asymmetry_z_up_minus_down	33	0.19106592392336733	0.2868215672397666	-0.03141711229946524	0.8622102636715578	0.81974300033862	0.9941086640252161
regulation_mean_minus_passive_FE	Krishnan_VPS_no_occipital	signature	task_separation_rating_z_up_minus_down	33	-0.01722417063739043	0.9242059663968869	-0.1129679144385027	0.5313558982647614	0.9968746836054171	0.9941086640252161
