effect	roi	family	behavior	n	pearson_r	pearson_p	spearman_rho	spearman_p	pearson_q_fdr	spearman_q_fdr
stim_down_FE	reg_caudate_R	secondary_subcortical	reg_success_z_down	33	0.16385709533655649	0.3622044345593365	0.10862299465240642	0.5473630062546808	0.724408869118673	0.8641656521004858
stim_down_FE	reg_caudate_R	secondary_subcortical	success_asymmetry_z_up_minus_down	33	-0.26742416390547213	0.13243835064129647	-0.21758021390374332	0.22385304871533357	0.6879819412348254	0.7163297558890674
stim_down_FE	reg_caudate_R	secondary_subcortical	task_separation_rating_z_up_minus_down	33	-0.02790464933935899	0.8774923269391497	-0.052807486631016046	0.7703916380336323	0.9688235033531218	0.8641656521004858
stim_down_FE	reg_caudate_R	secondary_subcortical	passive_sensory_slope_z	33	-0.03305732136350603	0.8550904404925685	0.049799465240641716	0.7831501222160653	0.9688235033531218	0.8641656521004858
stim_down_FE	reg_caudate_R	secondary_subcortical	passive_withinrun_slope_z	33	0.3015997804479303	0.08805811781568472	0.3372326203208556	0.05495885087422206	0.6879819412348254	0.5812472457197627
stim_down_FE	reg_caudate_R	secondary_subcortical	passive_acrossrun_slope_z	33	0.12704524644692128	0.4810955384759608	0.1751336898395722	0.3296416598719488	0.9055916018371027	0.7816413492291977
stim_down_FE	reg_dlPFC_IFJ_L	targeted_regulatory_value	mean_reg_success_z	33	0.26041434599553637	0.14328270251747427	0.2606951871657754	0.1428361607556724	0.6252336109853422	0.7551575784073391
stim_down_FE	reg_dlPFC_IFJ_L	targeted_regulatory_value	reg_success_z_up	33	0.14760823810993956	0.41235631046025756	0.13168449197860962	0.46508956911767874	0.7762001138075436	0.7551575784073391
stim_down_FE	reg_dlPFC_IFJ_L	targeted_regulatory_value	reg_success_z_down	33	0.2635897649749402	0.13829275002273902	0.24398395721925137	0.17121159838825914	0.6252336109853422	0.7551575784073391
stim_down_FE	reg_dlPFC_IFJ_L	targeted_regulatory_value	success_asymmetry_z_up_minus_down	33	-0.07844432086629335	0.6643446662303248	-0.044451871657754015	0.805967340002315	0.873658739152208	0.9322031884364125
stim_down_FE	reg_dlPFC_IFJ_L	targeted_regulatory_value	task_separation_rating_z_up_minus_down	33	0.2697546175306366	0.12897052881285387	0.27974598930481287	0.11485990035268516	0.6252336109853422	0.735103362257185
stim_down_FE	reg_dlPFC_IFJ_L	targeted_regulatory_value	passive_sensory_slope_z	33	-0.09449486205217458	0.600922833153771	-0.02573529411764706	0.8869528699303689	0.8360665504748119	0.9593715713121311
stim_down_FE	reg_dlPFC_IFJ_L	targeted_regulatory_value	passive_withinrun_slope_z	33	0.20907967873803385	0.2429192456446007	0.16677807486631016	0.3535915778619937	0.7066741691479294	0.7551575784073391
stim_down_FE	reg_dlPFC_IFJ_L	targeted_regulatory_value	passive_acrossrun_slope_z	33	0.12492894373463045	0.48849054947758347	0.04879679144385027	0.7874154792984165	0.7900856519315804	0.9322031884364125
stim_down_FE	reg_dlPFC_IFJ_R	targeted_regulatory_value	mean_reg_success_z	33	-0.11865735109031904	0.5107427933393787	-0.10427807486631017	0.5635933499586385	0.7900856519315804	0.8042373365298281
stim_down_FE	reg_dlPFC_IFJ_R	targeted_regulatory_value	reg_success_z_up	33	-0.06065384333636262	0.7373958895529213	-0.1179812834224599	0.5131712360759381	0.9314474394352691	0.7806119056299046
stim_down_FE	reg_dlPFC_IFJ_R	targeted_regulatory_value	reg_success_z_down	33	-0.1272974541741536	0.4802181295197723	-0.13268716577540107	0.4616676236302907	0.7900856519315804	0.7551575784073391
stim_down_FE	reg_dlPFC_IFJ_R	targeted_regulatory_value	success_asymmetry_z_up_minus_down	33	0.046720816929084585	0.7962658031126011	0.008021390374331552	0.9646626688942839	0.9437224333186384	0.9808547396196755
stim_down_FE	reg_dlPFC_IFJ_R	targeted_regulatory_value	task_separation_rating_z_up_minus_down	33	-0.13883175774520373	0.440992091556716	-0.15140374331550802	0.4003050633718558	0.7900856519315804	0.7551575784073391
stim_down_FE	reg_dlPFC_IFJ_R	targeted_regulatory_value	passive_sensory_slope_z	33	-0.13650924238041154	0.4487470163469699	-0.11597593582887701	0.520407937086603	0.7900856519315804	0.7806119056299046
stim_down_FE	reg_dlPFC_IFJ_R	targeted_regulatory_value	passive_withinrun_slope_z	33	-0.04812051660227551	0.7902957761400932	-0.07887700534759359	0.6626020370825527	0.9437224333186384	0.8481306074656675
stim_down_FE	reg_dlPFC_IFJ_R	targeted_regulatory_value	passive_acrossrun_slope_z	33	-0.17080838412698443	0.3419118238791608	-0.16310160427807488	0.36445225131769754	0.7100188323540829	0.7551575784073391
stim_down_FE	reg_mOFC	targeted_regulatory_value	mean_reg_success_z	33	0.11712345543647104	0.5162607707249115	0.15106951871657756	0.4013581166223674	0.7900856519315804	0.7551575784073391
stim_down_FE	reg_mOFC	targeted_regulatory_value	reg_success_z_up	33	-0.09102522925152112	0.6144118073325295	-0.0501336898395722	0.7817297057371496	0.8426219071988977	0.9322031884364125
stim_down_FE	reg_mOFC	targeted_regulatory_value	reg_success_z_down	33	0.29002018085915404	0.10158779343947896	0.3419117647058824	0.051469097911764426	0.6252336109853422	0.4941033399529385
stim_down_FE	reg_mOFC	targeted_regulatory_value	success_asymmetry_z_up_minus_down	33	-0.2969641301419551	0.09329807325379348	-0.3776737967914439	0.03024350793658851	0.6252336109853422	0.4838961269854162
stim_down_FE	reg_mOFC	targeted_regulatory_value	task_separation_rating_z_up_minus_down	33	0.10661457178799473	0.5548380451015151	0.13001336898395724	0.4708224740961786	0.8194531127653146	0.7551575784073391
stim_down_FE	reg_mOFC	targeted_regulatory_value	passive_sensory_slope_z	33	-0.16500367686289324	0.35880882036218575	-0.0912433155080214	0.6135602236770792	0.7100188323540829	0.8180802982361056
stim_down_FE	reg_mOFC	targeted_regulatory_value	passive_withinrun_slope_z	33	0.2894217933630912	0.10232741714046553	0.29745989304812837	0.09272658787187307	0.6252336109853422	0.6847501873615243
stim_down_FE	reg_mOFC	targeted_regulatory_value	passive_acrossrun_slope_z	33	0.02806240205309942	0.8768050009230187	0.13335561497326204	0.4593937749927751	0.9640721874364541	0.7551575784073391
stim_down_FE	reg_pgACC_rACC	targeted_regulatory_value	mean_reg_success_z	33	0.212207062474764	0.23578251566567995	0.016042780748663103	0.929391209708627	0.7066741691479294	0.9593715713121311
stim_down_FE	reg_pgACC_rACC	targeted_regulatory_value	reg_success_z_up	33	0.02805067370839934	0.8768560980982419	-0.031751336898395724	0.8607585785241871	0.9640721874364541	0.9593715713121311
stim_down_FE	reg_pgACC_rACC	targeted_regulatory_value	reg_success_z_down	33	0.3152627325760155	0.07392091455298203	0.10260695187165776	0.5698939278887764	0.6252336109853422	0.8042373365298281
stim_down_FE	reg_pgACC_rACC	targeted_regulatory_value	success_asymmetry_z_up_minus_down	33	-0.21725015792037008	0.22457378049294313	-0.1861631016042781	0.2995993373695546	0.7066741691479294	0.7551575784073391
stim_down_FE	reg_pgACC_rACC	targeted_regulatory_value	task_separation_rating_z_up_minus_down	33	0.19267054232402536	0.28271676637220094	-0.0046791443850267385	0.9793823278219826	0.7100188323540829	0.9808547396196755
stim_down_FE	reg_pgACC_rACC	targeted_regulatory_value	passive_sensory_slope_z	33	-0.3151969979315745	0.07398442385217295	-0.3061497326203209	0.0831373355364988	0.6252336109853422	0.6847501873615243
stim_down_FE	reg_pgACC_rACC	targeted_regulatory_value	passive_withinrun_slope_z	33	0.18382137462364895	0.30582772169987577	0.10394385026737968	0.564850908472895	0.7100188323540829	0.8042373365298281
stim_down_FE	reg_pgACC_rACC	targeted_regulatory_value	passive_acrossrun_slope_z	33	0.16957175454100554	0.34547032113736503	0.09959893048128343	0.5813147111970498	0.7100188323540829	0.8042373365298281
stim_down_FE	reg_putamen_L	secondary_subcortical	mean_reg_success_z	33	-0.03866541717189602	0.8308346811824483	-0.14872994652406418	0.40877363131776545	0.9688235033531218	0.8175472626355309
stim_down_FE	reg_putamen_L	secondary_subcortical	reg_success_z_up	33	0.09795257293002933	0.5876083280882609	0.06383689839572193	0.7241368385900291	0.9688235033531218	0.8641656521004858
stim_down_FE	reg_putamen_L	secondary_subcortical	reg_success_z_down	33	-0.1697088454348498	0.3450747293606052	-0.23128342245989308	0.19530819771687935	0.724408869118673	0.6944291474377933
stim_down_FE	reg_putamen_L	secondary_subcortical	success_asymmetry_z_up_minus_down	33	0.2109168062522392	0.238709610535117	0.1915106951871658	0.28567997875535706	0.6944279579203404	0.7618132766809521
stim_down_FE	reg_putamen_L	secondary_subcortical	task_separation_rating_z_up_minus_down	33	-0.06792660159972586	0.7072164254668492	-0.20487967914438504	0.2527286442903155	0.9688235033531218	0.7352106015718269
stim_down_FE	reg_putamen_L	secondary_subcortical	passive_sensory_slope_z	33	0.020186045277934647	0.9112199014447806	0.05113636363636364	0.7774726241623274	0.9688235033531218	0.8641656521004858
stim_down_FE	reg_putamen_L	secondary_subcortical	passive_withinrun_slope_z	33	-0.24781865984817042	0.16437124698732775	-0.3018048128342246	0.0878316795722999	0.6879819412348254	0.5812472457197627
stim_down_FE	reg_putamen_L	secondary_subcortical	passive_acrossrun_slope_z	33	-0.0009446761856346797	0.9958370592061399	-0.13001336898395724	0.4708224740961786	0.9958370592061399	0.8370177317265397
stim_down_FE	reg_putamen_R	secondary_subcortical	mean_reg_success_z	33	-0.2501935451211035	0.16023431585822356	-0.29913101604278075	0.09081988214371292	0.6879819412348254	0.5812472457197627
stim_down_FE	reg_putamen_R	secondary_subcortical	reg_success_z_up	33	-0.1717570106593918	0.33919724625563763	-0.13703208556149735	0.44699484440963666	0.724408869118673	0.8370177317265397
stim_down_FE	reg_putamen_R	secondary_subcortical	reg_success_z_down	33	-0.22062868622578316	0.21727049693923886	-0.27339572192513373	0.12368730242062967	0.6944279579203404	0.6596656129100249
stim_down_FE	reg_putamen_R	secondary_subcortical	success_asymmetry_z_up_minus_down	33	0.025589828286752513	0.8875878083118068	0.05147058823529412	0.7760550005541944	0.9688235033531218	0.8641656521004858
stim_down_FE	reg_putamen_R	secondary_subcortical	task_separation_rating_z_up_minus_down	33	-0.23219954571866672	0.19349492097229465	-0.24197860962566844	0.17486832800930693	0.6879819412348254	0.6944291474377933
stim_down_FE	reg_putamen_R	secondary_subcortical	passive_sensory_slope_z	33	0.23567633693797468	0.18672034734038656	0.30848930481283426	0.08069095262315354	0.6879819412348254	0.5812472457197627
stim_down_FE	reg_putamen_R	secondary_subcortical	passive_withinrun_slope_z	33	-0.10830492609672898	0.5485436444226935	0.06016042780748663	0.73945799530583	0.9688235033531218	0.8641656521004858
stim_down_FE	reg_putamen_R	secondary_subcortical	passive_acrossrun_slope_z	33	0.03159670374530295	0.8614301633467685	0.02306149732620321	0.8986342479576831	0.9688235033531218	0.8986342479576831
stim_down_FE	reg_vmPFC	targeted_regulatory_value	mean_reg_success_z	33	0.24303170191909979	0.1729411791142199	0.25066844919786097	0.15941611541532075	0.6917647164568796	0.7551575784073391
stim_down_FE	reg_vmPFC	targeted_regulatory_value	reg_success_z_up	33	0.06378597237465253	0.7243483650433203	0.09191176470588236	0.6109531521101034	0.9314474394352691	0.8180802982361056
stim_down_FE	reg_vmPFC	targeted_regulatory_value	reg_success_z_down	33	0.32656926890892235	0.06361261933501905	0.3462566844919786	0.048388666587664	0.6252336109853422	0.4941033399529385
stim_down_FE	reg_vmPFC	targeted_regulatory_value	success_asymmetry_z_up_minus_down	33	-0.19617466146300033	0.2738850512271238	-0.2322860962566845	0.1933242217416976	0.7100188323540829	0.7551575784073391
stim_down_FE	reg_vmPFC	targeted_regulatory_value	task_separation_rating_z_up_minus_down	33	0.2338477787385305	0.19026224228290042	0.22292780748663105	0.2123944192352814	0.694380733566221	0.7551575784073391
stim_down_FE	reg_vmPFC	targeted_regulatory_value	passive_sensory_slope_z	33	-0.2731638633442009	0.12401886312688136	-0.20454545454545456	0.2535203562234606	0.6252336109853422	0.7551575784073391
stim_down_FE	reg_vmPFC	targeted_regulatory_value	passive_withinrun_slope_z	33	0.005130361033605257	0.977394619499126	0.13469251336898397	0.4548640229918324	0.9834072496258284	0.7551575784073391
stim_down_FE	reg_vmPFC	targeted_regulatory_value	passive_acrossrun_slope_z	33	0.02066695650050241	0.909113428436238	0.1483957219251337	0.40983928056969854	0.9697209903319872	0.7551575784073391
stim_down_FE	reg_vmPFC_mOFC	targeted_regulatory_value	mean_reg_success_z	33	0.22063980393623359	0.21724673542565184	0.19953208556149735	0.2655930649718847	0.7066741691479294	0.7551575784073391
stim_down_FE	reg_vmPFC_mOFC	targeted_regulatory_value	reg_success_z_up	33	-0.003765555062580788	0.9834072496258284	0.004344919786096257	0.9808547396196755	0.9834072496258284	0.9808547396196755
stim_down_FE	reg_vmPFC_mOFC	targeted_regulatory_value	reg_success_z_down	33	0.36366202276009074	0.03749257330257682	0.38335561497326204	0.027650990012286478	0.5998811728412291	0.4838961269854162
stim_down_FE	reg_vmPFC_mOFC	targeted_regulatory_value	success_asymmetry_z_up_minus_down	33	-0.280627532419641	0.11367272705833115	-0.3552807486631016	0.04246114129083662	0.6252336109853422	0.4941033399529385
stim_down_FE	reg_vmPFC_mOFC	targeted_regulatory_value	task_separation_rating_z_up_minus_down	33	0.2092210366432159	0.24259358476164034	0.1661096256684492	0.35555163444125915	0.7066741691479294	0.7551575784073391
stim_down_FE	reg_vmPFC_mOFC	targeted_regulatory_value	passive_sensory_slope_z	33	-0.2648920039367481	0.13628360955454596	-0.1607620320855615	0.3714655888832621	0.6252336109853422	0.7551575784073391
stim_down_FE	reg_vmPFC_mOFC	targeted_regulatory_value	passive_withinrun_slope_z	33	0.14999843485654785	0.4047434510070819	0.18549465240641713	0.30136897535144624	0.7762001138075436	0.7551575784073391
stim_down_FE	reg_vmPFC_mOFC	targeted_regulatory_value	passive_acrossrun_slope_z	33	0.027931741963781967	0.8773742785544542	0.12600267379679145	0.48473134590697164	0.9640721874364541	0.76285588864048
stim_down_FE	sensory_S1_L	targeted_sensory	mean_reg_success_z	33	0.2837218614275175	0.10957824083492725	0.36564171122994654	0.03639049841925177	0.6955808869705304	0.6244993941951803
stim_down_FE	sensory_S1_L	targeted_sensory	reg_success_z_up	33	0.03835853934620294	0.832158223191827	0.15608288770053477	0.3857288235217897	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S1_L	targeted_sensory	reg_success_z_down	33	0.4205768217401559	0.014805389678744786	0.3703208556149733	0.03388972198023421	0.6955808869705304	0.6244993941951803
stim_down_FE	sensory_S1_L	targeted_sensory	success_asymmetry_z_up_minus_down	33	-0.2890437307586839	0.1027968080049368	-0.26704545454545453	0.133008309055652	0.6955808869705304	0.9564937092541679
stim_down_FE	sensory_S1_L	targeted_sensory	task_separation_rating_z_up_minus_down	33	0.2828955711938391	0.11066059565440257	0.3068181818181818	0.08243261551187084	0.6955808869705304	0.7254070165044634
stim_down_FE	sensory_S1_L	targeted_sensory	passive_sensory_slope_z	33	-0.012220885601164484	0.9461843740337329	0.1587566844919786	0.3775398845682104	0.9570600564938907	0.9564937092541679
stim_down_FE	sensory_S1_L	targeted_sensory	passive_withinrun_slope_z	33	0.2503155430202307	0.16002384129551797	0.07553475935828878	0.6761073250302029	0.8283587078826813	0.9564937092541679
stim_down_FE	sensory_S1_L	targeted_sensory	passive_acrossrun_slope_z	33	-0.11040233931441869	0.5407803943975487	-0.11831550802139038	0.511969983443831	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S1_R	targeted_sensory	mean_reg_success_z	33	0.13272073150135572	0.4615533015689263	0.0625	0.729696377006099	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S1_R	targeted_sensory	reg_success_z_up	33	-0.08628413235200022	0.6330454920469292	-0.09725935828877007	0.5902672492299021	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S1_R	targeted_sensory	reg_success_z_down	33	0.3102734726820817	0.07886296736954745	0.15073529411764705	0.4024127489932253	0.6955808869705304	0.9564937092541679
stim_down_FE	sensory_S1_R	targeted_sensory	success_asymmetry_z_up_minus_down	33	-0.3084779088978466	0.08070273260030754	-0.3452540106951872	0.0490861304203357	0.6955808869705304	0.6244993941951803
stim_down_FE	sensory_S1_R	targeted_sensory	task_separation_rating_z_up_minus_down	33	0.1115327036522392	0.5366182945918138	-0.018048128342245992	0.9205913289978269	0.9471931465324486	0.9787277439367669
stim_down_FE	sensory_S1_R	targeted_sensory	passive_sensory_slope_z	33	-0.16242911319065628	0.36646007273421793	-0.04712566844919786	0.7945378407598194	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S1_R	targeted_sensory	passive_withinrun_slope_z	33	0.08924642218386467	0.6213760798265904	-0.007352941176470589	0.9676058377556672	0.9471931465324486	0.9787277439367669
stim_down_FE	sensory_S1_R	targeted_sensory	passive_acrossrun_slope_z	33	0.024907362480622815	0.8905675873438671	0.01771390374331551	0.9220573619772838	0.9538918456796868	0.9787277439367669
stim_down_FE	sensory_S2_operculum_L	targeted_sensory	mean_reg_success_z	33	0.3781174562294235	0.03003418195273377	0.3375668449197861	0.05470352555861253	0.6955808869705304	0.6244993941951803
stim_down_FE	sensory_S2_operculum_L	targeted_sensory	reg_success_z_up	33	0.28830107353026097	0.10372360521244126	0.2697192513368984	0.12902264915368578	0.6955808869705304	0.9564937092541679
stim_down_FE	sensory_S2_operculum_L	targeted_sensory	reg_success_z_down	33	0.3021465403229727	0.0874552672215363	0.22426470588235295	0.20959388115596983	0.6955808869705304	0.9564937092541679
stim_down_FE	sensory_S2_operculum_L	targeted_sensory	success_asymmetry_z_up_minus_down	33	0.009077992964503413	0.9600114166064356	0.009358288770053477	0.9587777421568817	0.9600114166064356	0.9787277439367669
stim_down_FE	sensory_S2_operculum_L	targeted_sensory	task_separation_rating_z_up_minus_down	33	0.3869745012366375	0.026096832783320447	0.33489304812834225	0.05677267219956184	0.6955808869705304	0.6244993941951803
stim_down_FE	sensory_S2_operculum_L	targeted_sensory	passive_sensory_slope_z	33	-0.08678608336245654	0.6310619248516081	-0.11831550802139038	0.511969983443831	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S2_operculum_L	targeted_sensory	passive_withinrun_slope_z	33	0.11203319186842879	0.5347803598769076	-0.07486631016042782	0.6788204790669589	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S2_operculum_L	targeted_sensory	passive_acrossrun_slope_z	33	0.018763150581272963	0.9174558438227577	-0.04044117647058824	0.8231850219656422	0.9538918456796868	0.9564937092541679
stim_down_FE	sensory_S2_operculum_R	targeted_sensory	mean_reg_success_z	33	0.08267359876669332	0.6473865849696495	0.09258021390374332	0.608350760958039	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S2_operculum_R	targeted_sensory	reg_success_z_up	33	0.05257779912863861	0.7713638203109062	0.12566844919786097	0.4858998895401718	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S2_operculum_R	targeted_sensory	reg_success_z_down	33	0.07745456411457051	0.6683373739825637	-0.04010695187165776	0.8246236053131015	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S2_operculum_R	targeted_sensory	success_asymmetry_z_up_minus_down	33	-0.015400265720043401	0.932212485550603	0.0645053475935829	0.7213622278574703	0.9538918456796868	0.9564937092541679
stim_down_FE	sensory_S2_operculum_R	targeted_sensory	task_separation_rating_z_up_minus_down	33	0.034157477902420665	0.850321120182539	0.06517379679144385	0.7185910989104528	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S2_operculum_R	targeted_sensory	passive_sensory_slope_z	33	0.12371919751095159	0.49274378383594347	0.09491978609625669	0.5992796260006483	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_S2_operculum_R	targeted_sensory	passive_withinrun_slope_z	33	0.044105399824043864	0.8074513214914848	0.0106951871657754	0.9528949503889094	0.9471931465324486	0.9787277439367669
stim_down_FE	sensory_S2_operculum_R	targeted_sensory	passive_acrossrun_slope_z	33	-0.0381995331325744	0.8328441837793842	0.07854278074866311	0.663947968738732	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_dACC_MCC	targeted_sensory	mean_reg_success_z	33	-0.06667601040542488	0.7123763781734318	-0.10360962566844921	0.566109748438977	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_dACC_MCC	targeted_sensory	reg_success_z_up	33	-0.15477541141479345	0.38977043043204074	-0.13469251336898397	0.4548640229918324	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_dACC_MCC	targeted_sensory	reg_success_z_down	33	0.05993828646233401	0.7403869616702948	-0.04512032085561497	0.8031061703437151	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_dACC_MCC	targeted_sensory	success_asymmetry_z_up_minus_down	33	-0.17438581819631702	0.3317436144366648	-0.1266711229946524	0.48239860854170424	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_dACC_MCC	targeted_sensory	task_separation_rating_z_up_minus_down	33	-0.11495265722011243	0.5241198073173037	-0.18750000000000003	0.2960798714764273	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_dACC_MCC	targeted_sensory	passive_sensory_slope_z	33	-0.10714991546762782	0.5528409497090436	-0.12466577540106953	0.48941419410196607	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_dACC_MCC	targeted_sensory	passive_withinrun_slope_z	33	-0.09220079577689219	0.6098273270556058	-0.01570855614973262	0.9308586828074159	0.9471931465324486	0.9787277439367669
stim_down_FE	sensory_dACC_MCC	targeted_sensory	passive_acrossrun_slope_z	33	-0.1790218559569961	0.31884622309007427	-0.04812834224598931	0.7902624305760928	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_L	targeted_sensory	mean_reg_success_z	33	-0.22485500313492598	0.20836545142655333	-0.2165775401069519	0.22604742780194953	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_L	targeted_sensory	reg_success_z_up	33	-0.20120142222781318	0.2615320659855816	-0.19418449197860962	0.27887878695136586	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_L	targeted_sensory	reg_success_z_down	33	-0.14726286823502366	0.4134629561894821	-0.1504010695187166	0.40346895918794123	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_L	targeted_sensory	success_asymmetry_z_up_minus_down	33	-0.054867169307600015	0.7616892484008443	-0.0661764705882353	0.7144410036926252	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_L	targeted_sensory	task_separation_rating_z_up_minus_down	33	-0.2653882482637123	0.13552364957579177	-0.24030748663101606	0.17795765626557253	0.7453800726668547	0.9564937092541679
stim_down_FE	sensory_insula_all_L	targeted_sensory	passive_sensory_slope_z	33	0.19751891112597353	0.2705451388303695	0.1179812834224599	0.5131712360759381	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_L	targeted_sensory	passive_withinrun_slope_z	33	-0.02686191346581971	0.8820376960232813	-0.018716577540106954	0.9176600372964949	0.9538918456796868	0.9787277439367669
stim_down_FE	sensory_insula_all_L	targeted_sensory	passive_acrossrun_slope_z	33	-0.0822396384509122	0.6491188212412752	-0.03208556149732621	0.8593073405151728	0.9471931465324486	0.9694749482735283
stim_down_FE	sensory_insula_all_R	targeted_sensory	mean_reg_success_z	33	-0.33677701857108033	0.05530842019970748	-0.3252005347593583	0.06479680260966611	0.6955808869705304	0.6335687366278464
stim_down_FE	sensory_insula_all_R	targeted_sensory	reg_success_z_up	33	-0.3463789344652666	0.04830417286016388	-0.42580213903743314	0.01348832329622385	0.6955808869705304	0.6244993941951803
stim_down_FE	sensory_insula_all_R	targeted_sensory	reg_success_z_down	33	-0.1715135134655143	0.33989277748887015	-0.2058823529411765	0.2503633426974544	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_R	targeted_sensory	success_asymmetry_z_up_minus_down	33	-0.15703363940571996	0.38280525115158043	-0.2306149732620321	0.19663870569576514	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_R	targeted_sensory	task_separation_rating_z_up_minus_down	33	-0.31844636088137557	0.07089544524139821	-0.3482620320855615	0.04701747765093277	0.6955808869705304	0.6244993941951803
stim_down_FE	sensory_insula_all_R	targeted_sensory	passive_sensory_slope_z	33	-0.044716277158797675	0.804835305140757	-0.1413770053475936	0.4325779915405583	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_R	targeted_sensory	passive_withinrun_slope_z	33	-0.08625051903757022	0.6331784121336282	-0.18549465240641713	0.30136897535144624	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_insula_all_R	targeted_sensory	passive_acrossrun_slope_z	33	-0.11990265766840363	0.5062846333982697	-0.054144385026737976	0.7647398908495782	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_L	targeted_sensory	mean_reg_success_z	33	-0.049217285543702104	0.7856259587912849	-0.05447860962566846	0.7633288007476038	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_L	targeted_sensory	reg_success_z_up	33	0.05589028246855436	0.7573770360062406	-0.021056149732620322	0.9074091398127873	0.9471931465324486	0.9787277439367669
stim_down_FE	sensory_posterior_insula_L	targeted_sensory	reg_success_z_down	33	-0.14108643279572017	0.4335340759302485	-0.06818181818181819	0.7061649594759432	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_L	targeted_sensory	success_asymmetry_z_up_minus_down	33	0.15411395913340561	0.39182436823396566	0.13636363636363638	0.4492356356420384	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_L	targeted_sensory	task_separation_rating_z_up_minus_down	33	-0.11002878379533733	0.5421592218975612	-0.1109625668449198	0.5387156719824292	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_L	targeted_sensory	passive_sensory_slope_z	33	0.35161104897409273	0.04479694530288626	0.205548128342246	0.2511501380265316	0.6955808869705304	0.9564937092541679
stim_down_FE	sensory_posterior_insula_L	targeted_sensory	passive_withinrun_slope_z	33	0.021436029261622046	0.9057460268446244	-0.007352941176470589	0.9676058377556672	0.9538918456796868	0.9787277439367669
stim_down_FE	sensory_posterior_insula_L	targeted_sensory	passive_acrossrun_slope_z	33	0.09953757420968962	0.5815487223039888	0.14772727272727273	0.4119752829385066	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_R	targeted_sensory	mean_reg_success_z	33	-0.16792591010972746	0.3502410283462889	-0.19752673796791445	0.2705257703839178	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_R	targeted_sensory	reg_success_z_up	33	-0.08732940809381631	0.628917704685121	-0.17914438502673796	0.3185096413213883	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_R	targeted_sensory	reg_success_z_down	33	-0.17852934345016752	0.32020136454584597	-0.24331550802139038	0.17242440870677642	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_R	targeted_sensory	success_asymmetry_z_up_minus_down	33	0.06364137730154432	0.7249490645244817	0.054144385026737976	0.7647398908495782	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_R	targeted_sensory	task_separation_rating_z_up_minus_down	33	-0.15091325756404175	0.40185099596801044	-0.21791443850267384	0.2231248178773673	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_R	targeted_sensory	passive_sensory_slope_z	33	0.07330211623436539	0.6851847851663385	0.03977272727272728	0.8260627489013268	0.9471931465324486	0.9564937092541679
stim_down_FE	sensory_posterior_insula_R	targeted_sensory	passive_withinrun_slope_z	33	-0.1694919127335344	0.34570084056748485	-0.33890374331550804	0.053691612158174196	0.9471931465324486	0.6244993941951803
stim_down_FE	sensory_posterior_insula_R	targeted_sensory	passive_acrossrun_slope_z	33	-0.17379936353958497	0.3333976404639555	-0.04679144385026738	0.7959642889922955	0.9471931465324486	0.9564937092541679
