panel	label	n	estimate	p	q	ci_low	ci_high
A_matched_standardized_metrics	forward_composite	33	-0.545718907902466	0.0010205427250187032			
A_matched_standardized_metrics	reverse_composite	33	0.2648895297114575	0.1362874064569391			
A_matched_standardized_metrics	synchronous_composite	33	0.06354054833733268	0.7253680392715559			
A_matched_standardized_metrics	time_reversed_composite	33	-0.01587383611744056	0.9301329632109335			
B_shared_source_shuffle_null	Observed forward composite	33	-0.545718907902466	0.0013997200559888023		-0.34082385867476744	0.33616468058001536
C_direct_delta_r_tests	forward_minus_reverse_composite	33	-0.8106084376139235	0.0021997800219978004	0.006599340065993401	-1.1783679095930741	-0.31983564326173575
C_direct_delta_r_tests	forward_minus_synchronous_composite	33	-0.6092594562397987	0.046995300469953004	0.046995300469953004	-1.0699726815360282	-0.01121542193778423
C_direct_delta_r_tests	forward_minus_time_reversed_composite	33	-0.5298450717850255	0.025797420257974202	0.038696130386961305	-0.954447847753608	-0.06275223964566785
D_circular_source_shift_null	Observed forward composite	33	-0.545718907902466	0.0013997200559888023		-0.27144304690845006	0.3886054970926244
