quantity	mean	t	p	q_fdr_by_measure
up_minus_passive	-13.843961481775056	-1.2650027919558078	0.2150051625381656	0.3071502321973794
down_minus_passive	-3.3448463412397564	-0.3420373282176707	0.7345590684364918	0.7345590684364918
regulation_mean_minus_passive	-8.594403911507404	-1.0499159771414204	0.301621633509496	0.37702704188687
up_minus_down	-10.4991151405353	-0.8229352865271059	0.4166354853376836	0.4629283170418706
temp_slope_passive	54.31699120541936	10.139090810871847	1.615204744044927e-11	5.38401581348309e-11
