model_name	outcome	coef	est	se	stat	p	ci_lo	ci_hi	n_obs	cluster
A_success_asymmetry_trial_cluster	reg_success_z	is_up	0.04232004718987898	0.08942834489056051	0.47322856351270814	0.6392624827758098	-0.13295950879561963	0.21759960317537758	660	subject
A_success_asymmetry_trial_cluster	reg_success_z	temperature_z_subject	-0.02505608689386054	0.029117484333528877	-0.8605168841804226	0.39590591238354156	-0.08212635618757713	0.03201418239985606	660	subject
A_success_asymmetry_trial_cluster	reg_success_z	trial_in_run_c	-0.02540467158186418	0.009116812771487345	-2.786573797074872	0.008882830867078138	-0.04327362461397938	-0.007535718549748983	660	subject
A_success_asymmetry_trial_cluster	reg_success_z	run_centered_subject	-0.031683179794660475	0.022302212732575193	-1.420629431463686	0.1650958030443705	-0.07539551675050785	0.012029157161186903	660	subject
