comparison	n	r	p	spearman_rho	spearman_p	modality	target	family	quantity	behavior_variable	q_fdr_behavior_corr
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~up_first	33	0.22673303702529463	0.20449022813920065	0.1337245108784795	0.45814146838826175	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	up_first	0.8302220564853061
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~prediction_error_raw_down	33	-0.0913099803039868	0.6133000096678126	-0.10594919786096257	0.5573248802897377	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	prediction_error_raw_down	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~prediction_error_raw_up	33	0.07876365228339291	0.6630583971836995	0.17212566844919788	0.33814585655326235	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	prediction_error_raw_up	0.8360301529707516
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~prediction_error_z_down	33	-0.10406331034254694	0.5644012788853843	-0.1106283422459893	0.5399470067645689	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	prediction_error_z_down	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~prediction_error_z_up	33	0.1136347175630529	0.5289194678350861	0.18181818181818182	0.31121997029175347	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	prediction_error_z_up	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~rating_raw_down	33	0.3023750224169468	0.08720428540582321	0.18482620320855617	0.3031452156624844	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	rating_raw_down	0.5541195349789071
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~rating_raw_up	33	0.45657274113055296	0.007566477463877746	0.37433155080213903	0.03185901986942967	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	rating_raw_up	0.21805851494605305
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~rating_z_subject_down	33	-0.10512295235473584	0.5604201346786013	-0.1002673796791444	0.5787679823624801	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	rating_z_subject_down	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~rating_z_subject_up	33	0.1909956380883684	0.28700223647163925	0.2035427807486631	0.255905333012112	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	rating_z_subject_up	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~reg_success_raw_down	33	0.0913099803039868	0.6133000096678126	0.10594919786096257	0.5573248802897377	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	reg_success_raw_down	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~reg_success_raw_up	33	0.07876365228339291	0.6630583971836995	0.17212566844919788	0.33814585655326235	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	reg_success_raw_up	0.8360301529707516
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~reg_success_z_down	33	0.10406331034254694	0.5644012788853843	0.1106283422459893	0.5399470067645689	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	reg_success_z_down	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~reg_success_z_up	33	0.1136347175630529	0.5289194678350861	0.18181818181818182	0.31121997029175347	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	reg_success_z_up	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~temperature_raw_down	33	0.259192180779648	0.14523782216343553	0.259913730031377	0.14408121278083458	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	temperature_raw_down	0.7019828071232718
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~temperature_raw_up	33	0.24941787497779955	0.1615771804898743	0.24134846360056436	0.1760287489398857	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	temperature_raw_up	0.720882805262516
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~temperature_z_subject_down	33	0.22524551504957877	0.20755551412132653	0.2478961474945151	0.164235072353957	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	temperature_z_subject_down	0.8302220564853061
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~temperature_z_subject_up	33	0.2527377230603362	0.15588606739992839	0.24121891538577558	0.17626798816246106	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	temperature_z_subject_up	0.720882805262516
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~passive_mean_rating_z	33	-0.0896178807008429	0.6199190761438635	-0.14371657754010697	0.4249224051589565	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	passive_mean_rating_z	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~passive_mean_rating_raw	33	0.4445800499298794	0.00953702504627796	0.3094919786096257	0.07965967235063362	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	passive_mean_rating_raw	0.21805851494605305
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~passive_sensory_slope_z	33	0.16958503923257592	0.3454319745892028	0.11597593582887701	0.520407937086603	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	passive_sensory_slope_z	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~passive_withinrun_slope_z	33	0.10584841429670573	0.5577020082896911	0.13636363636363638	0.4492356356420384	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	passive_withinrun_slope_z	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~passive_acrossrun_slope_z	33	-0.0915795033721936	0.6122484474119642	-0.09959893048128343	0.5813147111970498	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	passive_acrossrun_slope_z	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~success_asymmetry_z_up_minus_down	33	0.015045939646856623	0.9337686757270234	0.09893048128342247	0.5838664111786838	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	success_asymmetry_z_up_minus_down	0.97380142532179
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~success_asymmetry_raw_up_minus_down	33	0.001240160180446195	0.9945349556013368	0.15140374331550802	0.4003050633718558	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	success_asymmetry_raw_up_minus_down	0.9945349556013368
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~mean_reg_success_z	33	0.1398139666462536	0.43773458413920446	0.19618983957219252	0.2738471909729176	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	mean_reg_success_z	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~mean_reg_success_raw	33	0.10642147437045824	0.5555592153088479	0.16544117647058826	0.35751819232230664	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	mean_reg_success_raw	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~task_separation_prediction_error_z_up_minus_down	33	0.13981396664625362	0.43773458413920446	0.19618983957219252	0.2738471909729176	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	task_separation_prediction_error_z_up_minus_down	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~task_separation_rating_z_up_minus_down	33	0.17676105651280183	0.3250962247819101	0.2309491978609626	0.19597266517705586	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	task_separation_rating_z_up_minus_down	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:down_minus_passive~task_separation_rating_raw_up_minus_down	33	0.1401523647908085	0.4366153389229343	0.15274064171122995	0.3961086670909032	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	down_minus_passive	task_separation_rating_raw_up_minus_down	0.8324355534692139
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~up_first	33	0.17393383544829857	0.3330179321167914	0.10825317547305482	0.5487358504871245	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	up_first	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~prediction_error_raw_down	33	-0.1090478841292017	0.545787726732892	-0.16009358288770054	0.3734839180157823	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	prediction_error_raw_down	0.7699388334554107
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~prediction_error_raw_up	33	0.054728708294808026	0.762273377250164	0.14237967914438504	0.4292877733384498	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	prediction_error_raw_up	0.9313758753634725
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~prediction_error_z_down	33	-0.13308453084972843	0.46031519621641276	-0.19451871657754014	0.2780360639635026	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	prediction_error_z_down	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~prediction_error_z_up	33	0.08592335028910261	0.6344727519173673	0.14872994652406418	0.40877363131776545	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	prediction_error_z_up	0.8177648802490511
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~rating_raw_down	33	0.3014625847877123	0.08820988669539685	0.19685828877005349	0.27218318421631393	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	rating_raw_down	0.682156457111069
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~rating_raw_up	33	0.45026041328935057	0.008555352580452438	0.36564171122994654	0.03639049841925177	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	rating_raw_up	0.43281858956951635
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~rating_z_subject_down	33	-0.1376364531574385	0.44497408341529887	-0.18983957219251338	0.2899843727812164	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	rating_z_subject_down	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~rating_z_subject_up	33	0.16135457596431776	0.36968183953339073	0.18282085561497327	0.3085135398160817	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	rating_z_subject_up	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~reg_success_raw_down	33	0.1090478841292017	0.545787726732892	0.16009358288770054	0.3734839180157823	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	reg_success_raw_down	0.7699388334554107
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~reg_success_raw_up	33	0.054728708294808026	0.762273377250164	0.14237967914438504	0.4292877733384498	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	reg_success_raw_up	0.9313758753634725
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~reg_success_z_down	33	0.13308453084972843	0.46031519621641276	0.19451871657754014	0.2780360639635026	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	reg_success_z_down	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~reg_success_z_up	33	0.08592335028910261	0.6344727519173673	0.14872994652406418	0.40877363131776545	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	reg_success_z_up	0.8177648802490511
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~temperature_raw_down	33	0.1896130145723983	0.2905711057632912	0.20421793073893907	0.25429778616653653	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	temperature_raw_down	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~temperature_raw_up	33	0.26996326493362105	0.12866335455877462	0.259913730031377	0.14408121278083458	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	temperature_raw_up	0.7106081836856266
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~temperature_z_subject_down	33	0.14138838239515983	0.4325405807341364	0.12135501781112247	0.501109923773537	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	temperature_z_subject_down	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~temperature_z_subject_up	33	0.2653923751672728	0.13551734261352885	0.15562510670050037	0.38714111652170546	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	temperature_z_subject_up	0.7106081836856266
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~passive_mean_rating_z	33	-0.03157471298204646	0.8615256788332097	-0.05748663101604279	0.7506631144505707	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	passive_mean_rating_z	0.9612656613769187
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~passive_mean_rating_raw	33	0.4624536966446837	0.006734502280365934	0.3582887700534759	0.040620404692348296	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	passive_mean_rating_raw	0.43281858956951635
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~passive_sensory_slope_z	33	0.16114909418410706	0.37029983231125435	0.08288770053475936	0.6465326241586704	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	passive_sensory_slope_z	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~passive_withinrun_slope_z	33	0.0973619223901243	0.589873518542763	0.125	0.48824131583041164	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	passive_withinrun_slope_z	0.7878429755739748
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~passive_acrossrun_slope_z	33	-0.1734972677056671	0.33425163652478496	-0.19084224598930483	0.2873967833049059	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	passive_acrossrun_slope_z	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~success_asymmetry_z_up_minus_down	33	-0.03013276292497787	0.8677928381296295	0.030748663101604276	0.8651149570554935	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	success_asymmetry_z_up_minus_down	0.9612656613769187
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~success_asymmetry_raw_up_minus_down	33	-0.033241150756710414	0.8542931613934761	0.07754010695187166	0.6679919373571094	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	success_asymmetry_raw_up_minus_down	0.9612656613769187
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~mean_reg_success_z	33	0.1390993991330633	0.44010314934389366	0.2149064171122995	0.2297370643322871	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	mean_reg_success_z	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~mean_reg_success_raw	33	0.10028166714974894	0.5787136028787001	0.17914438502673796	0.3185096413213883	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	mean_reg_success_raw	0.7878429755739748
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~task_separation_prediction_error_z_up_minus_down	33	0.1390993991330633	0.44010314934389366	0.2149064171122995	0.2297370643322871	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	task_separation_prediction_error_z_up_minus_down	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~task_separation_rating_z_up_minus_down	33	0.17722522845638541	0.32380687688941867	0.24966577540106955	0.16114713227811062	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	task_separation_rating_z_up_minus_down	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_down~task_separation_rating_raw_up_minus_down	33	0.13487483559648844	0.45424812806523224	0.1697860962566845	0.34485193411522974	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_down	task_separation_rating_raw_up_minus_down	0.7408617888526554
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~up_first	33	-0.2388368328176128	0.18070816349497665	-0.24197768635153435	0.1748700242488064	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	up_first	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~prediction_error_raw_down	33	-0.027719765084659228	0.8782979763752914	-0.01838235294117647	0.9191255525351129	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	prediction_error_raw_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~prediction_error_raw_up	33	-0.10105553718217754	0.5757715953444429	-0.12399732620320857	0.4917642698479151	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	prediction_error_raw_up	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~prediction_error_z_down	33	-0.059566993329610345	0.7419404647695578	-0.13268716577540107	0.4616676236302907	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	prediction_error_z_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~prediction_error_z_up	33	-0.12366990917804173	0.4929174711815038	-0.13335561497326204	0.4593937749927751	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	prediction_error_z_up	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~rating_raw_down	33	-0.09771540434621326	0.5885174282077759	0.044451871657754015	0.805967340002315	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	rating_raw_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~rating_raw_up	33	-0.16322273372651658	0.36409129745163976	-0.10394385026737968	0.564850908472895	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	rating_raw_up	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~rating_z_subject_down	33	-0.07032945481310882	0.6973381999891118	-0.13001336898395724	0.4708224740961786	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	rating_z_subject_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~rating_z_subject_up	33	-0.15405871658159778	0.39199618905404926	-0.12566844919786097	0.4858998895401718	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	rating_z_subject_up	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~reg_success_raw_down	33	0.027719765084659228	0.8782979763752914	0.01838235294117647	0.9191255525351129	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	reg_success_raw_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~reg_success_raw_up	33	-0.10105553718217754	0.5757715953444429	-0.12399732620320857	0.4917642698479151	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	reg_success_raw_up	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~reg_success_z_down	33	0.059566993329610345	0.7419404647695578	0.13268716577540107	0.4616676236302907	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	reg_success_z_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~reg_success_z_up	33	-0.12366990917804173	0.4929174711815038	-0.13335561497326204	0.4593937749927751	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	reg_success_z_up	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~temperature_raw_down	33	-0.30232394964523013	0.08726033955463323	-0.27847899646218965	0.11658236355068707	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	temperature_raw_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~temperature_raw_up	33	-0.01293941438341135	0.9430252523540577	0.0	1.0	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	temperature_raw_up	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~temperature_z_subject_down	33	-0.33703931772901324	0.05510695161631177	-0.29802856225979363	0.09207435407433935	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	temperature_z_subject_down	0.9132009124988807
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~temperature_z_subject_up	33	-0.039048765917441094	0.829181966650187	-0.13522092604421254	0.4530802450701761	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	temperature_z_subject_up	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~passive_mean_rating_z	33	0.21250094098098357	0.2351192087366467	0.2092245989304813	0.2425853817223612	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	passive_mean_rating_z	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~passive_mean_rating_raw	33	-0.08262495533820483	0.6475806644784505	0.054812834224598934	0.7619184577700732	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	passive_mean_rating_raw	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~passive_sensory_slope_z	33	-0.07997771753824541	0.6581767757939028	-0.028074866310160432	0.8767506981148385	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	passive_sensory_slope_z	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~passive_withinrun_slope_z	33	-0.060152214825119295	0.739492334511436	-0.03776737967914439	0.8347091249286811	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	passive_withinrun_slope_z	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~passive_acrossrun_slope_z	33	-0.23153029548044796	0.19481840215679808	-0.15274064171122995	0.3961086670909032	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	passive_acrossrun_slope_z	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~success_asymmetry_z_up_minus_down	33	-0.14824766185365154	0.4103118600230618	-0.143048128342246	0.42710199975129104	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	success_asymmetry_z_up_minus_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~success_asymmetry_raw_up_minus_down	33	-0.10993365712036446	0.5425106092097999	-0.14605614973262032	0.4173426623454898	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	success_asymmetry_raw_up_minus_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~mean_reg_success_z	33	-0.046112021555860035	0.7988660123463379	-0.03676470588235294	0.8390395131748796	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	mean_reg_success_z	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~mean_reg_success_raw	33	-0.05287665359420628	0.7700989469569416	-0.04946524064171123	0.7845712261751205	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	mean_reg_success_raw	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~task_separation_prediction_error_z_up_minus_down	33	-0.046112021555860055	0.7988660123463379	-0.03676470588235294	0.8390395131748796	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	task_separation_prediction_error_z_up_minus_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~task_separation_rating_z_up_minus_down	33	-0.053952857525043335	0.765548851547064	-0.0768716577540107	0.6706930244559344	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	task_separation_rating_z_up_minus_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_passive~task_separation_rating_raw_up_minus_down	33	-0.06071435256639582	0.7371431298200838	-0.06417112299465241	0.7227491000021531	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_passive	task_separation_rating_raw_up_minus_down	0.9680613210006256
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~up_first	33	0.28488336778133166	0.10807026163919232	0.26108118790560286	0.14222407145358174	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	up_first	0.5969595404831576
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~prediction_error_raw_down	33	0.1459049927802888	0.41783007841583114	0.33121657754010697	0.05971826228568384	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	prediction_error_raw_down	0.8900051989984568
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~prediction_error_raw_up	33	-0.17538571545974355	0.3289351728283711	-0.008021390374331552	0.9646626688942839	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	prediction_error_raw_up	0.8873600011183964
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~prediction_error_z_down	33	0.09485463724033318	0.599531434946162	0.25066844919786097	0.15941611541532075	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	prediction_error_z_down	0.9150742954441421
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~prediction_error_z_up	33	-0.12319325668359181	0.4945987565522421	0.016042780748663103	0.929391209708627	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	prediction_error_z_up	0.8900051989984568
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~rating_raw_down	33	0.32683478912819314	0.06338488056723783	0.30514705882352944	0.08420310247157904	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	rating_raw_down	0.4901764097199725
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~rating_raw_up	33	0.2141831222120482	0.23134656666200246	0.27774064171123	0.11759500229988346	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	rating_raw_up	0.8525965674689314
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~rating_z_subject_down	33	0.004843089788462563	0.9786600976605243	0.16677807486631016	0.3535915778619937	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	rating_z_subject_down	0.9847372196611401
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~rating_z_subject_up	33	-0.07061472267858862	0.6961686472499129	0.024064171122994655	0.8942511515271847	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	rating_z_subject_up	0.9162038426446425
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~reg_success_raw_down	33	-0.1459049927802888	0.41783007841583114	-0.33121657754010697	0.05971826228568384	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	reg_success_raw_down	0.8900051989984568
EC_lite_directed_lagged:NAc_to_vmPFC_value:ec_up~reg_success_raw_up	33	-0.17538571545974355	0.3289351728283711	-0.008021390374331552	0.9646626688942839	EC_lite_directed_lagged	NAc_to_vmPFC_value	value_regulation	ec_up	reg_success_raw_up	0.8873600011183964
