subject	pathway	source_roi	target_roi	source_safe	target_safe	quantity	ec_beta	target_pathway	target_family
sub-27	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	up_minus_passive	0.4429800671932984	NAc_to_vmPFC_value	value_regulation
sub-28	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	up_minus_passive	-0.4025447470124042	NAc_to_vmPFC_value	value_regulation
sub-28	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	up_minus_passive	0.314224868671387	NAc_to_vmPFC_value	value_regulation
sub-28	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	up_minus_passive	-0.0416654502985503	NAc_to_vmPFC_value	value_regulation
sub-28	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	up_minus_passive	-0.2484394582487054	NAc_to_vmPFC_value	value_regulation
sub-28	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	up_minus_passive	0.937331735103734	NAc_to_vmPFC_value	value_regulation
sub-28	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	up_minus_passive	0.6233007784208633	NAc_to_vmPFC_value	value_regulation
sub-29	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	up_minus_passive	-0.0808135079317735	NAc_to_vmPFC_value	value_regulation
sub-29	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	up_minus_passive	-0.7756516361391212	NAc_to_vmPFC_value	value_regulation
sub-29	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	up_minus_passive	-1.314453815167376	NAc_to_vmPFC_value	value_regulation
sub-29	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	up_minus_passive	0.7984248469688076	NAc_to_vmPFC_value	value_regulation
sub-29	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	up_minus_passive	0.518976933428415	NAc_to_vmPFC_value	value_regulation
sub-29	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	up_minus_passive	0.6587674324117659	NAc_to_vmPFC_value	value_regulation
sub-30	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	up_minus_passive	0.3317168166001534	NAc_to_vmPFC_value	value_regulation
sub-30	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	up_minus_passive	-0.456592524911653	NAc_to_vmPFC_value	value_regulation
sub-30	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	up_minus_passive	-0.2482889860577951	NAc_to_vmPFC_value	value_regulation
sub-30	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	up_minus_passive	-0.3132523875323788	NAc_to_vmPFC_value	value_regulation
sub-30	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	up_minus_passive	-1.0282031643585892	NAc_to_vmPFC_value	value_regulation
sub-30	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	up_minus_passive	-0.8882711712405783	NAc_to_vmPFC_value	value_regulation
sub-31	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	up_minus_passive	-0.5343036147488927	NAc_to_vmPFC_value	value_regulation
sub-31	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	up_minus_passive	-0.6007869874309398	NAc_to_vmPFC_value	value_regulation
sub-31	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	up_minus_passive	-0.944484757582066	NAc_to_vmPFC_value	value_regulation
sub-31	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	up_minus_passive	-0.320732989729305	NAc_to_vmPFC_value	value_regulation
sub-31	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	up_minus_passive	-0.3118772487889991	NAc_to_vmPFC_value	value_regulation
sub-31	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	up_minus_passive	-0.4077660238436895	NAc_to_vmPFC_value	value_regulation
sub-32	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	up_minus_passive	-0.1447334433795469	NAc_to_vmPFC_value	value_regulation
sub-32	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	up_minus_passive	-0.2238115230406644	NAc_to_vmPFC_value	value_regulation
sub-32	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	up_minus_passive	-0.3012667135434441	NAc_to_vmPFC_value	value_regulation
sub-32	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	up_minus_passive	0.4776038323919486	NAc_to_vmPFC_value	value_regulation
sub-32	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	up_minus_passive	-0.2770317299967673	NAc_to_vmPFC_value	value_regulation
sub-32	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	up_minus_passive	-0.1137087395577634	NAc_to_vmPFC_value	value_regulation
sub-33	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	up_minus_passive	-0.3840225182906958	NAc_to_vmPFC_value	value_regulation
sub-33	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	up_minus_passive	0.5494133025645286	NAc_to_vmPFC_value	value_regulation
sub-33	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	up_minus_passive	0.5464437204809589	NAc_to_vmPFC_value	value_regulation
sub-33	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	up_minus_passive	-0.3604900360903003	NAc_to_vmPFC_value	value_regulation
sub-33	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	up_minus_passive	0.0152855598193258	NAc_to_vmPFC_value	value_regulation
sub-33	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	up_minus_passive	0.2534981151222664	NAc_to_vmPFC_value	value_regulation
sub-01	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.4129667964382332	NAc_to_vmPFC_value	value_regulation
sub-01	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.0881704370602385	NAc_to_vmPFC_value	value_regulation
sub-01	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.0454100941354556	NAc_to_vmPFC_value	value_regulation
sub-01	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	0.5446843824676184	NAc_to_vmPFC_value	value_regulation
sub-01	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	0.405220520767268	NAc_to_vmPFC_value	value_regulation
sub-01	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	0.4353152658671035	NAc_to_vmPFC_value	value_regulation
sub-02	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.4046316499625524	NAc_to_vmPFC_value	value_regulation
sub-02	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.2088412886638335	NAc_to_vmPFC_value	value_regulation
sub-02	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	0.1031259903810876	NAc_to_vmPFC_value	value_regulation
sub-02	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	0.3512910775376113	NAc_to_vmPFC_value	value_regulation
sub-02	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	-0.3018454859097543	NAc_to_vmPFC_value	value_regulation
sub-02	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.0008198136696232	NAc_to_vmPFC_value	value_regulation
sub-03	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-0.3086250578308599	NAc_to_vmPFC_value	value_regulation
sub-03	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.1771873900924654	NAc_to_vmPFC_value	value_regulation
sub-03	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.2582894857388003	NAc_to_vmPFC_value	value_regulation
sub-03	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.1540346699270715	NAc_to_vmPFC_value	value_regulation
sub-03	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	0.9226763105887178	NAc_to_vmPFC_value	value_regulation
sub-03	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	0.8811861438995965	NAc_to_vmPFC_value	value_regulation
sub-04	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-0.7269522752532467	NAc_to_vmPFC_value	value_regulation
sub-04	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.0373445099870751	NAc_to_vmPFC_value	value_regulation
sub-04	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.2150824774466189	NAc_to_vmPFC_value	value_regulation
sub-04	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.6908797757167754	NAc_to_vmPFC_value	value_regulation
sub-04	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	-0.0136287761382001	NAc_to_vmPFC_value	value_regulation
sub-04	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.3473939845467149	NAc_to_vmPFC_value	value_regulation
sub-05	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-0.0843377716935683	NAc_to_vmPFC_value	value_regulation
sub-05	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	0.1976822818647709	NAc_to_vmPFC_value	value_regulation
sub-05	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	0.073857511139456	NAc_to_vmPFC_value	value_regulation
sub-05	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.7361832838072877	NAc_to_vmPFC_value	value_regulation
sub-05	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	-0.2264033413365832	NAc_to_vmPFC_value	value_regulation
sub-05	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.6098890262832165	NAc_to_vmPFC_value	value_regulation
sub-06	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.0512540634935321	NAc_to_vmPFC_value	value_regulation
sub-06	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	0.2232712899883068	NAc_to_vmPFC_value	value_regulation
sub-06	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	0.1307821062206996	NAc_to_vmPFC_value	value_regulation
sub-06	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	0.4935728817316688	NAc_to_vmPFC_value	value_regulation
sub-06	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	0.0285867401048998	NAc_to_vmPFC_value	value_regulation
sub-06	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	0.1928489209510407	NAc_to_vmPFC_value	value_regulation
sub-07	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.9915456199633916	NAc_to_vmPFC_value	value_regulation
sub-07	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	1.0756069196161573	NAc_to_vmPFC_value	value_regulation
sub-07	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	1.502707572688748	NAc_to_vmPFC_value	value_regulation
sub-07	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	1.0558575325724626	NAc_to_vmPFC_value	value_regulation
sub-07	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	1.0851504590893113	NAc_to_vmPFC_value	value_regulation
sub-07	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	1.2768588200575006	NAc_to_vmPFC_value	value_regulation
sub-08	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.0817309032093465	NAc_to_vmPFC_value	value_regulation
sub-08	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.6481181219975912	NAc_to_vmPFC_value	value_regulation
sub-08	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.7516898960552163	NAc_to_vmPFC_value	value_regulation
sub-08	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.128585013693522	NAc_to_vmPFC_value	value_regulation
sub-08	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	-0.1853309882023133	NAc_to_vmPFC_value	value_regulation
sub-08	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.1952985161095314	NAc_to_vmPFC_value	value_regulation
sub-09	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.388304891866327	NAc_to_vmPFC_value	value_regulation
sub-09	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	0.0183267419963842	NAc_to_vmPFC_value	value_regulation
sub-09	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	0.3246168326101736	NAc_to_vmPFC_value	value_regulation
sub-09	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.3194128251676081	NAc_to_vmPFC_value	value_regulation
sub-09	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	-0.1812731603865322	NAc_to_vmPFC_value	value_regulation
sub-09	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.2351676339014533	NAc_to_vmPFC_value	value_regulation
sub-10	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-1.2875980930760749	NAc_to_vmPFC_value	value_regulation
sub-10	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.3721586649314699	NAc_to_vmPFC_value	value_regulation
sub-10	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.893470175765033	NAc_to_vmPFC_value	value_regulation
sub-10	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-1.2181517097548626	NAc_to_vmPFC_value	value_regulation
sub-10	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	0.2032274748789888	NAc_to_vmPFC_value	value_regulation
sub-10	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.3995060131517132	NAc_to_vmPFC_value	value_regulation
sub-11	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-0.2404374217995628	NAc_to_vmPFC_value	value_regulation
sub-11	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.0262198768485612	NAc_to_vmPFC_value	value_regulation
sub-11	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.2034922499350939	NAc_to_vmPFC_value	value_regulation
sub-11	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.2566761420930104	NAc_to_vmPFC_value	value_regulation
sub-11	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	0.0132248035657952	NAc_to_vmPFC_value	value_regulation
sub-11	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.1973991884006611	NAc_to_vmPFC_value	value_regulation
sub-12	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.859242017526753	NAc_to_vmPFC_value	value_regulation
sub-12	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.3451928701538105	NAc_to_vmPFC_value	value_regulation
sub-12	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.0138612469775569	NAc_to_vmPFC_value	value_regulation
sub-12	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	0.5403358804970391	NAc_to_vmPFC_value	value_regulation
sub-12	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	-0.533369534523082	NAc_to_vmPFC_value	value_regulation
sub-12	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.3267493869646249	NAc_to_vmPFC_value	value_regulation
sub-13	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-0.3834242110982534	NAc_to_vmPFC_value	value_regulation
sub-13	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.2752748556315373	NAc_to_vmPFC_value	value_regulation
sub-13	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.416506003725222	NAc_to_vmPFC_value	value_regulation
sub-13	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.5104185309848359	NAc_to_vmPFC_value	value_regulation
sub-13	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	-0.8241481201171446	NAc_to_vmPFC_value	value_regulation
sub-13	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.8381012656948776	NAc_to_vmPFC_value	value_regulation
sub-14	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.0695994382000135	NAc_to_vmPFC_value	value_regulation
sub-14	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.676421531576782	NAc_to_vmPFC_value	value_regulation
sub-14	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.030540882915261	NAc_to_vmPFC_value	value_regulation
sub-14	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	0.437921145809599	NAc_to_vmPFC_value	value_regulation
sub-14	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	0.5421432708405949	NAc_to_vmPFC_value	value_regulation
sub-14	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	0.4247238479353867	NAc_to_vmPFC_value	value_regulation
sub-15	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.5753255483595744	NAc_to_vmPFC_value	value_regulation
sub-15	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	0.1150511310155242	NAc_to_vmPFC_value	value_regulation
sub-15	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	0.3064023411925293	NAc_to_vmPFC_value	value_regulation
sub-15	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	0.4024781144757638	NAc_to_vmPFC_value	value_regulation
sub-15	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	0.2386726457500247	NAc_to_vmPFC_value	value_regulation
sub-15	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	0.1906010817586064	NAc_to_vmPFC_value	value_regulation
sub-16	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	0.88593309680748	NAc_to_vmPFC_value	value_regulation
sub-16	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	0.3873779620130986	NAc_to_vmPFC_value	value_regulation
sub-16	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	0.7851247529259544	NAc_to_vmPFC_value	value_regulation
sub-16	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.4443335270660999	NAc_to_vmPFC_value	value_regulation
sub-16	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	0.1910542749646273	NAc_to_vmPFC_value	value_regulation
sub-16	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.3103082249202767	NAc_to_vmPFC_value	value_regulation
sub-17	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-0.5059700668185766	NAc_to_vmPFC_value	value_regulation
sub-17	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	1.0832508312081517	NAc_to_vmPFC_value	value_regulation
sub-17	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	0.5676478573493434	NAc_to_vmPFC_value	value_regulation
sub-17	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.1251030807480607	NAc_to_vmPFC_value	value_regulation
sub-17	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	0.9223157436980254	NAc_to_vmPFC_value	value_regulation
sub-17	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	0.7633431945560389	NAc_to_vmPFC_value	value_regulation
sub-18	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-0.3659767019910457	NAc_to_vmPFC_value	value_regulation
sub-18	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.166354115715806	NAc_to_vmPFC_value	value_regulation
sub-18	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.2370194767187705	NAc_to_vmPFC_value	value_regulation
sub-18	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.3730467571610438	NAc_to_vmPFC_value	value_regulation
sub-18	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	-0.4916869722351089	NAc_to_vmPFC_value	value_regulation
sub-18	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-0.4739110771481098	NAc_to_vmPFC_value	value_regulation
sub-19	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-0.5728032182002489	NAc_to_vmPFC_value	value_regulation
sub-19	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	-0.7738090920126394	NAc_to_vmPFC_value	value_regulation
sub-19	NAc_vmPFC	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	down_minus_passive	-0.7225102910347574	NAc_to_vmPFC_value	value_regulation
sub-19	NAc_vmPFC	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	down_minus_passive	-0.5030633329737797	NAc_to_vmPFC_value	value_regulation
sub-19	NAc_vmPFC	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	down_minus_passive	-1.4300091629504064	NAc_to_vmPFC_value	value_regulation
sub-19	NAc_vmPFC	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	down_minus_passive	-1.1257147661415998	NAc_to_vmPFC_value	value_regulation
sub-20	NAc_vmPFC	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	down_minus_passive	-0.5670816920787505	NAc_to_vmPFC_value	value_regulation
sub-20	NAc_vmPFC	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	down_minus_passive	0.0619420752649899	NAc_to_vmPFC_value	value_regulation
