subject	modality	target	family	quantity	score
sub-22	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	1074.540540972032
sub-22	ROI_activity	descending_PAG	descending	up_minus_down	-2852.024260518737
sub-22	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	4.439155149222877
sub-22	ROI_activity	salience_aINS	salience	up_minus_down	1006.9271212516
sub-22	ROI_activity	salience_dACC_MCC	salience	up_minus_down	-125.26256243883648
sub-22	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	17.852312626534847
sub-22	ROI_activity	value_NAc	value	up_minus_down	-946.1485857895177
sub-22	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	-47.03174174818054
sub-23	ROI_activity	control_SMA_preSMA	control	up_minus_down	441.501015555157
sub-23	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	-20.111469506357253
sub-23	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	-323.0189900049028
sub-23	ROI_activity	descending_PAG	descending	up_minus_down	-1634.2556683861042
sub-23	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	926.2160428206794
sub-23	ROI_activity	salience_aINS	salience	up_minus_down	698.1425822538931
sub-23	ROI_activity	salience_dACC_MCC	salience	up_minus_down	349.8771318002163
sub-23	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	345.19156275347353
sub-23	ROI_activity	value_NAc	value	up_minus_down	495.50689737592575
sub-23	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	620.1430698344802
sub-24	ROI_activity	control_SMA_preSMA	control	up_minus_down	87.32235335108902
sub-24	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	447.2243814202579
sub-24	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	201.75325951180577
sub-24	ROI_activity	descending_PAG	descending	up_minus_down	7943.834296048257
sub-24	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	-156.05349080851823
sub-24	ROI_activity	salience_aINS	salience	up_minus_down	-723.0725944243582
sub-24	ROI_activity	salience_dACC_MCC	salience	up_minus_down	152.96394794241968
sub-24	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	346.7034489905213
sub-24	ROI_activity	value_NAc	value	up_minus_down	260.05552904895757
sub-24	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	259.56832306265625
sub-25	ROI_activity	control_SMA_preSMA	control	up_minus_down	310.22475960927454
sub-25	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	520.1538773313833
sub-25	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	281.82040368200694
sub-25	ROI_activity	descending_PAG	descending	up_minus_down	-5781.267748201241
sub-25	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	-435.1248501985164
sub-25	ROI_activity	salience_aINS	salience	up_minus_down	-200.79142621575647
sub-25	ROI_activity	salience_dACC_MCC	salience	up_minus_down	-749.8935370385791
sub-25	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	-727.5291501786784
sub-25	ROI_activity	value_NAc	value	up_minus_down	-738.4813440047988
sub-25	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	-795.8558560063763
sub-26	ROI_activity	control_SMA_preSMA	control	up_minus_down	132.9120061673789
sub-26	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	202.26659085361263
sub-26	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	9.33780153986389
sub-26	ROI_activity	descending_PAG	descending	up_minus_down	259.9857464106974
sub-26	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	-90.83142309038902
sub-26	ROI_activity	salience_aINS	salience	up_minus_down	252.87821254616603
sub-26	ROI_activity	salience_dACC_MCC	salience	up_minus_down	401.50056460848657
sub-26	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	635.6641091160967
sub-26	ROI_activity	value_NAc	value	up_minus_down	-293.6130241123055
sub-26	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	-233.15907134176067
sub-27	ROI_activity	control_SMA_preSMA	control	up_minus_down	285.0179898427048
sub-27	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	-99.49055197971563
sub-27	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	193.97906021243037
sub-27	ROI_activity	descending_PAG	descending	up_minus_down	1231.057908598269
sub-27	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	97.74563480920492
sub-27	ROI_activity	salience_aINS	salience	up_minus_down	-154.1259303047359
sub-27	ROI_activity	salience_dACC_MCC	salience	up_minus_down	259.1839318362104
sub-27	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	197.3815212289805
sub-27	ROI_activity	value_NAc	value	up_minus_down	-957.5611819274725
sub-27	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	-276.8965142693898
sub-28	ROI_activity	control_SMA_preSMA	control	up_minus_down	-531.6112436812377
sub-28	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	-228.79546543890524
sub-28	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	-736.9696113089444
sub-28	ROI_activity	descending_PAG	descending	up_minus_down	-863.0671686914746
sub-28	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	-224.9174455437037
sub-28	ROI_activity	salience_aINS	salience	up_minus_down	-794.5626412326906
sub-28	ROI_activity	salience_dACC_MCC	salience	up_minus_down	-347.4775590026853
sub-28	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	-283.44695988815363
sub-28	ROI_activity	value_NAc	value	up_minus_down	-415.67022569024755
sub-28	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	294.8396512031373
sub-29	ROI_activity	control_SMA_preSMA	control	up_minus_down	7.862363474216316
sub-29	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	-408.4594272747137
sub-29	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	-53.76155336615915
sub-29	ROI_activity	descending_PAG	descending	up_minus_down	3851.1372138298857
sub-29	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	-352.9005850355113
sub-29	ROI_activity	salience_aINS	salience	up_minus_down	-689.6264139766787
sub-29	ROI_activity	salience_dACC_MCC	salience	up_minus_down	-52.14666458930924
sub-29	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	554.4135869509761
sub-29	ROI_activity	value_NAc	value	up_minus_down	-1309.6014295427474
sub-29	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	173.26609449492562
sub-30	ROI_activity	control_SMA_preSMA	control	up_minus_down	308.1042861689893
sub-30	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	472.7581437174295
sub-30	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	-251.90889664780295
sub-30	ROI_activity	descending_PAG	descending	up_minus_down	-1690.6150561615832
sub-30	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	-50.87426356788996
sub-30	ROI_activity	salience_aINS	salience	up_minus_down	62.05568926012029
sub-30	ROI_activity	salience_dACC_MCC	salience	up_minus_down	59.22115258506449
sub-30	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	229.63167914203845
sub-30	ROI_activity	value_NAc	value	up_minus_down	-688.6289000741124
sub-30	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	188.41417665851802
sub-31	ROI_activity	control_SMA_preSMA	control	up_minus_down	14.209945174333114
sub-31	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	407.5712578343307
sub-31	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	27.235961861334545
sub-31	ROI_activity	descending_PAG	descending	up_minus_down	-1929.848307629688
sub-31	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	181.35952579164731
sub-31	ROI_activity	salience_aINS	salience	up_minus_down	851.3937703856299
sub-31	ROI_activity	salience_dACC_MCC	salience	up_minus_down	26.56441879661338
sub-31	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	65.24504091274734
sub-31	ROI_activity	value_NAc	value	up_minus_down	670.9451105009941
sub-31	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	-79.8553446746958
sub-32	ROI_activity	control_SMA_preSMA	control	up_minus_down	44.16325117852992
sub-32	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	547.1562935036052
sub-32	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	329.68848633359767
sub-32	ROI_activity	descending_PAG	descending	up_minus_down	-1053.6125925722845
sub-32	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	117.03396797629466
sub-32	ROI_activity	salience_aINS	salience	up_minus_down	149.42910231442994
sub-32	ROI_activity	salience_dACC_MCC	salience	up_minus_down	238.53071813113968
sub-32	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	162.7406526709744
sub-32	ROI_activity	value_NAc	value	up_minus_down	-605.7930220105309
sub-32	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	-3.187906361485734
sub-33	ROI_activity	control_SMA_preSMA	control	up_minus_down	-725.1894920672491
sub-33	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_down	-787.7176172585116
sub-33	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_down	-1708.992478538648
sub-33	ROI_activity	descending_PAG	descending	up_minus_down	3186.701987878541
sub-33	ROI_activity	descending_pgACC_rACC	descending	up_minus_down	-804.9600113729994
sub-33	ROI_activity	salience_aINS	salience	up_minus_down	-2147.1860288586645
sub-33	ROI_activity	salience_dACC_MCC	salience	up_minus_down	-668.6480133328354
sub-33	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_down	-646.388928688012
sub-33	ROI_activity	value_NAc	value	up_minus_down	-1343.999662162178
sub-33	ROI_activity	value_vmPFC_mOFC	value	up_minus_down	-463.12140023461825
sub-01	ROI_activity	control_SMA_preSMA	control	up_minus_passive	488.9304271341838
sub-01	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	1418.5365914830743
sub-01	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-162.71239494255005
sub-01	ROI_activity	descending_PAG	descending	up_minus_passive	109.61754101009296
sub-01	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	-90.5023012134335
sub-01	ROI_activity	salience_aINS	salience	up_minus_passive	80.72801142578132
sub-01	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	892.4508291926331
sub-01	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	460.4216487457381
sub-01	ROI_activity	value_NAc	value	up_minus_passive	-514.8131506570272
sub-01	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	-323.75038007499944
sub-02	ROI_activity	control_SMA_preSMA	control	up_minus_passive	1637.2802629999824
sub-02	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	2965.2655132678865
sub-02	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	1878.138596226372
sub-02	ROI_activity	descending_PAG	descending	up_minus_passive	-988.1732848389416
sub-02	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	636.0981906309752
sub-02	ROI_activity	salience_aINS	salience	up_minus_passive	261.04410889547
sub-02	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	1658.3791223879548
sub-02	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	859.4616618557108
sub-02	ROI_activity	value_NAc	value	up_minus_passive	-611.0982927177395
sub-02	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	126.00253894691228
sub-03	ROI_activity	control_SMA_preSMA	control	up_minus_passive	173.73282520452574
sub-03	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	929.2074175522524
sub-03	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	281.3307707912076
sub-03	ROI_activity	descending_PAG	descending	up_minus_passive	-677.3073579446291
sub-03	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	-893.3800195390493
sub-03	ROI_activity	salience_aINS	salience	up_minus_passive	252.67417285720376
sub-03	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	31.37034404423739
sub-03	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-106.59187535267499
sub-03	ROI_activity	value_NAc	value	up_minus_passive	-1511.8798100248491
sub-03	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	238.88925830952576
sub-04	ROI_activity	control_SMA_preSMA	control	up_minus_passive	372.2060662442401
sub-04	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	-522.8065397907134
sub-04	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-501.2609492577525
sub-04	ROI_activity	descending_PAG	descending	up_minus_passive	-198.7009693188354
sub-04	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	353.03411930382487
sub-04	ROI_activity	salience_aINS	salience	up_minus_passive	-1007.7119539601534
sub-04	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	-247.0456081654905
sub-04	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-355.4636111144343
sub-04	ROI_activity	value_NAc	value	up_minus_passive	-294.82440097701993
sub-04	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	1786.5700751323031
sub-05	ROI_activity	control_SMA_preSMA	control	up_minus_passive	812.6274963866075
sub-05	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	595.141402839378
sub-05	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	242.9120393082904
sub-05	ROI_activity	descending_PAG	descending	up_minus_passive	864.4607504044031
sub-05	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	333.2383643571854
sub-05	ROI_activity	salience_aINS	salience	up_minus_passive	560.3920190547819
sub-05	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	465.465826974278
sub-05	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	508.35082027165794
sub-05	ROI_activity	value_NAc	value	up_minus_passive	1040.2608602584457
sub-05	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	-6.365099843365688
sub-06	ROI_activity	control_SMA_preSMA	control	up_minus_passive	25.943445494368405
sub-06	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	144.34265413128915
sub-06	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-629.2871876997852
sub-06	ROI_activity	descending_PAG	descending	up_minus_passive	2421.99372732788
sub-06	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	404.7997481408916
sub-06	ROI_activity	salience_aINS	salience	up_minus_passive	-375.50640926494896
sub-06	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	395.20892728771815
sub-06	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-362.6130095376332
sub-06	ROI_activity	value_NAc	value	up_minus_passive	307.8389097581553
sub-06	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	-10.085568101493607
sub-07	ROI_activity	control_SMA_preSMA	control	up_minus_passive	-258.8398046056332
sub-07	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	-477.2894222059749
sub-07	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-612.2668920891308
sub-07	ROI_activity	descending_PAG	descending	up_minus_passive	-4361.072407413274
sub-07	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	-299.9276352860305
sub-07	ROI_activity	salience_aINS	salience	up_minus_passive	-741.6951729181619
sub-07	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	-73.10409815280818
sub-07	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	258.69599854317573
sub-07	ROI_activity	value_NAc	value	up_minus_passive	656.5259789196577
sub-07	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	-303.10417125595364
sub-08	ROI_activity	control_SMA_preSMA	control	up_minus_passive	305.6695060527497
sub-08	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	146.54811361422583
sub-08	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-734.9113929432364
sub-08	ROI_activity	descending_PAG	descending	up_minus_passive	-924.7066063058963
sub-08	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	-82.02596423359981
sub-08	ROI_activity	salience_aINS	salience	up_minus_passive	224.70751323081453
sub-08	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	-152.9795668731868
sub-08	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	208.34850468693577
sub-08	ROI_activity	value_NAc	value	up_minus_passive	-161.35830428119849
sub-08	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	56.70794264902842
sub-09	ROI_activity	control_SMA_preSMA	control	up_minus_passive	399.11058108013134
sub-09	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	1072.6040607932746
sub-09	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	358.0541719680303
sub-09	ROI_activity	descending_PAG	descending	up_minus_passive	-726.0861288492631
sub-09	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	62.19719734444939
sub-09	ROI_activity	salience_aINS	salience	up_minus_passive	-327.51265886747046
sub-09	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	120.19929523885196
sub-09	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-39.48933520611509
sub-09	ROI_activity	value_NAc	value	up_minus_passive	-1130.9160270589964
sub-09	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	134.174520935349
sub-10	ROI_activity	control_SMA_preSMA	control	up_minus_passive	-274.659981582823
sub-10	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	-538.2113211612382
sub-10	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-284.63420118233967
sub-10	ROI_activity	descending_PAG	descending	up_minus_passive	-5118.0688332192185
sub-10	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	-34.32665161820262
sub-10	ROI_activity	salience_aINS	salience	up_minus_passive	-564.6830523003287
sub-10	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	-621.5008710160424
sub-10	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-275.05283069833865
sub-10	ROI_activity	value_NAc	value	up_minus_passive	423.41648538558854
sub-10	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	1052.3621242423567
sub-11	ROI_activity	control_SMA_preSMA	control	up_minus_passive	510.27455583802384
sub-11	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	565.4669878676208
sub-11	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	116.17838963126712
sub-11	ROI_activity	descending_PAG	descending	up_minus_passive	446.70469029105067
sub-11	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	547.4363147386758
sub-11	ROI_activity	salience_aINS	salience	up_minus_passive	283.3389344225924
sub-11	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	392.70557930922223
sub-11	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-90.64693543201619
sub-11	ROI_activity	value_NAc	value	up_minus_passive	624.8352039192232
sub-11	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	592.7130548731117
sub-12	ROI_activity	control_SMA_preSMA	control	up_minus_passive	475.64852462044826
sub-12	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	598.76368682023
sub-12	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	558.5977751833865
sub-12	ROI_activity	descending_PAG	descending	up_minus_passive	-54.72303046003799
sub-12	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	332.17328286646847
sub-12	ROI_activity	salience_aINS	salience	up_minus_passive	1419.197232871361
sub-12	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	360.3667144767527
sub-12	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-389.29751465929064
sub-12	ROI_activity	value_NAc	value	up_minus_passive	-48.02259240484086
sub-12	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	120.00610512748737
sub-13	ROI_activity	control_SMA_preSMA	control	up_minus_passive	405.34727534600586
sub-13	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	336.6838983377756
sub-13	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	269.44266207395185
sub-13	ROI_activity	descending_PAG	descending	up_minus_passive	-404.0739869000147
sub-13	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	-176.55532211140277
sub-13	ROI_activity	salience_aINS	salience	up_minus_passive	-115.67017697107843
sub-13	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	85.66881200005608
sub-13	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	199.5716104992991
sub-13	ROI_activity	value_NAc	value	up_minus_passive	-798.7961688336406
sub-13	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	-118.76556917726568
sub-14	ROI_activity	control_SMA_preSMA	control	up_minus_passive	323.7690116966854
sub-14	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	105.87858449883942
sub-14	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-280.6818624749246
sub-14	ROI_activity	descending_PAG	descending	up_minus_passive	-580.973769734876
sub-14	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	-99.2386701537183
sub-14	ROI_activity	salience_aINS	salience	up_minus_passive	237.44866588593257
sub-14	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	351.77381448402167
sub-14	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	516.849834839822
sub-14	ROI_activity	value_NAc	value	up_minus_passive	-1000.5183864376941
sub-14	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	-100.52372301982722
sub-15	ROI_activity	control_SMA_preSMA	control	up_minus_passive	-55.296119508498975
sub-15	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	-2.4293782091432945
sub-15	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-436.1458965481939
sub-15	ROI_activity	descending_PAG	descending	up_minus_passive	17.923614722968978
sub-15	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	-599.7577182760086
sub-15	ROI_activity	salience_aINS	salience	up_minus_passive	-209.0382458580441
sub-15	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	-101.71539213378752
sub-15	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-22.531464968366254
sub-15	ROI_activity	value_NAc	value	up_minus_passive	98.6784971709459
sub-15	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	-152.72257298877378
sub-16	ROI_activity	control_SMA_preSMA	control	up_minus_passive	-276.14659833962975
sub-16	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	857.3129938371854
sub-16	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-481.1192035962638
sub-16	ROI_activity	descending_PAG	descending	up_minus_passive	-229.714695853478
sub-16	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	607.4485183793417
sub-16	ROI_activity	salience_aINS	salience	up_minus_passive	88.31277706546268
sub-16	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	323.3719176558551
sub-16	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-403.6253634728733
sub-16	ROI_activity	value_NAc	value	up_minus_passive	8.343021671288938
sub-16	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	326.6419316781633
sub-17	ROI_activity	control_SMA_preSMA	control	up_minus_passive	-659.9467695793448
sub-17	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	-103.20775763012868
sub-17	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-637.1551771975768
sub-17	ROI_activity	descending_PAG	descending	up_minus_passive	1310.0491495791046
sub-17	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	551.8188782771509
sub-17	ROI_activity	salience_aINS	salience	up_minus_passive	-215.2502201963203
sub-17	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	228.45805635972107
sub-17	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	14.242622753135256
sub-17	ROI_activity	value_NAc	value	up_minus_passive	493.6508124959586
sub-17	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	720.0711301677233
sub-18	ROI_activity	control_SMA_preSMA	control	up_minus_passive	-254.327552695855
sub-18	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	-554.1176073542356
sub-18	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-417.8155078326997
sub-18	ROI_activity	descending_PAG	descending	up_minus_passive	-1093.633349936231
sub-18	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	137.83170480492208
sub-18	ROI_activity	salience_aINS	salience	up_minus_passive	137.04533034844548
sub-18	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	-243.3680861336187
sub-18	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-314.2823411330819
sub-18	ROI_activity	value_NAc	value	up_minus_passive	202.56954387673875
sub-18	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	141.46100647328535
sub-19	ROI_activity	control_SMA_preSMA	control	up_minus_passive	-264.70504214996214
sub-19	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	484.4019375864215
sub-19	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	324.20224571202067
sub-19	ROI_activity	descending_PAG	descending	up_minus_passive	-1160.573767482309
sub-19	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	-324.0630195669387
sub-19	ROI_activity	salience_aINS	salience	up_minus_passive	-509.86167035730864
sub-19	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	126.63584391197224
sub-19	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	1.30814082319194
sub-19	ROI_activity	value_NAc	value	up_minus_passive	-349.2088445852288
sub-19	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	-707.9665829457489
sub-20	ROI_activity	control_SMA_preSMA	control	up_minus_passive	-79.69811711293369
sub-20	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	127.4333451056312
sub-20	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	76.92609083019022
sub-20	ROI_activity	descending_PAG	descending	up_minus_passive	-396.0382848310857
sub-20	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	47.488073189146405
sub-20	ROI_activity	salience_aINS	salience	up_minus_passive	312.1823468255793
sub-20	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	3.921194406774077
sub-20	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	-181.542017095281
sub-20	ROI_activity	value_NAc	value	up_minus_passive	621.0504087919112
sub-20	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	11.47635404016044
sub-21	ROI_activity	control_SMA_preSMA	control	up_minus_passive	-105.2773252518968
sub-21	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	113.05927171707596
sub-21	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-669.6094163404439
sub-21	ROI_activity	descending_PAG	descending	up_minus_passive	-968.4331031207984
sub-21	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	293.55934163577894
sub-21	ROI_activity	salience_aINS	salience	up_minus_passive	448.20375906506064
sub-21	ROI_activity	salience_dACC_MCC	salience	up_minus_passive	42.743083691794766
sub-21	ROI_activity	sensory_S1_S2_thalamus	sensory	up_minus_passive	114.21153404229325
sub-21	ROI_activity	value_NAc	value	up_minus_passive	-150.7679378542052
sub-21	ROI_activity	value_vmPFC_mOFC	value	up_minus_passive	10.62588330380492
sub-22	ROI_activity	control_SMA_preSMA	control	up_minus_passive	760.9665480744848
sub-22	ROI_activity	control_dlPFC_IFJ_L	control	up_minus_passive	-21.9983298919812
sub-22	ROI_activity	control_dlPFC_IFJ_R	control	up_minus_passive	-770.6636646500208
sub-22	ROI_activity	descending_PAG	descending	up_minus_passive	289.1399039614075
sub-22	ROI_activity	descending_pgACC_rACC	descending	up_minus_passive	178.31434911432774
