subject	modality	target	family	quantity	score
sub-25	ROI_activity	value_NAc	value	regulation_mean_minus_passive	-16.463940997963668
sub-25	ROI_activity	value_vmPFC_mOFC	value	regulation_mean_minus_passive	-209.89175871675766
sub-26	ROI_activity	control_SMA_preSMA	control	regulation_mean_minus_passive	339.09512073097846
sub-26	ROI_activity	control_dlPFC_IFJ_L	control	regulation_mean_minus_passive	369.9859206469812
sub-26	ROI_activity	control_dlPFC_IFJ_R	control	regulation_mean_minus_passive	256.1699932226559
sub-26	ROI_activity	descending_PAG	descending	regulation_mean_minus_passive	758.0538169648826
sub-26	ROI_activity	descending_pgACC_rACC	descending	regulation_mean_minus_passive	-29.15072800984127
sub-26	ROI_activity	salience_aINS	salience	regulation_mean_minus_passive	181.7869376355055
sub-26	ROI_activity	salience_dACC_MCC	salience	regulation_mean_minus_passive	267.2293908297877
sub-26	ROI_activity	sensory_S1_S2_thalamus	sensory	regulation_mean_minus_passive	41.23482028140847
sub-26	ROI_activity	value_NAc	value	regulation_mean_minus_passive	113.79447481007446
sub-26	ROI_activity	value_vmPFC_mOFC	value	regulation_mean_minus_passive	-180.54105210425112
sub-27	ROI_activity	control_SMA_preSMA	control	regulation_mean_minus_passive	176.58615475932163
sub-27	ROI_activity	control_dlPFC_IFJ_L	control	regulation_mean_minus_passive	-205.9937276635402
sub-27	ROI_activity	control_dlPFC_IFJ_R	control	regulation_mean_minus_passive	-640.5541968460111
sub-27	ROI_activity	descending_PAG	descending	regulation_mean_minus_passive	-324.72130886587405
sub-27	ROI_activity	descending_pgACC_rACC	descending	regulation_mean_minus_passive	28.83522345942552
sub-27	ROI_activity	salience_aINS	salience	regulation_mean_minus_passive	93.2735661060849
sub-27	ROI_activity	salience_dACC_MCC	salience	regulation_mean_minus_passive	53.24651736838402
sub-27	ROI_activity	sensory_S1_S2_thalamus	sensory	regulation_mean_minus_passive	-67.87449083635099
sub-27	ROI_activity	value_NAc	value	regulation_mean_minus_passive	49.69563794772654
sub-27	ROI_activity	value_vmPFC_mOFC	value	regulation_mean_minus_passive	166.84824580152016
sub-28	ROI_activity	control_SMA_preSMA	control	regulation_mean_minus_passive	351.86489768404687
sub-28	ROI_activity	control_dlPFC_IFJ_L	control	regulation_mean_minus_passive	467.5535726300699
sub-28	ROI_activity	control_dlPFC_IFJ_R	control	regulation_mean_minus_passive	210.1006407668126
sub-28	ROI_activity	descending_PAG	descending	regulation_mean_minus_passive	525.8038004380261
sub-28	ROI_activity	descending_pgACC_rACC	descending	regulation_mean_minus_passive	-203.13792550620613
sub-28	ROI_activity	salience_aINS	salience	regulation_mean_minus_passive	-141.8304032623306
sub-28	ROI_activity	salience_dACC_MCC	salience	regulation_mean_minus_passive	11.768362566027548
sub-28	ROI_activity	sensory_S1_S2_thalamus	sensory	regulation_mean_minus_passive	-220.46518786906478
sub-28	ROI_activity	value_NAc	value	regulation_mean_minus_passive	-263.17259930150135
sub-28	ROI_activity	value_vmPFC_mOFC	value	regulation_mean_minus_passive	76.46844594517243
sub-29	ROI_activity	control_SMA_preSMA	control	regulation_mean_minus_passive	656.0574966662882
sub-29	ROI_activity	control_dlPFC_IFJ_L	control	regulation_mean_minus_passive	-13.995745960071872
sub-29	ROI_activity	control_dlPFC_IFJ_R	control	regulation_mean_minus_passive	273.7695729169596
sub-29	ROI_activity	descending_PAG	descending	regulation_mean_minus_passive	1532.9414861045016
sub-29	ROI_activity	descending_pgACC_rACC	descending	regulation_mean_minus_passive	-217.61719308290705
sub-29	ROI_activity	salience_aINS	salience	regulation_mean_minus_passive	459.47961075605457
sub-29	ROI_activity	salience_dACC_MCC	salience	regulation_mean_minus_passive	210.24201665256237
sub-29	ROI_activity	sensory_S1_S2_thalamus	sensory	regulation_mean_minus_passive	217.03159790885243
sub-29	ROI_activity	value_NAc	value	regulation_mean_minus_passive	-491.74065604869475
sub-29	ROI_activity	value_vmPFC_mOFC	value	regulation_mean_minus_passive	-589.1651494293245
sub-30	ROI_activity	control_SMA_preSMA	control	regulation_mean_minus_passive	177.20586298565027
sub-30	ROI_activity	control_dlPFC_IFJ_L	control	regulation_mean_minus_passive	352.6102674599737
sub-30	ROI_activity	control_dlPFC_IFJ_R	control	regulation_mean_minus_passive	507.9587417487268
sub-30	ROI_activity	descending_PAG	descending	regulation_mean_minus_passive	-437.5492708875997
sub-30	ROI_activity	descending_pgACC_rACC	descending	regulation_mean_minus_passive	117.4475411136075
sub-30	ROI_activity	salience_aINS	salience	regulation_mean_minus_passive	175.097730315116
sub-30	ROI_activity	salience_dACC_MCC	salience	regulation_mean_minus_passive	201.81576391624435
sub-30	ROI_activity	sensory_S1_S2_thalamus	sensory	regulation_mean_minus_passive	-166.54174154493168
sub-30	ROI_activity	value_NAc	value	regulation_mean_minus_passive	148.15341498098093
sub-30	ROI_activity	value_vmPFC_mOFC	value	regulation_mean_minus_passive	-221.04799394948472
sub-31	ROI_activity	control_SMA_preSMA	control	regulation_mean_minus_passive	-198.50919248756776
sub-31	ROI_activity	control_dlPFC_IFJ_L	control	regulation_mean_minus_passive	474.8101423313726
sub-31	ROI_activity	control_dlPFC_IFJ_R	control	regulation_mean_minus_passive	576.4538417659036
sub-31	ROI_activity	descending_PAG	descending	regulation_mean_minus_passive	-568.2100075471265
sub-31	ROI_activity	descending_pgACC_rACC	descending	regulation_mean_minus_passive	-29.565218462039667
sub-31	ROI_activity	salience_aINS	salience	regulation_mean_minus_passive	-336.501654712653
sub-31	ROI_activity	salience_dACC_MCC	salience	regulation_mean_minus_passive	-9.023027454734631
sub-31	ROI_activity	sensory_S1_S2_thalamus	sensory	regulation_mean_minus_passive	-118.04705211535669
sub-31	ROI_activity	value_NAc	value	regulation_mean_minus_passive	-242.6794175830633
sub-31	ROI_activity	value_vmPFC_mOFC	value	regulation_mean_minus_passive	-24.489235499838212
sub-32	ROI_activity	control_SMA_preSMA	control	regulation_mean_minus_passive	484.3533587634749
sub-32	ROI_activity	control_dlPFC_IFJ_L	control	regulation_mean_minus_passive	888.1068504362221
sub-32	ROI_activity	control_dlPFC_IFJ_R	control	regulation_mean_minus_passive	221.74480486131824
sub-32	ROI_activity	descending_PAG	descending	regulation_mean_minus_passive	140.42462824848502
sub-32	ROI_activity	descending_pgACC_rACC	descending	regulation_mean_minus_passive	0.3279711011112738
sub-32	ROI_activity	salience_aINS	salience	regulation_mean_minus_passive	-222.16017257949687
sub-32	ROI_activity	salience_dACC_MCC	salience	regulation_mean_minus_passive	195.73909226873923
sub-32	ROI_activity	sensory_S1_S2_thalamus	sensory	regulation_mean_minus_passive	65.23441455367083
sub-32	ROI_activity	value_NAc	value	regulation_mean_minus_passive	110.48900603510343
sub-32	ROI_activity	value_vmPFC_mOFC	value	regulation_mean_minus_passive	148.2102760487655
sub-33	ROI_activity	control_SMA_preSMA	control	regulation_mean_minus_passive	-158.51560049158306
sub-33	ROI_activity	control_dlPFC_IFJ_L	control	regulation_mean_minus_passive	20.883670494152422
sub-33	ROI_activity	control_dlPFC_IFJ_R	control	regulation_mean_minus_passive	-352.59259955224616
sub-33	ROI_activity	descending_PAG	descending	regulation_mean_minus_passive	-1836.5369630995
sub-33	ROI_activity	descending_pgACC_rACC	descending	regulation_mean_minus_passive	-278.9260774036088
sub-33	ROI_activity	salience_aINS	salience	regulation_mean_minus_passive	-52.91304849280945
sub-33	ROI_activity	salience_dACC_MCC	salience	regulation_mean_minus_passive	-64.64067131944694
sub-33	ROI_activity	sensory_S1_S2_thalamus	sensory	regulation_mean_minus_passive	-86.11137672136047
sub-33	ROI_activity	value_NAc	value	regulation_mean_minus_passive	-203.98204256373916
sub-33	ROI_activity	value_vmPFC_mOFC	value	regulation_mean_minus_passive	-465.1748955420733
sub-01	FC_beta_series	NAc_vmPFC_value	value_regulation	down_minus_passive	-0.7777898206519809
sub-01	FC_beta_series	NAc_vmPFC_value	value_regulation	regulation_mean_minus_passive	-0.26741682518229853
sub-01	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_down	1.0207459909393648
sub-01	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_passive	0.2429561702873838
sub-01	FC_beta_series	NAc_vmPFC_value	value_regulation	z_down	-0.4156598478944937
sub-01	FC_beta_series	NAc_vmPFC_value	value_regulation	z_passive	0.3621299727574873
sub-01	FC_beta_series	NAc_vmPFC_value	value_regulation	z_up	0.6050861430448711
sub-01	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	down_minus_passive	-0.10941693409776522
sub-01	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	regulation_mean_minus_passive	0.05047996361071012
sub-01	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_down	0.3197937954169508
sub-01	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_passive	0.21037686131918554
sub-01	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_down	0.16386765211660456
sub-01	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_passive	0.2732845862143698
sub-01	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_up	0.4836614475335554
sub-01	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	down_minus_passive	-0.07955516982254683
sub-01	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	regulation_mean_minus_passive	-0.06116876063471003
sub-01	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_down	0.036772818375673734
sub-01	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_passive	-0.04278235144687314
sub-01	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_down	-0.2958813719537646
sub-01	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_passive	-0.21632620213121775
sub-01	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_up	-0.2591085535780909
sub-01	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	down_minus_passive	0.3913681587909488
sub-01	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	regulation_mean_minus_passive	0.107347744240112
sub-01	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_down	-0.5680408291016735
sub-01	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_passive	-0.1766726703107247
sub-01	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_down	0.2786149392900001
sub-01	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_passive	-0.1127532195009486
sub-01	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_up	-0.2894258898116734
sub-01	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	down_minus_passive	-0.2815739018432818
sub-01	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	regulation_mean_minus_passive	-0.0590239372553286
sub-01	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_down	0.4450999291759063
sub-01	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_passive	0.16352602733262456
sub-01	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_down	-0.31824182449137656
sub-01	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_passive	-0.03666792264809478
sub-01	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_up	0.12685810468452977
sub-02	FC_beta_series	NAc_vmPFC_value	value_regulation	down_minus_passive	0.2885136021873455
sub-02	FC_beta_series	NAc_vmPFC_value	value_regulation	regulation_mean_minus_passive	0.1342673161130197
sub-02	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_down	-0.30849257214865144
sub-02	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_passive	-0.01997896996130594
sub-02	FC_beta_series	NAc_vmPFC_value	value_regulation	z_down	0.6279058313105458
sub-02	FC_beta_series	NAc_vmPFC_value	value_regulation	z_passive	0.33939222912320016
sub-02	FC_beta_series	NAc_vmPFC_value	value_regulation	z_up	0.3194132591618942
sub-02	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	down_minus_passive	-0.1937675330232069
sub-02	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	regulation_mean_minus_passive	-0.005485810290385906
sub-02	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_down	0.37656344546564197
sub-02	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_passive	0.18279591244243507
sub-02	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_down	0.19632719969245538
sub-02	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_passive	0.3900947327156623
sub-02	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_up	0.5728906451580974
sub-02	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	down_minus_passive	0.533333788322717
sub-02	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	regulation_mean_minus_passive	0.7783706067926651
sub-02	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_down	0.4900736369398962
sub-02	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_passive	1.0234074252626133
sub-02	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_down	0.5616634578613661
sub-02	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_passive	0.028329669538649
sub-02	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_up	1.0517370948012623
sub-02	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	down_minus_passive	-0.3168827773523747
sub-02	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	regulation_mean_minus_passive	-0.1060517154494981
sub-02	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_down	0.4216621238057531
sub-02	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_passive	0.1047793464533784
sub-02	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_down	-0.5115372949379569
sub-02	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_passive	-0.1946545175855821
sub-02	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_up	-0.0898751711322037
sub-02	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	down_minus_passive	-0.13218691804843619
sub-02	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	regulation_mean_minus_passive	-0.004644356889120639
sub-02	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_down	0.2550851223186311
sub-02	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_passive	0.12289820427019493
sub-02	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_down	0.0643635282277221
sub-02	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_passive	0.19655044627615834
sub-02	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_up	0.31944865054635324
sub-03	FC_beta_series	NAc_vmPFC_value	value_regulation	down_minus_passive	0.042358850768061625
sub-03	FC_beta_series	NAc_vmPFC_value	value_regulation	regulation_mean_minus_passive	0.06718711422495545
sub-03	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_down	0.049656526913787656
sub-03	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_passive	0.09201537768184925
sub-03	FC_beta_series	NAc_vmPFC_value	value_regulation	z_down	0.1384082776424256
sub-03	FC_beta_series	NAc_vmPFC_value	value_regulation	z_passive	0.09604942687436403
sub-03	FC_beta_series	NAc_vmPFC_value	value_regulation	z_up	0.18806480455621336
sub-03	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	down_minus_passive	0.5814586232421449
sub-03	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	regulation_mean_minus_passive	0.20968120906046708
sub-03	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_down	-0.7435548283633554
sub-03	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_passive	-0.1620962051212106
sub-03	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_down	1.1264187190568773
sub-03	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_passive	0.5449600958147326
sub-03	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_up	0.38286389069352195
sub-03	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	down_minus_passive	-0.16977823066443917
sub-03	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	regulation_mean_minus_passive	0.10825745411420042
sub-03	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_down	0.5560713695572793
sub-03	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_passive	0.3862931388928401
sub-03	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_down	-0.24689559049432064
sub-03	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_passive	-0.0771173598298814
sub-03	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_up	0.3091757790629586
sub-03	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	down_minus_passive	-0.2541754230300725
sub-03	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	regulation_mean_minus_passive	-0.2153461770008679
sub-03	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_down	0.0776584920584092
sub-03	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_passive	-0.1765169309716633
sub-03	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_down	-0.187682217505865
sub-03	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_passive	0.0664932055242074
sub-03	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_up	-0.1100237254474558
sub-03	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	down_minus_passive	-0.15694126299733735
sub-03	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	regulation_mean_minus_passive	0.12882373472731412
sub-03	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_down	0.5715299954493029
sub-03	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_passive	0.4145887324519656
sub-03	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_down	-0.036346139324817055
sub-03	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_passive	0.12059512367252026
sub-03	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_up	0.5351838561244858
sub-04	FC_beta_series	NAc_vmPFC_value	value_regulation	down_minus_passive	0.400774386326293
sub-04	FC_beta_series	NAc_vmPFC_value	value_regulation	regulation_mean_minus_passive	0.14924475725051997
sub-04	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_down	-0.5030592581515461
sub-04	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_passive	-0.10228487182525305
sub-04	FC_beta_series	NAc_vmPFC_value	value_regulation	z_down	0.39393175920604434
sub-04	FC_beta_series	NAc_vmPFC_value	value_regulation	z_passive	-0.006842627120248583
sub-04	FC_beta_series	NAc_vmPFC_value	value_regulation	z_up	-0.10912749894550167
sub-04	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	down_minus_passive	0.03319453855595906
sub-04	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	regulation_mean_minus_passive	-0.1588111063685028
sub-04	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_down	-0.38401128984892363
sub-04	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_passive	-0.3508167512929646
sub-04	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_down	0.5185527517176908
sub-04	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_passive	0.4853582131617317
sub-04	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_up	0.13454146186876714
sub-04	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	down_minus_passive	0.13716086103541625
sub-04	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	regulation_mean_minus_passive	-0.004005361205635599
sub-04	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_down	-0.2823324444821038
sub-04	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_passive	-0.14517158344668749
sub-04	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_down	-0.0366721865714119
sub-04	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_passive	-0.17383304760682816
sub-04	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_up	-0.31900463105351573
sub-04	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	down_minus_passive	-0.0217574907091067
sub-04	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	regulation_mean_minus_passive	-0.052333705951993
sub-04	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_down	-0.0611524304857726
sub-04	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_passive	-0.0829099211948793
sub-04	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_down	-0.0635176033848615
sub-04	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_passive	-0.0417601126757548
sub-04	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_up	-0.1246700338706342
sub-04	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	down_minus_passive	0.0450958969486611
sub-04	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	regulation_mean_minus_passive	0.12561470522549661
sub-04	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_down	0.16103761655367105
sub-04	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_passive	0.2061335135023321
sub-04	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_down	0.03821207746021757
sub-04	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_passive	-0.006883819488443521
sub-04	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_up	0.19924969401388862
sub-05	FC_beta_series	NAc_vmPFC_value	value_regulation	down_minus_passive	0.44633655357540464
sub-05	FC_beta_series	NAc_vmPFC_value	value_regulation	regulation_mean_minus_passive	0.308222823981188
sub-05	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_down	-0.2762274591884331
sub-05	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_passive	0.1701090943869715
sub-05	FC_beta_series	NAc_vmPFC_value	value_regulation	z_down	0.586720298719004
sub-05	FC_beta_series	NAc_vmPFC_value	value_regulation	z_passive	0.14038374514359922
sub-05	FC_beta_series	NAc_vmPFC_value	value_regulation	z_up	0.3104928395305708
sub-05	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	down_minus_passive	-0.1183915461502168
sub-05	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	regulation_mean_minus_passive	0.15107207099711165
sub-05	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_down	0.5389272342946568
sub-05	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_passive	0.42053568814444015
sub-05	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_down	0.31251734815551063
sub-05	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_passive	0.4309088943057274
sub-05	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_up	0.8514445824501675
sub-05	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	down_minus_passive	-0.3813929386642858
sub-05	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	regulation_mean_minus_passive	-0.08529717100062252
sub-05	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_down	0.5921915353273265
sub-05	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	up_minus_passive	0.21079859666304057
sub-05	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_down	-0.09741736871198674
sub-05	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_passive	0.28397556995229906
sub-05	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	z_up	0.49477416661533963
sub-05	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	down_minus_passive	-0.4117078353482388
sub-05	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	regulation_mean_minus_passive	-0.0950085573851861
sub-05	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_down	0.6333985559261053
sub-05	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	up_minus_passive	0.2216907205778665
sub-05	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_down	-0.4264948254584979
sub-05	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_passive	-0.014786990110259
sub-05	FC_beta_series	pgACC_rACC_PAG_descending	descending_modulation	z_up	0.2069037304676074
sub-05	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	down_minus_passive	0.08590645522130054
sub-05	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	regulation_mean_minus_passive	0.12343133747497889
sub-05	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_down	0.07504976450735672
sub-05	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	up_minus_passive	0.16095621972865726
sub-05	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_down	0.20410370563292135
sub-05	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_passive	0.11819725041162081
sub-05	FC_beta_series	sensory_thalamus_S1_S2_insula	sensory_interoceptive	z_up	0.279153470140278
sub-06	FC_beta_series	NAc_vmPFC_value	value_regulation	down_minus_passive	-0.14794590327901153
sub-06	FC_beta_series	NAc_vmPFC_value	value_regulation	regulation_mean_minus_passive	-0.1376252554067736
sub-06	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_down	0.020641295744475974
sub-06	FC_beta_series	NAc_vmPFC_value	value_regulation	up_minus_passive	-0.12730460753453557
sub-06	FC_beta_series	NAc_vmPFC_value	value_regulation	z_down	-0.00793556439331374
sub-06	FC_beta_series	NAc_vmPFC_value	value_regulation	z_passive	0.14001033888569772
sub-06	FC_beta_series	NAc_vmPFC_value	value_regulation	z_up	0.012705731351162186
sub-06	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	down_minus_passive	-0.8795571827440632
sub-06	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	regulation_mean_minus_passive	-0.5456384672310813
sub-06	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_down	0.6678374310259637
sub-06	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	up_minus_passive	-0.21171975171809954
sub-06	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_down	-0.41785098664208603
sub-06	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_passive	0.4617061961019772
sub-06	FC_beta_series	aINS_dACC_MCC_salience	salience_interoception	z_up	0.24998644438387765
sub-06	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	down_minus_passive	0.19791798641717695
sub-06	FC_beta_series	dlPFC_IFJ_L_vmPFC_control_value	control_value	regulation_mean_minus_passive	0.2324985573278645
