subject	roi_a	roi_b	roi_a_safe	roi_b_safe	quantity	z_value	target_pathway	target_family
sub-01	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.5104765455640656	NAc_vmPFC_value	value_regulation
sub-01	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.088863285819542	NAc_vmPFC_value	value_regulation
sub-01	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.3355220639648115	NAc_vmPFC_value	value_regulation
sub-01	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.7383406698540569	NAc_vmPFC_value	value_regulation
sub-01	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.0741116002440716	NAc_vmPFC_value	value_regulation
sub-01	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.4254656710983761	NAc_vmPFC_value	value_regulation
sub-02	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1593135896861521	NAc_vmPFC_value	value_regulation
sub-02	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.3766396913277361	NAc_vmPFC_value	value_regulation
sub-02	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.3386536634553885	NAc_vmPFC_value	value_regulation
sub-02	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.4214112748626047	NAc_vmPFC_value	value_regulation
sub-02	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.3083918897015074	NAc_vmPFC_value	value_regulation
sub-02	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.4319432657058124	NAc_vmPFC_value	value_regulation
sub-03	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.0554449344346459	NAc_vmPFC_value	value_regulation
sub-03	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.1574443007574782	NAc_vmPFC_value	value_regulation
sub-03	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.1343046736987989	NAc_vmPFC_value	value_regulation
sub-03	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.0572274297942233	NAc_vmPFC_value	value_regulation
sub-03	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.1858891919513775	NAc_vmPFC_value	value_regulation
sub-03	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.100440890198107	NAc_vmPFC_value	value_regulation
sub-04	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	-0.12842280669078	NAc_vmPFC_value	value_regulation
sub-04	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.3388201690522365	NAc_vmPFC_value	value_regulation
sub-04	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.0916950140239361	NAc_vmPFC_value	value_regulation
sub-04	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.1986664406646521	NAc_vmPFC_value	value_regulation
sub-04	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	-0.0174654205781988	NAc_vmPFC_value	value_regulation
sub-04	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	-0.1270162778640332	NAc_vmPFC_value	value_regulation
sub-05	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1185072063893966	NAc_vmPFC_value	value_regulation
sub-05	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.2106397781881472	NAc_vmPFC_value	value_regulation
sub-05	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.1994532961036674	NAc_vmPFC_value	value_regulation
sub-05	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.0461111177804533	NAc_vmPFC_value	value_regulation
sub-05	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.1467919369783875	NAc_vmPFC_value	value_regulation
sub-05	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.1207991354215434	NAc_vmPFC_value	value_regulation
sub-06	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	-0.0167387860903234	NAc_vmPFC_value	value_regulation
sub-06	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.2661031555800192	NAc_vmPFC_value	value_regulation
sub-06	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.190090267131211	NAc_vmPFC_value	value_regulation
sub-06	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.0553670999538934	NAc_vmPFC_value	value_regulation
sub-06	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.1794995879664273	NAc_vmPFC_value	value_regulation
sub-06	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.165740708772959	NAc_vmPFC_value	value_regulation
sub-07	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1960557585284909	NAc_vmPFC_value	value_regulation
sub-07	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.4489231301183374	NAc_vmPFC_value	value_regulation
sub-07	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.4710335998407312	NAc_vmPFC_value	value_regulation
sub-07	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.2156195727162387	NAc_vmPFC_value	value_regulation
sub-07	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.3717722888840048	NAc_vmPFC_value	value_regulation
sub-07	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.425974070732077	NAc_vmPFC_value	value_regulation
sub-08	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.2100682526832402	NAc_vmPFC_value	value_regulation
sub-08	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.213986470503121	NAc_vmPFC_value	value_regulation
sub-08	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.2714263745620764	NAc_vmPFC_value	value_regulation
sub-08	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.2533008181336749	NAc_vmPFC_value	value_regulation
sub-08	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.2705369483496502	NAc_vmPFC_value	value_regulation
sub-08	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.3386979188805541	NAc_vmPFC_value	value_regulation
sub-09	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1466870956394309	NAc_vmPFC_value	value_regulation
sub-09	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.4909240447302848	NAc_vmPFC_value	value_regulation
sub-09	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.4110978664173033	NAc_vmPFC_value	value_regulation
sub-09	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.074640059199066	NAc_vmPFC_value	value_regulation
sub-09	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.3386698445039428	NAc_vmPFC_value	value_regulation
sub-09	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.2704840613498778	NAc_vmPFC_value	value_regulation
sub-10	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	-0.0904135918700982	NAc_vmPFC_value	value_regulation
sub-10	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.2181277201602159	NAc_vmPFC_value	value_regulation
sub-10	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.1403157903429776	NAc_vmPFC_value	value_regulation
sub-10	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.0082733161515492	NAc_vmPFC_value	value_regulation
sub-10	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.1089959329373196	NAc_vmPFC_value	value_regulation
sub-10	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.0853874930821215	NAc_vmPFC_value	value_regulation
sub-11	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1041157181258638	NAc_vmPFC_value	value_regulation
sub-11	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	-0.0340116656375102	NAc_vmPFC_value	value_regulation
sub-11	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.0331352730820496	NAc_vmPFC_value	value_regulation
sub-11	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.3422510081420402	NAc_vmPFC_value	value_regulation
sub-11	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.1345937187809327	NAc_vmPFC_value	value_regulation
sub-11	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.2832274859560155	NAc_vmPFC_value	value_regulation
sub-12	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	-0.1279758017583843	NAc_vmPFC_value	value_regulation
sub-12	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	-0.1292201039728919	NAc_vmPFC_value	value_regulation
sub-12	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	-0.1566754947894942	NAc_vmPFC_value	value_regulation
sub-12	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.0114736612602442	NAc_vmPFC_value	value_regulation
sub-12	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	-0.1025878681466817	NAc_vmPFC_value	value_regulation
sub-12	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	-0.0832292413722797	NAc_vmPFC_value	value_regulation
sub-13	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.0539336334979997	NAc_vmPFC_value	value_regulation
sub-13	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.1293526763907228	NAc_vmPFC_value	value_regulation
sub-13	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.1017199339873193	NAc_vmPFC_value	value_regulation
sub-13	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.1216910474174778	NAc_vmPFC_value	value_regulation
sub-13	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.1742928852793985	NAc_vmPFC_value	value_regulation
sub-13	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.1667953081995527	NAc_vmPFC_value	value_regulation
sub-14	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.2191061905830918	NAc_vmPFC_value	value_regulation
sub-14	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.1360387313617344	NAc_vmPFC_value	value_regulation
sub-14	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.2170785168277347	NAc_vmPFC_value	value_regulation
sub-14	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.1875142420697218	NAc_vmPFC_value	value_regulation
sub-14	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.0849635610648303	NAc_vmPFC_value	value_regulation
sub-14	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.16295282893527	NAc_vmPFC_value	value_regulation
sub-15	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	-0.074482952276902	NAc_vmPFC_value	value_regulation
sub-15	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	-0.0459151524140401	NAc_vmPFC_value	value_regulation
sub-15	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	-0.0830894956162417	NAc_vmPFC_value	value_regulation
sub-15	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.055757397375911	NAc_vmPFC_value	value_regulation
sub-15	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.1334667787617363	NAc_vmPFC_value	value_regulation
sub-15	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.0435301428472967	NAc_vmPFC_value	value_regulation
sub-16	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	-0.0426495507063929	NAc_vmPFC_value	value_regulation
sub-16	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.2165807992945222	NAc_vmPFC_value	value_regulation
sub-16	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.1322921231424602	NAc_vmPFC_value	value_regulation
sub-16	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.1465233868524487	NAc_vmPFC_value	value_regulation
sub-16	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.0189122534612633	NAc_vmPFC_value	value_regulation
sub-16	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	-0.0550435964636877	NAc_vmPFC_value	value_regulation
sub-17	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.2180577075867742	NAc_vmPFC_value	value_regulation
sub-17	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.170880898842472	NAc_vmPFC_value	value_regulation
sub-17	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.2379362170980849	NAc_vmPFC_value	value_regulation
sub-17	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.1874207135276165	NAc_vmPFC_value	value_regulation
sub-17	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.0016358770033198	NAc_vmPFC_value	value_regulation
sub-17	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.0745366718548706	NAc_vmPFC_value	value_regulation
sub-18	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	-0.0029022553158699	NAc_vmPFC_value	value_regulation
sub-18	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.2198779453860968	NAc_vmPFC_value	value_regulation
sub-18	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.163424889005173	NAc_vmPFC_value	value_regulation
sub-18	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.0468799506261513	NAc_vmPFC_value	value_regulation
sub-18	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.0086565096213289	NAc_vmPFC_value	value_regulation
sub-18	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	-0.0097848717106038	NAc_vmPFC_value	value_regulation
sub-19	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.2747688760726443	NAc_vmPFC_value	value_regulation
sub-19	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.2614191734855886	NAc_vmPFC_value	value_regulation
sub-19	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.3254871832869215	NAc_vmPFC_value	value_regulation
sub-19	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.1433029094039443	NAc_vmPFC_value	value_regulation
sub-19	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.513511065534537	NAc_vmPFC_value	value_regulation
sub-19	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.4583608089687098	NAc_vmPFC_value	value_regulation
sub-20	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.3040036536271711	NAc_vmPFC_value	value_regulation
sub-20	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.130932806290225	NAc_vmPFC_value	value_regulation
sub-20	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.2362344161773784	NAc_vmPFC_value	value_regulation
sub-20	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.1534659156200238	NAc_vmPFC_value	value_regulation
sub-20	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.2708425795662498	NAc_vmPFC_value	value_regulation
sub-20	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.2898207216154146	NAc_vmPFC_value	value_regulation
sub-21	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1135520879821615	NAc_vmPFC_value	value_regulation
sub-21	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	-0.0373470427395321	NAc_vmPFC_value	value_regulation
sub-21	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.0373470825287675	NAc_vmPFC_value	value_regulation
sub-21	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.144578193932083	NAc_vmPFC_value	value_regulation
sub-21	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.0007971048001002	NAc_vmPFC_value	value_regulation
sub-21	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.0804637449520818	NAc_vmPFC_value	value_regulation
sub-22	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1113390689171523	NAc_vmPFC_value	value_regulation
sub-22	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.0993500300047318	NAc_vmPFC_value	value_regulation
sub-22	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.1215380130065233	NAc_vmPFC_value	value_regulation
sub-22	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.0376618992373798	NAc_vmPFC_value	value_regulation
sub-22	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.2298556315627083	NAc_vmPFC_value	value_regulation
sub-22	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.1261488243479795	NAc_vmPFC_value	value_regulation
sub-23	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1080474889736626	NAc_vmPFC_value	value_regulation
sub-23	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.1326040857866026	NAc_vmPFC_value	value_regulation
sub-23	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.1520640818430575	NAc_vmPFC_value	value_regulation
sub-23	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.130823260375986	NAc_vmPFC_value	value_regulation
sub-23	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.2341178752512927	NAc_vmPFC_value	value_regulation
sub-23	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.238546481983828	NAc_vmPFC_value	value_regulation
sub-24	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.2775725816650412	NAc_vmPFC_value	value_regulation
sub-24	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	-0.1240765765905263	NAc_vmPFC_value	value_regulation
sub-24	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.0931312015510906	NAc_vmPFC_value	value_regulation
sub-24	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.179988525981262	NAc_vmPFC_value	value_regulation
sub-24	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.0152658679928036	NAc_vmPFC_value	value_regulation
sub-24	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.1164668038519749	NAc_vmPFC_value	value_regulation
sub-25	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	-0.0935954754245498	NAc_vmPFC_value	value_regulation
sub-25	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.0601623463689013	NAc_vmPFC_value	value_regulation
sub-25	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.0062556614916622	NAc_vmPFC_value	value_regulation
sub-25	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.3274202217912603	NAc_vmPFC_value	value_regulation
sub-25	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	-0.1760987108337117	NAc_vmPFC_value	value_regulation
sub-25	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	-0.2679329148309786	NAc_vmPFC_value	value_regulation
sub-26	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	-0.0286889738568367	NAc_vmPFC_value	value_regulation
sub-26	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.1030329811992895	NAc_vmPFC_value	value_regulation
sub-26	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.0433378517852917	NAc_vmPFC_value	value_regulation
sub-26	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.190848175000786	NAc_vmPFC_value	value_regulation
sub-26	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.2552861769887709	NAc_vmPFC_value	value_regulation
sub-26	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.2854392541139606	NAc_vmPFC_value	value_regulation
sub-27	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1992899108938005	NAc_vmPFC_value	value_regulation
sub-27	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	-0.108527034999562	NAc_vmPFC_value	value_regulation
sub-27	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.0167301463059599	NAc_vmPFC_value	value_regulation
sub-27	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.1433106533635266	NAc_vmPFC_value	value_regulation
sub-27	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.0391223063366498	NAc_vmPFC_value	value_regulation
sub-27	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.0956467348170316	NAc_vmPFC_value	value_regulation
sub-28	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.2803384733323111	NAc_vmPFC_value	value_regulation
sub-28	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.2617250867372628	NAc_vmPFC_value	value_regulation
sub-28	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.3501684022662109	NAc_vmPFC_value	value_regulation
sub-28	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.221555219932012	NAc_vmPFC_value	value_regulation
sub-28	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	0.2295396505850315	NAc_vmPFC_value	value_regulation
sub-28	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	0.2929815717074165	NAc_vmPFC_value	value_regulation
sub-29	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.0514504951708327	NAc_vmPFC_value	value_regulation
sub-29	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.0787759235704286	NAc_vmPFC_value	value_regulation
sub-29	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.0757470838342164	NAc_vmPFC_value	value_regulation
sub-29	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.0630913802331703	NAc_vmPFC_value	value_regulation
sub-29	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	-0.235356293202746	NAc_vmPFC_value	value_regulation
sub-29	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	-0.17855579674163	NAc_vmPFC_value	value_regulation
sub-30	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.2477740341918541	NAc_vmPFC_value	value_regulation
sub-30	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.1492164294742757	NAc_vmPFC_value	value_regulation
sub-30	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.2220077363341795	NAc_vmPFC_value	value_regulation
sub-30	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	-0.1870656437939821	NAc_vmPFC_value	value_regulation
sub-30	reg_NAc_R	reg_vmPFC	reg_NAc_R	reg_vmPFC	z_passive	-0.1368551804384617	NAc_vmPFC_value	value_regulation
sub-30	reg_NAc_R	reg_vmPFC_mOFC	reg_NAc_R	reg_vmPFC_mOFC	z_passive	-0.1839181674233711	NAc_vmPFC_value	value_regulation
sub-31	reg_NAc_L	reg_mOFC	reg_NAc_L	reg_mOFC	z_passive	0.1891637647460592	NAc_vmPFC_value	value_regulation
sub-31	reg_NAc_L	reg_vmPFC	reg_NAc_L	reg_vmPFC	z_passive	0.2610160866170447	NAc_vmPFC_value	value_regulation
sub-31	reg_NAc_L	reg_vmPFC_mOFC	reg_NAc_L	reg_vmPFC_mOFC	z_passive	0.2690519776116178	NAc_vmPFC_value	value_regulation
sub-31	reg_NAc_R	reg_mOFC	reg_NAc_R	reg_mOFC	z_passive	0.2341145801817	NAc_vmPFC_value	value_regulation
