subject	run	run_label	status	n_trials	n_rois_extracted	out_file	bold	events_file
sub-08	8	run-08	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-08_run-08_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-08/func/sub-08_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-08/run-08/events_stim.tsv
sub-08	9	run-09	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-08_run-09_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-08/func/sub-08_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-08/run-09/events_stim.tsv
sub-09	1	run-01	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-09_run-01_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-01/events_stim.tsv
sub-09	2	run-02	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-09_run-02_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-02/events_stim.tsv
sub-09	3	run-03	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-09_run-03_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-03/events_stim.tsv
sub-09	4	run-04	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-09_run-04_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-04/events_stim.tsv
sub-09	5	run-05	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-09_run-05_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-05/events_stim.tsv
sub-09	6	run-06	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-09_run-06_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-06/events_stim.tsv
sub-09	7	run-07	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-09_run-07_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-07/events_stim.tsv
sub-09	8	run-08	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-09_run-08_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-08/events_stim.tsv
sub-09	9	run-09	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-09_run-09_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-09/func/sub-09_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-09/run-09/events_stim.tsv
sub-10	1	run-01	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-10_run-01_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-01/events_stim.tsv
sub-10	3	run-03	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-10_run-03_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-03/events_stim.tsv
sub-10	4	run-04	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-10_run-04_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-04/events_stim.tsv
sub-10	7	run-07	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-10_run-07_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-07/events_stim.tsv
sub-10	8	run-08	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-10_run-08_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-08/events_stim.tsv
sub-10	9	run-09	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-10_run-09_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-10/func/sub-10_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-10/run-09/events_stim.tsv
sub-11	1	run-01	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-11_run-01_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-01/events_stim.tsv
sub-11	2	run-02	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-11_run-02_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-02/events_stim.tsv
sub-11	3	run-03	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-11_run-03_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-03/events_stim.tsv
sub-11	4	run-04	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-11_run-04_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-04/events_stim.tsv
sub-11	5	run-05	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-11_run-05_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-05/events_stim.tsv
sub-11	6	run-06	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-11_run-06_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-06/events_stim.tsv
sub-11	7	run-07	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-11_run-07_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-07/events_stim.tsv
sub-11	8	run-08	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-11_run-08_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-08/events_stim.tsv
sub-11	9	run-09	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-11_run-09_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-11/func/sub-11_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-11/run-09/events_stim.tsv
sub-12	1	run-01	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-12_run-01_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-01/events_stim.tsv
sub-12	2	run-02	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-12_run-02_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-02/events_stim.tsv
sub-12	3	run-03	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-12_run-03_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-03/events_stim.tsv
sub-12	4	run-04	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-12_run-04_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-04/events_stim.tsv
sub-12	5	run-05	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-12_run-05_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-05/events_stim.tsv
sub-12	6	run-06	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-12_run-06_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-06/events_stim.tsv
sub-12	7	run-07	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-12_run-07_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-07/events_stim.tsv
sub-12	8	run-08	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-12_run-08_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-08/events_stim.tsv
sub-12	9	run-09	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-12_run-09_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-12/func/sub-12_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-12/run-09/events_stim.tsv
sub-13	1	run-01	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-13_run-01_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-13/func/sub-13_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-13/run-01/events_stim.tsv
sub-13	2	run-02	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-13_run-02_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-13/func/sub-13_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-13/run-02/events_stim.tsv
sub-13	3	run-03	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-13_run-03_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-13/func/sub-13_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-13/run-03/events_stim.tsv
sub-13	4	run-04	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-13_run-04_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-13/func/sub-13_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-13/run-04/events_stim.tsv
sub-13	5	run-05	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-13_run-05_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-13/func/sub-13_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-13/run-05/events_stim.tsv
sub-13	6	run-06	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-13_run-06_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-13/func/sub-13_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-13/run-06/events_stim.tsv
sub-13	7	run-07	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-13_run-07_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-13/func/sub-13_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-13/run-07/events_stim.tsv
sub-13	8	run-08	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-13_run-08_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-13/func/sub-13_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-13/run-08/events_stim.tsv
sub-13	9	run-09	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-13_run-09_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-13/func/sub-13_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-13/run-09/events_stim.tsv
sub-14	1	run-01	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-14_run-01_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-14/func/sub-14_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-14/run-01/events_stim.tsv
sub-14	2	run-02	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-14_run-02_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-14/func/sub-14_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-14/run-02/events_stim.tsv
sub-14	3	run-03	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-14_run-03_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-14/func/sub-14_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-14/run-03/events_stim.tsv
sub-14	4	run-04	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-14_run-04_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-14/func/sub-14_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-14/run-04/events_stim.tsv
sub-14	5	run-05	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-14_run-05_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-14/func/sub-14_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-14/run-05/events_stim.tsv
sub-14	6	run-06	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-14_run-06_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-14/func/sub-14_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-14/run-06/events_stim.tsv
sub-14	7	run-07	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-14_run-07_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-14/func/sub-14_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-14/run-07/events_stim.tsv
sub-14	8	run-08	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-14_run-08_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-14/func/sub-14_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-14/run-08/events_stim.tsv
sub-14	9	run-09	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-14_run-09_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-14/func/sub-14_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-14/run-09/events_stim.tsv
sub-15	1	run-01	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-15_run-01_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-15/func/sub-15_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-15/run-01/events_stim.tsv
sub-15	2	run-02	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-15_run-02_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-15/func/sub-15_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-15/run-02/events_stim.tsv
sub-15	3	run-03	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-15_run-03_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-15/func/sub-15_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-15/run-03/events_stim.tsv
sub-15	4	run-04	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-15_run-04_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-15/func/sub-15_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-15/run-04/events_stim.tsv
sub-15	5	run-05	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-15_run-05_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-15/func/sub-15_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-15/run-05/events_stim.tsv
sub-15	6	run-06	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-15_run-06_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-15/func/sub-15_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-15/run-06/events_stim.tsv
sub-15	7	run-07	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-15_run-07_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-15/func/sub-15_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-15/run-07/events_stim.tsv
sub-15	8	run-08	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-15_run-08_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-15/func/sub-15_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-15/run-08/events_stim.tsv
sub-15	9	run-09	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-15_run-09_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-15/func/sub-15_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-15/run-09/events_stim.tsv
sub-16	1	run-01	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-16_run-01_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-16/func/sub-16_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-16/run-01/events_stim.tsv
sub-16	2	run-02	OK	11	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-16_run-02_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-16/func/sub-16_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-16/run-02/events_stim.tsv
sub-16	3	run-03	OK	10	32	<PROJECT_ROOT>/derivatives/trialwise_ROI_FC_EC_analysis/per_run/sub-16_run-03_roi_lss.tsv	<PROJECT_ROOT>/derivatives/fmriprep/sub-16/func/sub-16_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-16/run-03/events_stim.tsv
