comparison	n	r	p	spearman_rho	spearman_p	target	family	roi	roi_safe	quantity	behavior_variable	q_fdr_roi_behavior_corr
reg_pgACC_rACC:beta_passive~passive_acrossrun_slope_z	33	0.11866490473767302	0.5107156928459643	0.03743315508021391	0.8361520648204936	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	passive_acrossrun_slope_z	0.9864109618064815
reg_pgACC_rACC:beta_passive~success_asymmetry_z_up_minus_down	33	0.08228664908382728	0.6489310818743321	0.039438502673796796	0.8275024482622404	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	success_asymmetry_z_up_minus_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~success_asymmetry_raw_up_minus_down	33	0.04660598692967592	0.7967560867616659	-0.059826203208556146	0.7408558160803717	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	success_asymmetry_raw_up_minus_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~mean_reg_success_z	33	0.16090956070603857	0.37102100606729244	0.11831550802139038	0.511969983443831	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	mean_reg_success_z	0.9864109618064815
reg_pgACC_rACC:beta_passive~mean_reg_success_raw	33	0.20188239144074827	0.25988725167435406	0.1697860962566845	0.34485193411522974	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	mean_reg_success_raw	0.9864109618064815
reg_pgACC_rACC:beta_passive~task_separation_prediction_error_z_up_minus_down	33	0.1609095607060385	0.3710210060672931	0.11831550802139038	0.511969983443831	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	task_separation_prediction_error_z_up_minus_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~task_separation_rating_z_up_minus_down	33	0.13028719459095892	0.4698805642495441	0.07754010695187166	0.6679919373571094	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	task_separation_rating_z_up_minus_down	0.9864109618064815
reg_pgACC_rACC:beta_passive~task_separation_rating_raw_up_minus_down	33	0.17714500133752634	0.3240295000835121	0.15274064171122995	0.3961086670909032	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_passive	task_separation_rating_raw_up_minus_down	0.9864109618064815
reg_pgACC_rACC:beta_up~up_first	33	0.12072574326338381	0.5033487314574492	0.09551750777034251	0.5969714823747425	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	up_first	0.9992532770788368
reg_pgACC_rACC:beta_up~prediction_error_raw_down	33	0.06792601695861857	0.7072188347383919	0.10929144385026739	0.5448856929339969	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	prediction_error_raw_down	0.9992532770788368
reg_pgACC_rACC:beta_up~prediction_error_raw_up	33	-0.0023451981588265072	0.9896655554357362	0.007018716577540108	0.9690775819028417	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	prediction_error_raw_up	0.9992532770788368
reg_pgACC_rACC:beta_up~prediction_error_z_down	33	0.034992529585184326	0.8467045267690524	0.046457219251336904	0.7973913857238787	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	prediction_error_z_down	0.9992532770788368
reg_pgACC_rACC:beta_up~prediction_error_z_up	33	0.00033528478166241354	0.9985224821177816	-0.012366310160427808	0.945544926243306	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	prediction_error_z_up	0.9992532770788368
reg_pgACC_rACC:beta_up~rating_raw_down	33	-0.0496763240973287	0.7836736315870485	-0.00033422459893048126	0.9985271540782654	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	rating_raw_down	0.9992532770788368
reg_pgACC_rACC:beta_up~rating_raw_up	33	-0.05143222028317873	0.7762177034285666	-0.06550802139037433	0.7172068500953872	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	rating_raw_up	0.9992532770788368
reg_pgACC_rACC:beta_up~rating_z_subject_down	33	-0.022474558576295114	0.9012013699062705	0.0053475935828877	0.9764377093265237	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	rating_z_subject_down	0.9992532770788368
reg_pgACC_rACC:beta_up~rating_z_subject_up	33	0.021877773269935757	0.903812565652049	-0.00267379679144385	0.9882176333995196	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	rating_z_subject_up	0.9992532770788368
reg_pgACC_rACC:beta_up~reg_success_raw_down	33	-0.06792601695861857	0.7072188347383919	-0.10929144385026739	0.5448856929339969	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	reg_success_raw_down	0.9992532770788368
reg_pgACC_rACC:beta_up~reg_success_raw_up	33	-0.0023451981588265072	0.9896655554357362	0.007018716577540108	0.9690775819028417	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	reg_success_raw_up	0.9992532770788368
reg_pgACC_rACC:beta_up~reg_success_z_down	33	-0.034992529585184326	0.8467045267690524	-0.046457219251336904	0.7973913857238787	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	reg_success_z_down	0.9992532770788368
reg_pgACC_rACC:beta_up~reg_success_z_up	33	0.00033528478166241354	0.9985224821177816	-0.012366310160427808	0.945544926243306	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	reg_success_z_up	0.9992532770788368
reg_pgACC_rACC:beta_up~temperature_raw_down	33	-0.22322566055636628	0.21176826286188188	-0.22278319716975173	0.21269888168750742	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	temperature_raw_down	0.9992532770788368
reg_pgACC_rACC:beta_up~temperature_raw_up	33	0.014171674363287905	0.9376094420515434	0.0	1.0	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	temperature_raw_up	0.9992532770788368
reg_pgACC_rACC:beta_up~temperature_z_subject_down	33	-0.20204920864164458	0.25948536150882884	0.022473151446504157	0.9012075255277464	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	temperature_z_subject_down	0.9992532770788368
reg_pgACC_rACC:beta_up~temperature_z_subject_up	33	0.05647289995791947	0.7549246177658945	0.14870843529158925	0.4088421709654214	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	temperature_z_subject_up	0.9992532770788368
reg_pgACC_rACC:beta_up~passive_mean_rating_z	33	-0.0008348954164509669	0.996320830859863	0.016042780748663103	0.929391209708627	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	passive_mean_rating_z	0.9992532770788368
reg_pgACC_rACC:beta_up~passive_mean_rating_raw	33	-0.07630611715027108	0.6729814412970572	-0.018048128342245992	0.9205913289978269	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	passive_mean_rating_raw	0.9992532770788368
reg_pgACC_rACC:beta_up~passive_sensory_slope_z	33	-0.18582089179725528	0.3005044713535144	-0.06016042780748663	0.73945799530583	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	passive_sensory_slope_z	0.9992532770788368
reg_pgACC_rACC:beta_up~passive_withinrun_slope_z	33	0.11161493095078888	0.5363161253904416	-0.11697860962566847	0.5167833474033252	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	passive_withinrun_slope_z	0.9992532770788368
reg_pgACC_rACC:beta_up~passive_acrossrun_slope_z	33	0.09122064991203244	0.6136487052898194	-0.04411764705882353	0.8073988538126244	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	passive_acrossrun_slope_z	0.9992532770788368
reg_pgACC_rACC:beta_up~success_asymmetry_z_up_minus_down	33	0.02698024811220133	0.8815216772721709	0.042112299465240643	0.8160006648697484	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	success_asymmetry_z_up_minus_down	0.9992532770788368
reg_pgACC_rACC:beta_up~success_asymmetry_raw_up_minus_down	33	0.048728130341771536	0.7877077858640242	0.04378342245989305	0.8088309810788489	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	success_asymmetry_raw_up_minus_down	0.9992532770788368
reg_pgACC_rACC:beta_up~mean_reg_success_z	33	-0.021248629286554105	0.9065664154547319	-0.0357620320855615	0.8433745394626119	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	mean_reg_success_z	0.9992532770788368
reg_pgACC_rACC:beta_up~mean_reg_success_raw	33	-0.0408261746420692	0.8215285970863186	-0.026737967914438505	0.88257823313894	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	mean_reg_success_raw	0.9992532770788368
reg_pgACC_rACC:beta_up~task_separation_prediction_error_z_up_minus_down	33	-0.02124862928655412	0.9065664154547319	-0.0357620320855615	0.8433745394626119	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	task_separation_prediction_error_z_up_minus_down	0.9992532770788368
reg_pgACC_rACC:beta_up~task_separation_rating_z_up_minus_down	33	0.026207896094996345	0.8848905052234222	-0.027072192513368988	0.8811207707576416	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	task_separation_rating_z_up_minus_down	0.9992532770788368
reg_pgACC_rACC:beta_up~task_separation_rating_raw_up_minus_down	33	0.00016944954325723294	0.9992532770788368	-0.017045454545454548	0.9249901786454771	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_up	task_separation_rating_raw_up_minus_down	0.9992532770788368
reg_pgACC_rACC:beta_down~up_first	33	-0.14227193349156544	0.4296406701166446	-0.20377068324339734	0.2553619435946043	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	up_first	0.8886854363208944
reg_pgACC_rACC:beta_down~prediction_error_raw_down	33	-0.13094446861664583	0.46762370778043727	0.18014705882352944	0.31576365800969947	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	prediction_error_raw_down	0.8980852665981907
reg_pgACC_rACC:beta_down~prediction_error_raw_up	33	-0.2704941985925569	0.12788414257357977	-0.34358288770053474	0.0502663671994735	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	prediction_error_raw_up	0.6738998695694072
reg_pgACC_rACC:beta_down~prediction_error_z_down	33	-0.2681879762648391	0.13129428493335002	0.017379679144385027	0.9235236467638146	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	prediction_error_z_down	0.6738998695694072
reg_pgACC_rACC:beta_down~prediction_error_z_up	33	-0.18691340052719466	0.2976208776741205	-0.30848930481283426	0.08069095262315354	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	prediction_error_z_up	0.8690646790382126
reg_pgACC_rACC:beta_down~rating_raw_down	33	0.23928201750871547	0.17987240430803653	0.25935828877005346	0.14497096195081294	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	rating_raw_down	0.7760598367152688
reg_pgACC_rACC:beta_down~rating_raw_up	33	0.12663574135258632	0.4825219369345534	0.04846256684491979	0.7888386198299027	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	rating_raw_up	0.9073627572230674
reg_pgACC_rACC:beta_down~rating_z_subject_down	33	-0.22027004551072665	0.21803796116341168	0.08957219251336898	0.6200982065032682	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	rating_z_subject_down	0.7945345180687589
reg_pgACC_rACC:beta_down~rating_z_subject_up	33	-0.15978522259512287	0.3744171580488343	-0.3058155080213904	0.08349143066433228	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	rating_z_subject_up	0.8886854363208944
reg_pgACC_rACC:beta_down~reg_success_raw_down	33	0.13094446861664583	0.46762370778043727	-0.18014705882352944	0.31576365800969947	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	reg_success_raw_down	0.8980852665981907
reg_pgACC_rACC:beta_down~reg_success_raw_up	33	-0.2704941985925569	0.12788414257357977	-0.34358288770053474	0.0502663671994735	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	reg_success_raw_up	0.6738998695694072
reg_pgACC_rACC:beta_down~reg_success_z_down	33	0.2681879762648391	0.13129428493335002	-0.017379679144385027	0.9235236467638146	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	reg_success_z_down	0.6738998695694072
reg_pgACC_rACC:beta_down~reg_success_z_up	33	-0.18691340052719466	0.2976208776741205	-0.30848930481283426	0.08069095262315354	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	reg_success_z_up	0.8690646790382126
reg_pgACC_rACC:beta_down~temperature_raw_down	33	-0.00023301687020593032	0.9989731514577141	-0.07426106572325057	0.6812805118089984	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	temperature_raw_down	0.9994691928770884
reg_pgACC_rACC:beta_down~temperature_raw_up	33	0.11500971785208464	0.5239124848689505	0.1670873978773138	0.3526867691090746	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	temperature_raw_up	0.9261253393891258
reg_pgACC_rACC:beta_down~temperature_z_subject_down	33	-0.032005811238252704	0.8596535835824426	-0.01624981719977993	0.9284822931792258	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	temperature_z_subject_down	0.9769132539604398
reg_pgACC_rACC:beta_down~temperature_z_subject_up	33	0.10459586994321332	0.5623988005686705	0.11568132931403861	0.5214752793494395	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	temperature_z_subject_up	0.9261253393891258
reg_pgACC_rACC:beta_down~passive_mean_rating_z	33	0.353567294730787	0.04353928284879734	0.3469251336898396	0.04792810194088925	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	passive_mean_rating_z	0.469275632821735
reg_pgACC_rACC:beta_down~passive_mean_rating_raw	33	0.3937825859205639	0.023367493347674823	0.36463903743315507	0.03694535215454358	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	passive_mean_rating_raw	0.37914953362905884
reg_pgACC_rACC:beta_down~passive_sensory_slope_z	33	-0.2226569352665922	0.21296495827503267	-0.2667112299465241	0.1335128153138953	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	passive_sensory_slope_z	0.7945345180687589
reg_pgACC_rACC:beta_down~passive_withinrun_slope_z	33	0.13853651957376975	0.44197382708610117	0.1286764705882353	0.4754353500024111	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	passive_withinrun_slope_z	0.8886854363208944
reg_pgACC_rACC:beta_down~passive_acrossrun_slope_z	33	0.06870523281736632	0.7040102143814987	0.06517379679144385	0.7185910989104528	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	passive_acrossrun_slope_z	0.9540315397456439
reg_pgACC_rACC:beta_down~success_asymmetry_z_up_minus_down	33	-0.3600068179499893	0.039598251526149486	-0.32386363636363635	0.0659700627982023	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	success_asymmetry_z_up_minus_down	0.469275632821735
reg_pgACC_rACC:beta_down~success_asymmetry_raw_up_minus_down	33	-0.3366964603885747	0.05537041286195137	-0.27941176470588236	0.11531241577635853	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	success_asymmetry_raw_up_minus_down	0.5124039136434537
reg_pgACC_rACC:beta_down~mean_reg_success_z	33	0.03963192549623164	0.8266691963951075	-0.22326203208556153	0.21169188843516784	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	mean_reg_success_z	0.9769132539604398
reg_pgACC_rACC:beta_down~mean_reg_success_raw	33	-0.10876253372325867	0.54684542883885	-0.34291443850267384	0.05074474419388787	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	mean_reg_success_raw	0.9261253393891258
reg_pgACC_rACC:beta_down~task_separation_prediction_error_z_up_minus_down	33	0.039631925496231624	0.8266691963951075	-0.22326203208556153	0.21169188843516784	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	task_separation_prediction_error_z_up_minus_down	0.9769132539604398
reg_pgACC_rACC:beta_down~task_separation_rating_z_up_minus_down	33	0.0282117166217352	0.8761545211049245	-0.20788770053475936	0.2456769469719457	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	task_separation_rating_z_up_minus_down	0.9769132539604398
reg_pgACC_rACC:beta_down~task_separation_rating_raw_up_minus_down	33	-0.1199575081768694	0.5060887186851747	-0.3342245989304813	0.057299508101393504	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	beta_down	task_separation_rating_raw_up_minus_down	0.9261253393891258
reg_pgACC_rACC:up_minus_down~up_first	33	0.16829510564372557	0.3491674238583541	0.076414006216274	0.6725446533891365	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	up_minus_down	up_first	0.9316486942219878
reg_pgACC_rACC:up_minus_down~prediction_error_raw_down	33	0.12598313766198904	0.48479960989529575	0.0053475935828877	0.9764377093265237	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	up_minus_down	prediction_error_raw_down	0.9392303680681467
reg_pgACC_rACC:up_minus_down~prediction_error_raw_up	33	0.16473918981437413	0.3595904083787759	0.11564171122994654	0.5216188950016374	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	up_minus_down	prediction_error_raw_up	0.9316486942219878
reg_pgACC_rACC:up_minus_down~prediction_error_z_down	33	0.1883174621324329	0.29394086767320704	0.08422459893048129	0.6412103483753364	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	up_minus_down	prediction_error_z_down	0.9093608572383978
reg_pgACC_rACC:up_minus_down~prediction_error_z_up	33	0.1151453004918344	0.5234200232195466	0.07754010695187166	0.6679919373571094	descending_pgACC_rACC	descending	reg_pgACC_rACC	reg_pgACC_rACC	up_minus_down	prediction_error_z_up	0.9392303680681467
