set_name	effect	n_subjects	covariate	status	error	group_design	group_beta_map	group_var_map	group_stat_map	group_z_map	group_p_map	fdr_threshold	fdr_map	fdr_note	unc001_map	unc001_threshold	z_max	z_min	z_max_abs	source_subject_effect_set	min_subjects_required	cov_beta_map	cov_z_map	cov_stat_map
high_motion_subject_exclude	up_minus_down_FE	26		OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_down_FE/group_design_up_minus_down_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_down_FE/group_beta_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_down_FE/group_var_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_down_FE/group_stat_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_down_FE/group_z_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_down_FE/group_p_up_minus_down_FE.nii.gz	inf		No voxels survived FDR threshold; threshold is infinite.	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_down_FE/group_z_up_minus_down_FE_unc001_z3p29.nii.gz	3.29	4.091280460357666	-3.061044454574585	4.091280460357666	high_motion_subject_exclude	10			
high_motion_subject_exclude	up_minus_passive_FE	26		OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_passive_FE/group_design_up_minus_passive_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_passive_FE/group_beta_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_passive_FE/group_var_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_passive_FE/group_stat_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_passive_FE/group_z_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_passive_FE/group_p_up_minus_passive_FE.nii.gz	inf		No voxels survived FDR threshold; threshold is infinite.	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/up_minus_passive_FE/group_z_up_minus_passive_FE_unc001_z3p29.nii.gz	3.29	4.170103073120117	-4.151914119720459	4.170103073120117	high_motion_subject_exclude	10			
high_motion_subject_exclude	down_minus_passive_FE	26		OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/down_minus_passive_FE/group_design_down_minus_passive_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/down_minus_passive_FE/group_beta_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/down_minus_passive_FE/group_var_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/down_minus_passive_FE/group_stat_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/down_minus_passive_FE/group_z_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/down_minus_passive_FE/group_p_down_minus_passive_FE.nii.gz	inf		No voxels survived FDR threshold; threshold is infinite.	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/down_minus_passive_FE/group_z_down_minus_passive_FE_unc001_z3p29.nii.gz	3.29	3.9366462230682373	-4.564426898956299	4.564426898956299	high_motion_subject_exclude	10			
high_motion_subject_exclude	regulation_mean_minus_passive_FE	26		OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/regulation_mean_minus_passive_FE/group_design_regulation_mean_minus_passive_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/regulation_mean_minus_passive_FE/group_beta_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/regulation_mean_minus_passive_FE/group_var_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/regulation_mean_minus_passive_FE/group_stat_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/regulation_mean_minus_passive_FE/group_z_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/regulation_mean_minus_passive_FE/group_p_regulation_mean_minus_passive_FE.nii.gz	inf		No voxels survived FDR threshold; threshold is infinite.	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/regulation_mean_minus_passive_FE/group_z_regulation_mean_minus_passive_FE_unc001_z3p29.nii.gz	3.29	4.18061637878418	-4.069583415985107	4.18061637878418	high_motion_subject_exclude	10			
high_motion_subject_exclude	stim_passive_FE	26		OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/stim_passive_FE/group_design_stim_passive_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/stim_passive_FE/group_beta_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/stim_passive_FE/group_var_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/stim_passive_FE/group_stat_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/stim_passive_FE/group_z_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/stim_passive_FE/group_p_stim_passive_FE.nii.gz	2.676119655369712	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/stim_passive_FE/group_z_stim_passive_FE_fdr0p05.nii.gz		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/high_motion_subject_exclude/stim_passive_FE/group_z_stim_passive_FE_unc001_z3p29.nii.gz	3.29	5.97183084487915	-5.758101940155029	5.97183084487915	high_motion_subject_exclude	10			
motion_covariate_mean_fd	up_minus_down_FE	33	mean_fd_mean	OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/group_design_up_minus_down_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/group_beta_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/group_var_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/group_stat_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/group_z_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/group_p_up_minus_down_FE.nii.gz	inf		No voxels survived FDR threshold; threshold is infinite.	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/group_z_up_minus_down_FE_unc001_z3p29.nii.gz	3.29	1.2747077941894531	-3.09157657623291	3.09157657623291	main	10	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/cov_beta_mean_fd_mean_z_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/cov_z_mean_fd_mean_z_up_minus_down_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_down_FE/cov_stat_mean_fd_mean_z_up_minus_down_FE.nii.gz
motion_covariate_mean_fd	up_minus_passive_FE	33	mean_fd_mean	OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/group_design_up_minus_passive_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/group_beta_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/group_var_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/group_stat_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/group_z_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/group_p_up_minus_passive_FE.nii.gz	inf		No voxels survived FDR threshold; threshold is infinite.	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/group_z_up_minus_passive_FE_unc001_z3p29.nii.gz	3.29	1.9092963933944702	-2.933465003967285	2.933465003967285	main	10	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/cov_beta_mean_fd_mean_z_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/cov_z_mean_fd_mean_z_up_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/up_minus_passive_FE/cov_stat_mean_fd_mean_z_up_minus_passive_FE.nii.gz
motion_covariate_mean_fd	down_minus_passive_FE	33	mean_fd_mean	OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/group_design_down_minus_passive_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/group_beta_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/group_var_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/group_stat_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/group_z_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/group_p_down_minus_passive_FE.nii.gz	inf		No voxels survived FDR threshold; threshold is infinite.	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/group_z_down_minus_passive_FE_unc001_z3p29.nii.gz	3.29	4.353872776031494	-4.475340843200684	4.475340843200684	main	10	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/cov_beta_mean_fd_mean_z_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/cov_z_mean_fd_mean_z_down_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/down_minus_passive_FE/cov_stat_mean_fd_mean_z_down_minus_passive_FE.nii.gz
motion_covariate_mean_fd	regulation_mean_minus_passive_FE	33	mean_fd_mean	OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/group_design_regulation_mean_minus_passive_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/group_beta_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/group_var_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/group_stat_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/group_z_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/group_p_regulation_mean_minus_passive_FE.nii.gz	inf		No voxels survived FDR threshold; threshold is infinite.	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/group_z_regulation_mean_minus_passive_FE_unc001_z3p29.nii.gz	3.29	1.5952757596969604	-2.6376538276672363	2.6376538276672363	main	10	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/cov_beta_mean_fd_mean_z_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/cov_z_mean_fd_mean_z_regulation_mean_minus_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/regulation_mean_minus_passive_FE/cov_stat_mean_fd_mean_z_regulation_mean_minus_passive_FE.nii.gz
motion_covariate_mean_fd	stim_passive_FE	33	mean_fd_mean	OK		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/group_design_stim_passive_FE.tsv	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/group_beta_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/group_var_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/group_stat_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/group_z_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/group_p_stim_passive_FE.nii.gz	2.6197354197492135	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/group_z_stim_passive_FE_fdr0p05.nii.gz		<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/group_z_stim_passive_FE_unc001_z3p29.nii.gz	3.29	6.126166820526123	-6.060746192932129	6.126166820526123	main	10	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/cov_beta_mean_fd_mean_z_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/cov_z_mean_fd_mean_z_stim_passive_FE.nii.gz	<PROJECT_ROOT>/derivatives/group_level_analysis/group_maps/motion_covariate_mean_fd/stim_passive_FE/cov_stat_mean_fd_mean_z_stim_passive_FE.nii.gz
