bin_source	bin	model	term	beta	se	t_or_z	p	n	n_subjects	r2	formula	q_fdr
temperature_z_tertile	low_temperature	success_z_bin_model	is_up_bin	-0.8350780576356251	0.28939691341994195	-2.885580387734989	0.003906926716097486	220	33	0.4305769846791784	success_z ~ is_up_bin * expected_z_c + trial_c_c + run_c_c + up_first_c + C(subject)	0.017581170222438686
temperature_z_tertile	low_temperature	success_z_bin_model	expected_z_c	0.5721937056255854	0.21973429517917298	2.6040254897808026	0.00921359041745309	220	33	0.4305769846791784	success_z ~ is_up_bin * expected_z_c + trial_c_c + run_c_c + up_first_c + C(subject)	0.02764077125235927
temperature_z_tertile	low_temperature	success_z_bin_model	is_up_bin:expected_z_c	-1.3929368244858162	0.33504819861203566	-4.157422216433845	3.2185880994554745e-05	220	33	0.4305769846791784	success_z ~ is_up_bin * expected_z_c + trial_c_c + run_c_c + up_first_c + C(subject)	0.0002896729289509927
temperature_z_tertile	mid_temperature	success_z_bin_model	is_up_bin	-0.1588964871823506	0.11995893210871608	-1.3245907110805746	0.18530693846501767	260	33	0.3541371761059099	success_z ~ is_up_bin * expected_z_c + trial_c_c + run_c_c + up_first_c + C(subject)	0.2600306454275674
temperature_z_tertile	mid_temperature	success_z_bin_model	expected_z_c	-0.09532890866411431	0.18533613117041803	-0.5143568502380069	0.6070025215544244	260	33	0.3541371761059099	success_z ~ is_up_bin * expected_z_c + trial_c_c + run_c_c + up_first_c + C(subject)	0.6070025215544244
temperature_z_tertile	mid_temperature	success_z_bin_model	is_up_bin:expected_z_c	-0.32196719608258695	0.21629794158899604	-1.4885356454033252	0.1366096889497773	260	33	0.3541371761059099	success_z ~ is_up_bin * expected_z_c + trial_c_c + run_c_c + up_first_c + C(subject)	0.2458974401095991
temperature_z_tertile	high_temperature	success_z_bin_model	is_up_bin	0.509167430602299	0.3102228969187176	1.641295454525097	0.10073609920527841	180	33	0.2788141961749123	success_z ~ is_up_bin * expected_z_c + trial_c_c + run_c_c + up_first_c + C(subject)	0.22665622321187645
temperature_z_tertile	high_temperature	success_z_bin_model	expected_z_c	-0.1839615060356041	0.2996126182361872	-0.6139978586969447	0.5392167421999112	180	33	0.2788141961749123	success_z ~ is_up_bin * expected_z_c + trial_c_c + run_c_c + up_first_c + C(subject)	0.6066188349749002
temperature_z_tertile	high_temperature	success_z_bin_model	is_up_bin:expected_z_c	-0.40572072799667563	0.31816778385991085	-1.2751785333970656	0.20224605755477465	180	33	0.2788141961749123	success_z ~ is_up_bin * expected_z_c + trial_c_c + run_c_c + up_first_c + C(subject)	0.2600306454275674
