iteration	circular_shift_r_with_success	n_subjects
258	0.2958424755285182	33
259	0.1829864596083857	33
260	0.1588059045832919	33
261	-0.0272765764426027	33
262	0.37663009874353	33
263	0.2468995700643319	33
264	0.0857248656750624	33
265	-0.1631761047206339	33
266	0.1552512825072127	33
267	0.0010592579525384	33
268	-0.2304512094493911	33
269	-0.4047160100197568	33
270	0.0582834832638618	33
271	0.311245350579281	33
272	0.0413343119393803	33
273	0.2640442818733474	33
274	-0.0364918455130052	33
275	0.003573680148095	33
276	0.2340907494664179	33
277	0.2095973352421376	33
278	-0.0773308441836352	33
279	0.1858530050054858	33
280	0.0018581852424703	33
281	0.1642413319422953	33
282	0.3672447532734446	33
283	-0.0531003875772964	33
284	0.0235483511320659	33
285	-0.1658769663523569	33
286	0.0527727816187742	33
287	-0.0021561518596204	33
288	-0.2683781427383794	33
289	0.2591610934205329	33
290	0.1066123810942943	33
291	0.3933355207732421	33
292	-0.1718211268007594	33
293	-0.0118506593151978	33
294	-0.2126383121766466	33
295	0.1458418842905614	33
296	-0.269405960788817	33
297	0.5995946659055365	33
298	-0.0361468315063897	33
299	0.0586221207999875	33
300	0.1639829198590585	33
301	-0.209956436711673	33
302	-0.1200658981437122	33
303	0.1467869354148744	33
304	-0.0733286081980494	33
305	0.0991992206651126	33
306	-0.0289130453300216	33
307	0.3271651283176514	33
308	0.1407550897180834	33
309	0.1128873352155737	33
310	-0.0042603022490187	33
311	0.1362932255116053	33
312	-0.1895651988397289	33
313	0.048703128264781	33
314	-0.029249426105234	33
315	0.421235951135625	33
316	0.1306352091592265	33
317	0.0920169554262919	33
318	0.1114681007117547	33
319	0.0754919792181149	33
320	0.1250332243811686	33
321	0.1694040778709586	33
322	0.1348652276958829	33
323	-0.0231994721394648	33
324	-0.0324389015299124	33
325	-0.1170646256142579	33
326	-0.1807453069810567	33
327	-0.1092207947953292	33
328	0.3264281262094255	33
329	-0.1237653416789854	33
330	0.3790468295818878	33
331	-0.3557044555825008	33
332	-0.0752521986312101	33
333	-0.1067503766992622	33
334	0.3193516392138846	33
335	0.2364823200125054	33
336	0.1625404045313919	33
337	0.2048131585367436	33
338	0.1545251663440023	33
339	0.4667303524089015	33
340	-0.208018731156116	33
341	0.0139692950998825	33
342	-0.019507705797658	33
343	0.2854846483670197	33
344	0.04620747146328	33
345	0.0762751350307604	33
346	0.032553487150846	33
347	0.0762718064341235	33
348	0.1250127916666594	33
349	0.2167643809290326	33
350	0.1924612858750713	33
351	0.1537416319090823	33
352	0.137956710328925	33
353	-0.0293573288908672	33
354	0.3438692785794395	33
355	-0.1780965131088521	33
356	0.0601005232341239	33
357	-0.0041768779642992	33
358	0.2009596457775381	33
359	-0.1550269762642826	33
360	0.2347916261286344	33
361	0.1057869846367198	33
362	0.4035528498308205	33
363	-0.0021246547896943	33
364	-0.1620074627661085	33
365	0.1508595863615103	33
366	-0.1713336213618224	33
367	-0.042308084182092	33
368	0.0680348035351911	33
369	-0.1524464977586773	33
370	-0.3284170623721088	33
371	0.1377201986897687	33
372	-0.0275531317444274	33
373	0.0996238576738565	33
374	0.1902745785815322	33
375	0.2214410321790807	33
376	0.0088228229488193	33
377	0.0708274254708758	33
378	0.0043411120961298	33
379	0.2589319845944135	33
380	0.2310091325766035	33
381	0.0031440003660789	33
382	-0.0287576758898088	33
383	0.1788028494473097	33
384	-0.1421762536856867	33
385	0.0970015101361624	33
386	-0.0171853663435623	33
387	-0.156858373285746	33
388	-0.1134761796166863	33
389	0.4199004673340886	33
390	0.1532371114036116	33
391	-0.0837216345457126	33
392	0.2810391376277562	33
393	0.0287096381774737	33
394	-0.1953964391033965	33
395	0.1747431114500781	33
396	-0.0482939098254635	33
397	0.3548148537245724	33
398	-0.2784435454332632	33
399	0.1193238296677539	33
400	-0.2303991564157505	33
401	0.3189862460242874	33
402	0.0390257073711909	33
403	0.0009604750305833	33
404	-0.0286658672854285	33
405	0.258373096849532	33
406	0.1404284565018784	33
407	0.3350924173543917	33
408	-0.0369300796540659	33
409	0.0293354733283995	33
410	0.1631310577108981	33
411	0.0528464476484231	33
412	0.1643146921814968	33
413	0.2298588235928239	33
414	0.0144016470627551	33
415	0.1753940568330669	33
416	-0.0448404112314438	33
417	0.3588604015253973	33
418	0.1958978838827001	33
419	-0.1419038884908853	33
420	-0.0584121559151267	33
421	0.1098972647749897	33
422	0.1016550887464993	33
423	0.3282801095507598	33
424	0.1687357614416723	33
425	0.292151489969049	33
426	-0.0948857387108474	33
427	0.2028528659801045	33
428	0.3698665133627792	33
429	-0.110267578061874	33
430	-0.0505330906859462	33
431	0.5067458819093951	33
432	0.0534948310859729	33
433	0.0333199776738066	33
434	-0.0920916139882634	33
435	-0.0018459098905803	33
436	0.3139746475880201	33
437	0.2167418006934197	33
438	0.341171237985036	33
439	-0.0901176314903612	33
440	-0.0115288322213339	33
441	-0.0731330431994109	33
442	0.0868732467525282	33
443	-0.2175218403677538	33
444	0.139719101856625	33
445	0.0794282057205046	33
446	-0.0597526896880106	33
447	-0.0560792168858803	33
448	0.3958255343916171	33
449	-0.0079148915685835	33
450	0.1149351560022407	33
451	0.0071628601365373	33
452	0.3841255146861518	33
453	0.1964346185491709	33
454	0.2541135737898163	33
455	0.0200292519914679	33
456	-0.0038797137459144	33
457	0.2045664683829537	33
458	-0.1593528307314453	33
459	-0.0165770653435464	33
460	-0.0361628642393818	33
461	0.0267822527413958	33
462	0.1169864921513464	33
463	-0.1849021219784503	33
464	-0.1520035565486334	33
465	0.2754569360999566	33
466	0.0685997617648911	33
467	-0.0897772736813348	33
468	-0.1409395049726799	33
469	0.2413478873128454	33
470	-0.0424717198138973	33
471	0.102822473565617	33
472	0.2624374793536657	33
473	0.2523516556264109	33
474	0.1086754477965706	33
475	0.1738846753775521	33
476	0.3373122399665343	33
477	0.2617191476650386	33
478	0.2014710340258753	33
479	-0.1151364608653955	33
480	0.1525031658757393	33
481	0.105395237829237	33
482	-0.1940424188410863	33
483	-0.2288551364722861	33
484	0.0121238892076765	33
485	0.0899102635266656	33
486	0.1108692653279797	33
487	0.233179199695883	33
488	0.117888903507342	33
489	0.0931258955513365	33
490	-0.1014709676965008	33
491	-0.000819806408162	33
492	0.1090082488151836	33
493	0.1270255132570235	33
494	0.0589475507309402	33
495	0.3572779083024716	33
496	0.0444552992710655	33
497	0.1475031942784547	33
498	-0.0223826660491291	33
499	0.1654245493351884	33
500	0.0104409909738666	33
501	-0.0536802657855934	33
502	0.052942133135396	33
503	0.0325386000330158	33
504	0.2548949269611634	33
505	-0.0283763500955259	33
506	0.0527386793252659	33
507	-0.2592556454108995	33
508	0.110974713878068	33
509	0.2394700279863643	33
510	-0.319074544197326	33
511	0.0562413755385753	33
512	0.1605220215312864	33
513	-0.1418580617373667	33
514	0.0424855378064891	33
515	-0.2519942604331861	33
516	0.0518985483518751	33
517	-0.2246409533814812	33
518	-0.0359223321270784	33
519	-0.1295843640904262	33
520	0.363125066610338	33
521	0.0488401134452939	33
522	-0.2632595983394923	33
523	-0.0933834076598998	33
524	-0.0238763732257669	33
525	0.0372479001986103	33
526	0.0256148623499543	33
527	0.0789501940299589	33
528	0.0953669900284798	33
529	0.0833772719663336	33
530	0.0318213672927492	33
531	-0.061660958209398	33
532	-0.0903602799635148	33
533	-0.1083372897473506	33
534	-0.1468694569177223	33
535	0.1522599568289332	33
536	0.3164986439856985	33
537	-0.0816622698212519	33
538	0.1402722926233036	33
539	0.1193097494288375	33
540	-0.0150523934402484	33
541	-0.0019491337394731	33
542	0.2018033962195446	33
543	-0.0211792976598543	33
544	0.3522987433545723	33
545	0.26801082684286	33
546	0.0727672902907723	33
547	-0.006319865442412	33
548	-0.2735990893692596	33
549	0.0035654208305278	33
550	-0.1690702402566755	33
551	0.0611980857467083	33
552	0.1947481885453257	33
553	-0.1314386363984791	33
554	0.0022065482203454	33
555	0.078189645892982	33
556	0.2806255119492415	33
557	-0.1461339607807263	33
558	0.36933541271063	33
559	-0.0928444128382437	33
560	-0.1152216129254447	33
561	-0.252233057063125	33
562	-0.1697320481577929	33
563	-0.0414657806651536	33
564	0.2684415865079698	33
565	-0.0890039616721692	33
566	0.1025541356044297	33
567	-0.0607545663222914	33
568	0.0240672523557885	33
569	-0.0519289993092347	33
570	0.0412453747726899	33
571	0.1580639293003141	33
572	0.0567552037756336	33
573	0.3018696007590352	33
574	0.1011482052681463	33
575	0.0515978919749736	33
576	0.3034907474335196	33
577	-0.3538157814949136	33
578	-0.0609506989170745	33
579	0.0053610802185697	33
580	0.0260751820199448	33
581	-0.0201401869405309	33
582	-0.0612430676507261	33
583	-0.2366483937165928	33
584	0.2349537765685329	33
585	0.2220366085580256	33
586	0.1886841297394336	33
587	0.2753658058509504	33
588	0.0140555887712182	33
589	0.0457011809394905	33
590	0.1371252028720811	33
591	-0.1118764727377067	33
592	-0.1426202671164798	33
593	-0.0154950721921851	33
594	0.319403649169168	33
595	0.3239163568102694	33
596	0.2650154512331922	33
597	0.0772511195906706	33
598	0.1428318961829546	33
599	-0.1425383034275408	33
600	0.091239055283788	33
601	0.1016924976632364	33
602	0.3020411304167708	33
603	0.0113812188201512	33
604	-0.338918876026083	33
605	-0.0201733653155798	33
606	-0.2391417488571638	33
607	0.0156283635205564	33
608	0.1237574459701922	33
609	-0.1123512868821033	33
610	0.3587677312149702	33
611	-0.2370627701235541	33
612	0.2581818032787659	33
613	-0.0626043634188335	33
614	0.3466318465418331	33
615	0.1116130967872796	33
616	0.2516458573834192	33
617	0.0850404097117588	33
618	0.2931400228615483	33
619	0.2997097171718249	33
620	-0.1031635821610153	33
621	0.0329098064775258	33
622	0.0501829145123089	33
623	0.2946104183301808	33
624	0.2482930419823458	33
625	0.0381937076839947	33
626	-0.0529259903344538	33
627	0.2776287116203204	33
628	0.1959571029935947	33
629	0.0280535807069674	33
630	0.1168197805328402	33
631	-0.4067776331500853	33
632	-0.1478655978870111	33
633	0.0585580211153921	33
634	0.1745058037715371	33
635	0.0945750889356348	33
636	-0.099006540507962	33
637	0.2734652861226566	33
638	-0.0908301009329834	33
639	-0.0610370366065885	33
640	0.181404525133342	33
641	0.0505226680964694	33
642	-0.2440346416229131	33
643	0.1207878122182051	33
644	-0.0914414470895989	33
645	0.0691500109792111	33
646	0.2948050232588148	33
647	-0.1656766192316117	33
648	-0.0668926366397399	33
649	0.0464224060929246	33
650	0.0490752802259135	33
651	0.3113214614212684	33
652	0.3672936714209384	33
653	-0.2290652294114285	33
654	0.0349683024381009	33
655	-0.1321785849787858	33
656	-0.2750600099499832	33
657	0.0541985540467581	33
658	0.1682437939113219	33
659	0.0799927003555082	33
660	0.0955614472547858	33
661	0.1989022194937456	33
662	0.1649429176589919	33
663	0.1911942180449785	33
664	0.0756674298693931	33
665	-0.1158674086817656	33
666	-0.0881630560080964	33
667	0.510045121177715	33
668	-0.1165278270422213	33
669	-0.1363018172755313	33
670	0.035306514178398	33
671	0.0064558898074664	33
672	0.0795552802320558	33
673	0.263522605464867	33
674	0.0172682620752597	33
675	-0.4285334272651421	33
676	0.113033337841811	33
677	-0.1166478332902521	33
678	0.017363863960603	33
679	0.0602969268832194	33
680	0.2141129026683431	33
681	0.3027964354905861	33
682	0.3403192038165701	33
683	-0.1009479534394113	33
684	-0.0179462818225095	33
685	-0.0137419495083229	33
686	0.1476372980999211	33
687	-0.0516163849125829	33
688	-0.1791953296092243	33
689	-0.2109383812941823	33
690	-0.0854486410278836	33
691	-0.1213970725809233	33
692	0.0238785551430165	33
693	0.354632474960536	33
694	-0.1379903344529039	33
695	0.1511430106319801	33
696	0.139581615006511	33
697	0.2899435273009765	33
698	0.0063612457484986	33
699	-0.017182776228242	33
700	-0.1306781520095268	33
701	-0.1952969117245627	33
702	0.3294297151108074	33
703	0.2100439669588384	33
704	0.212416931019588	33
705	-0.0837068893518217	33
706	-0.0360375782695641	33
707	0.010838452815025	33
708	0.3946752131924064	33
709	-0.0339806850288435	33
710	0.2156970241679708	33
711	-0.0975417357509407	33
712	0.3217918857366578	33
713	0.2121082173372877	33
714	-0.1188863084433338	33
715	0.0239300913247905	33
716	0.3323674710841849	33
717	0.0698812092302112	33
718	0.150755617747449	33
719	-0.1426652883680466	33
720	0.0105925950495574	33
721	0.2992139856841241	33
722	0.0367446074784746	33
723	-0.1068184108659796	33
724	-0.1200724895753513	33
725	0.2078162815578878	33
726	0.3374016355130083	33
727	-0.1351961158802469	33
728	-0.0091339224821299	33
729	-0.1045613906632528	33
730	-0.1119273337861795	33
731	0.4486455810223915	33
732	0.1356448790771204	33
733	0.0817378845456662	33
734	-0.2531460026393375	33
735	0.2215317674408685	33
736	-0.1600504706856983	33
737	-0.0412144276600713	33
738	0.1963221372839827	33
739	0.076258040410647	33
740	0.213237302606063	33
741	0.11926185128407	33
742	0.087200376126724	33
743	0.0754401174357812	33
744	0.4082790103288273	33
745	-0.0297326012342267	33
746	0.2392495415946307	33
747	-0.2955644898689961	33
748	-0.0485631847570858	33
749	0.2069765562088242	33
750	-0.2358276680810178	33
751	-0.0755289523522427	33
752	0.4482447475103815	33
753	-0.5134857309819665	33
754	0.2342201827291744	33
755	0.0962653371463773	33
756	0.2721101608672704	33
757	-0.1456043966392487	33
758	0.0022910282877373	33
759	0.2124373420966612	33
760	0.2565243247931678	33
761	0.1256650029299041	33
762	0.1407844393831853	33
763	0.0279550475398222	33
764	-0.1196720223499822	33
765	0.0975685325688785	33
766	-0.1652835449875312	33
767	0.3782549112583354	33
768	0.0515220037994963	33
769	0.2419299581487223	33
770	-0.0306464482373393	33
771	0.2023616850739233	33
772	-0.3657696218745542	33
773	0.3108086227607802	33
774	0.2454482242640466	33
775	0.2172453132683574	33
776	-0.0405484254483051	33
777	0.0553625285660829	33
778	0.0389538024423549	33
779	-0.0312967315876832	33
780	0.3516481007410261	33
781	0.0857190817979394	33
782	0.208302963715832	33
783	0.2580611447468512	33
784	-0.1972213299143699	33
785	0.030375754132173	33
786	0.1085786009302219	33
787	0.0366157244059879	33
788	0.1022240845012628	33
789	-0.0778257401719281	33
790	0.1987026362002443	33
791	-0.0441884807734128	33
792	-0.0799196244430479	33
793	0.077158713338442	33
794	-0.0679261611549671	33
795	-0.1429756162509114	33
796	-0.0992383572030701	33
797	0.0481810971914823	33
798	-0.1407874899202424	33
799	0.0933126832675382	33
800	-0.0436117571180658	33
801	0.2146177467671575	33
802	0.0400029099264862	33
803	-0.1739785563466131	33
804	0.39563200410632	33
805	0.0815332914130383	33
806	-0.1346854202322761	33
807	0.1612558330126358	33
808	0.4331427939675392	33
809	-0.0716640537040769	33
810	0.1101847282927444	33
811	0.0844952907136923	33
812	0.0920074902391174	33
813	0.1354118196178636	33
814	-0.0617198208892354	33
815	0.1098319118656123	33
816	-0.1055477254733392	33
817	0.1314875622625519	33
818	0.0745788858115762	33
819	0.0119774293813435	33
820	0.15923228387786	33
821	0.0867765030293732	33
822	0.1018843594744237	33
823	-0.0632701894046365	33
824	0.079894547055633	33
825	-0.0426836870264636	33
826	0.1398461292841415	33
827	0.0985972864709422	33
828	-0.1453046562341725	33
829	0.1144957901583977	33
830	0.010722731112843	33
831	0.2887633856808715	33
832	0.0337466240689744	33
833	0.3248731911317622	33
834	-0.143129617493672	33
835	0.1425163741497823	33
836	0.1724635278212241	33
837	-0.1274302676273193	33
838	0.1735368332339379	33
839	0.0201017236384941	33
840	0.2064206073938079	33
841	-0.2621047067865885	33
842	0.149614284849289	33
843	0.2655288710019849	33
844	0.0391927860189025	33
845	0.2462604827748016	33
846	-0.0426875149854715	33
847	-0.2670990058070306	33
848	0.0873946580098391	33
849	0.2833714149458148	33
850	0.0477588894301224	33
851	0.0983623203570669	33
852	-0.0528377207501718	33
853	0.2540077201392521	33
854	0.1334328064882562	33
855	-0.0110292262420165	33
856	0.2413244941692118	33
857	-0.275962414645034	33
858	0.1542261030417356	33
859	0.4009210507327884	33
860	-0.0387368827201499	33
861	0.0910817886777609	33
862	0.2706297596706377	33
863	0.2244070965914123	33
864	0.0845938191844625	33
865	-0.0118531444486997	33
866	0.0708294378464815	33
867	-0.2298296098570351	33
868	-0.0190531298720034	33
869	-0.0051290322507386	33
870	0.0317510710550351	33
871	0.2333732964582057	33
872	-0.0416171691912583	33
873	-0.0501027010642984	33
874	0.1673557645239083	33
875	-0.0205867453627416	33
876	-0.1445467076768857	33
877	-0.0907295300854477	33
878	0.0685078382468862	33
879	-0.0529811762451316	33
880	0.1401323279702416	33
881	0.2067282366219373	33
882	-0.0649432023823152	33
883	0.0720400418436484	33
884	0.3018167608473751	33
885	-0.0239314875640394	33
886	-0.4610833647201086	33
887	0.2029413295930613	33
888	0.2535785112750234	33
889	0.3781627208647758	33
890	-0.1309642072233106	33
891	0.0239929343429825	33
892	0.0739293478747346	33
893	0.1334482294398294	33
894	0.3811362271646976	33
895	0.0964306871524511	33
896	0.244558002788699	33
897	-0.0707230581755577	33
898	0.0920021618063906	33
899	0.1990980928354354	33
900	0.0837021267948379	33
901	0.0068696904093713	33
902	0.035324528715538	33
903	0.3019987024000248	33
904	0.1778497587526356	33
905	-0.1267155856139877	33
906	0.0413335644721192	33
907	-0.1963478416085171	33
908	0.0415343383368105	33
909	0.3191888031262871	33
910	-0.0107280217442999	33
911	-0.0021906561789317	33
912	-0.0001099168395213	33
913	0.3199267089469636	33
914	0.003624112580649	33
915	-0.1605999787574328	33
916	0.3426730810579926	33
917	0.2199814734663963	33
918	0.0809738845510272	33
919	0.0843102900995041	33
920	0.214278984966917	33
921	0.0156572894935418	33
922	0.047891832300916	33
923	0.06263837023588	33
924	-0.1856935364455303	33
925	0.1114578552523498	33
926	0.0447908849594313	33
927	0.1078235958397509	33
928	0.0468014469885491	33
929	-0.1497515553050837	33
930	0.0464542756026037	33
931	0.480787441185025	33
932	-0.0957952971730934	33
933	-0.1638859969795769	33
934	0.1816417832637814	33
935	0.3083115941050314	33
936	-0.1630093235856455	33
937	-0.0476905525760344	33
938	0.1139442540923453	33
939	0.0607528853385544	33
940	0.2209124337454565	33
941	-0.1548244602195407	33
942	0.2557163850151324	33
943	-0.008364667430366	33
944	-0.0182269145458669	33
945	0.1855197024234107	33
946	0.3786751077852749	33
947	0.1432694074417446	33
948	0.0430854516713453	33
949	0.0678001086670802	33
950	0.2501988380375424	33
951	0.2488324571235874	33
952	0.0979662641680745	33
953	-0.1621213494064153	33
954	-0.1655024172373059	33
955	0.3058379326966946	33
956	0.2753177323675873	33
957	0.4088629809230069	33
958	-0.2188461459504381	33
959	0.2246070006695959	33
960	0.2433089623195573	33
961	0.4635944557535942	33
962	0.2282829395767094	33
963	0.1038832964514046	33
964	0.0289194485289246	33
965	0.1526591929061435	33
966	-0.3654459008959193	33
967	-0.2532565038763433	33
968	0.1377042060783944	33
969	0.3383530335740725	33
970	0.1352458877957865	33
971	-0.1307876944200245	33
972	0.4342759174746438	33
973	0.1930117440974096	33
974	0.3458588797082222	33
975	0.3109220532560091	33
976	0.0070192100244583	33
977	-0.0441921385055998	33
978	-0.0217089748085751	33
979	0.1961879086031905	33
980	0.1652671893721699	33
981	0.0661080473794555	33
982	-0.0218709680009235	33
983	0.0789947560868205	33
984	-0.0835033200310162	33
985	-0.1944971776029189	33
986	0.2824521244442016	33
987	0.2032595894516956	33
988	-0.2287509825887921	33
989	-0.0390406024103445	33
990	0.3132542453021958	33
991	0.3395513121452856	33
992	0.1209469982437775	33
993	-0.0908074033497423	33
994	-0.1227308377449567	33
995	0.152202745446594	33
996	-0.0015627786698582	33
997	0.0275222412374467	33
998	0.2159969067452486	33
999	0.0931629779871067	33
1000	-0.0550611464011941	33
1001	0.0296339590254788	33
1002	-0.036293295353727	33
1003	0.1276319332636895	33
1004	0.2019957236217166	33
1005	0.0778241150307358	33
1006	-0.0766172243982806	33
1007	0.2171422702853922	33
1008	0.1958027313600636	33
1009	0.2613074507694069	33
1010	0.1767234850995706	33
1011	-0.0756384642299039	33
1012	0.0620442528751767	33
1013	-0.0106152109481555	33
1014	-0.0270218143937882	33
1015	0.0473350517459192	33
1016	0.0654709154492984	33
1017	-0.0280423630915041	33
1018	-0.0925711314664572	33
1019	0.2110300672261227	33
1020	-0.2725384844556002	33
1021	0.1227168261550075	33
1022	0.2453737056322792	33
1023	-0.0389486695521114	33
1024	-0.0996244848758778	33
1025	-0.0537167150749089	33
1026	0.1623992599458373	33
1027	0.0505851013142844	33
1028	-0.2673333175440777	33
1029	-0.1296016854011731	33
1030	-0.1574732882887186	33
1031	0.0194155673580216	33
1032	0.2087353873875529	33
1033	0.018650304871098	33
1034	0.3973868301721897	33
1035	0.4093445597678499	33
1036	-0.3980735727194416	33
1037	0.3078276590387744	33
1038	-0.0010134452465749	33
1039	-0.0247387503279451	33
1040	-0.2738027974473965	33
1041	-0.1340053963368367	33
1042	-0.2277086050654301	33
1043	0.4256835605125167	33
1044	0.0120811436680634	33
1045	-0.096979430484085	33
1046	-0.044018778098313	33
1047	0.2559719170231305	33
1048	0.1595981869860908	33
