null_name	observed_forward_r	n_subjects_observed	n_null	null_mean_r	null_sd_r	null_ci_low	null_ci_high	empirical_two_sided_p	observed_percentile_rank	null_scope
within_run_nonzero_circular_source_shift	-0.5848400007051204	33	5000	0.0721664435948195	0.1744302003999726	-0.2658219889471379	0.4022229954127824	0.0013997200559888	9.998000399920016e-05	Conditional on the selected pathway. One non-zero circular source shift was drawn per participant and regulation run and reused across the three overlapping target definitions.
